acronym,title,projectUrl
ATLANTIC FUTURE,"""Towards an Atlantic area? Mapping trends, perspectives and interregional dynamics between Europe, Africa and the Americas""",http://www.atlanticfuture.eu
ESENET,Emergency Services Europe Network,http://www.esenet.org
MEMBRANENANOPART,Modelling the mechanisms of nanoparticle-lipid interactions and nanoparticle effects on cell membrane structure and function,http://www.membranenanopart.eu
NANOPUZZLES,"""Modelling properties, interactions, toxicity and environmental behaviour of engineered nanoparticles""",http://www.nanopuzzles.eu
BIOSID,A bioartificial pancreas to treat type 1 diabetes: optimization of cell survival and function in preclinical and clinical phases,http://www.biosid-eu.org
ECRAN,European Communication on Research Awareness Needs,http://www.ecranproject.eu
NEUEAR,Neurotrophic Cochlear Implant for Severe Hearing Loss,http://www.neuear.eu
EUBORDERSCAPES,"""Bordering, Political Landscapes and Social Arenas: Potentials and Challenges of Evolving Border Concepts in a post-Cold War World""",http://www.euborderscapes.eu
GRATITUDE,Gains from Losses of Root and Tuber Crops,http://www.fp7-gratitude.eu
QUAFETY,COMPREHENSIVE APPROACH TO ENHANCE QUALITY AND SAFETY OF READY TO EAT FRESH PRODUCTS,http://www.quafety.eu
WATERBEE DA,WaterBee Smart Irrigation Systems Demonstration Action,http://www.waterbee.eu/
SMART-NANO,"""Sensitive MeAsuRemenT, detection, and identification of engineered NANOparticles in complex matrices""",http://www.smartnano.org
INSTANT,Innovative Sensor for the fast Analysis of Nanoparticles in Selected Target Products,http://www.instant-project.eu
NANODETECTOR,Ultrasensitive plasmonic detection of single nanoparticles,http://www.nanodetector.eu
EPI-MIGRANT,Identification of epigenetic markers underlying increased risk of T2D in South Asians,http://www.epimigrant.eu
Developing Frameworks for Sustainable and Equitable Natural Resource Use",http://www.engov.eu
SALSA,"""Knowledge-based Sustainable vAlue-added food chains: innovative tooLs  for  monitoring ethical, environmental and Socio-economical impActs and implementing  Eu-Latin America shared strategies""",http://www.salsaproject.eu
MAITRE,Media Actions for International Training of REsearchers,http://www.maitreproject.eu
HURAPRIM,Human Resources for Primary Health Care in Africa,http://www.huraprim.ugent.be
QSAFFE,Quality and Safety of Feeds and Food for Europe,http://www.qsaffe.eu
NORFACE II,New Opportunities for Research Funding Agency Co-operation in Europe II,http://www.norface.org
CRISYS,Critical Response in Security and Safety Emergencies,http://www.crisys-project.eu
RAPPORT,Building RAPPORT Between Small And Medium-Sized Enterprises And Public Or Private Research Capabilities,http://www.rapport-project.com
AFTER,African Food Tradition Revisited by Research,http://www.after-fp7.eu
SECOA,SOLUTIONS for ENVIRONMENTAL CONTRASTS in COASTAL AREAS,http://www.projectsecoa.eu
I2C,Integrated System for Interoperable sensors & Information sources for Common abnormal vessel behaviour detection & Collaborative identification of threat,http://www.I2C.eu
CHANCES,Consortium on Health and Ageing: Network of Cohorts in Europe and the United States,http://www.chancesfp7.eu
EUROSTEMCELL,European Consortium for Communicating Stem Cell Research,http://www.eurostemcell.org/
JUSTBRAIN,Blood-brain barrier junctions as targets for paracellular drug delivery to the brain,http://www.justbrain-fp7.eu
EUROCHIP,European Obesity Consortium studying the Hypothalamus and its Interaction with Peripheral organs,http://www.eurochip-obesity.com
PARADISE,Psychosocial fActors Relevant to BrAin DISorders in Europe,http://www.paradiseproject.eu
SILENV,Ships oriented Innovative soLutions to rEduce Noise & Vibrations,http://www.silenv.eu
ICEWIN,Innovative Icebreaking Concepts for Winter Navigation,http://www.vtt.fi/sites/icewin
STREAMLINE,Strategic Research For Innovative Marine Propulsion Concepts,http://www.streamline-project.eu
DESICOS,New Robust DESIgn Guideline for Imperfection Sensitive COmposite  Launcher Structures,http://www.desicos.eu/
NANOLYSE,Nanoparticles in Food: Analytical methods for detection and characterisation,http://www.nanolyse.eu/default.aspx
AGEDBRAINSYSBIO,SYSTEMS BIOLOGY OF PATHWAYS INVOLVING BRAIN AGEING,http://www.agedbrainsysbio.eu/
NANOPYME,Nanocrystalline Permanent Magnets Based on Hybrid Metal-Ferrites,http://nanopyme-project.eu/
SAFUEL,The SAfer FUEL system,http://www.safuel-fp7.eu/
EMILI,Emergency Management in Large Infrastructures,http://emili-project.eu
EPC-TM-NET,Targeting the tumour microenvironment to improve pancreatic cancer prognosis,http://epcnet.eu/
EUMAGINE,Imagining Europe from the outside. On the role of democracy and human rights perceptions in constructing migration aspirations and decision towards Europe,http://www.eumagine.org
BIOSURF,Development and implementation of a contact biocide polymer for its application as antimicrobial and anti-deposit surfaces in the food industry,http://www.biosurf-project.com/
PPACTE,Pricing Policies and Control of Tobacco in Europe,http://www.ppacte.eu/
ASPA,Activating Senior Potential in Ageing Europe,http://www.aspa-eu.com
ASSPRO CEE 2007,"""Assessment of patient payment policies and projection of their efficiency, equity and quality effects.  The case of Central and Eastern Europe""",http://www.assprocee2007.com/
MESMESH,Ultra - thin conductive ceramic mesh to monitor stress and wear on a steel surface,http://www.mesmesh.eu
SHIPARRESTOR,Development of a combined sea anchor and connector to be deployed by helicopter in order to prevent sea vessels in drift from grounding or colliding with offshore installations,http://shiparrestor.com/
NET4SOCIETY2,Trans-national co-operation among National Contact Points for Socio-economic sciences and the Humanities (SSH NCPs),http://www.net4society.eu/
MNT-ERA.NET II,Micro and Nano Technologies for a new highly competitive European industry,http://www.mnt-era.net
RITD,Re-entry: inflatable technology development in Russian collaboration,http://metnet.fmi.fi/index.php?id=ritd
ACCMET,Accelerated Metallurgy - the accelerated discovery of alloy formulations using combinatorial principles,http://www.accmet-project.eu/
MAIRES,Monitoring Arctic Land and Sea Ice using Russian and European Satellites,http://maires.nersc.no
SAFE CATHETER,Development of a cost-effective anti-bacterial device for the 37 million urethral catheters used in enlarged Europe,http://www.safecatheter.eu/
FOODCONFERENCE,Food and nutrition in the 21st century,http://www.foodconference2011.inhort.pl/
CLEANSPACE,Small debris removal by laser illumination and complementary technologie,http://www.clean-space.eu/
TRANSHYBERIAN,Characterization of Wall Temperature Effect during Transition of Hypersonic flow over a Cone By Experiments And Numerical Simulations,http://www.transhyberian.eu
LABOHR,Lithium-Air Batteries with split Oxygen Harvesting and Redox processes,http://labohr.eu/
ELEVATE,"""Integrating Pedagogically-Documented, Value-Added E-Training Add-Ons in Commercial Software Products of European Software SMEs""",http://www.elevate-project.eu
BIOSMHARS,BIOcontamination  Specific Modeling in HAbitats Related to Space,http://www.biosmhars.eu
PROMETHEUS,PROcess contaminants: Mitigation and Elimination Techniques for High food quality and their Evaluation Using Sensors & Simulation,http://processing-contaminants-prometheus.com/index.php
SPREAD,Social Platform identifying Research and Policy needs for Sustainable Lifestyles,http://www.sustainable-lifestyles.eu/
CANCERALIA,Development of novel diagnostic and therapeutic approaches to improve patient outcome in lung and pancreatic tumours,http://www.canceralia.eu/
FOODSEG,Safe Food for Europe – Coordination of research activities and Dissemination of research results of EC funded research on food safety,http://www.foodseg.eu/
ENRICH,ENRICHMENT OF AQUACULTURE IMPLANTS BY INTRODUCTION OF NEW MARINE SPECIES FROM THE WILD TO BREEDING,http://www.enrichnet.eu
INOMANS²HIP,INOvative Energy MANagement System for Cargo SHIP,http://inomanship.eu
MARINE FUNGI,Natural products from marine fungi for the treatment of cancer,http://www.marinefungi.eu
EUINTEGRATIO,European integration process in the new regional and global settings,http://www.euintegratio.eu
ALGATEC,Biotechnological recycle of olive mills washing water by microalgae,http://www.algatec.net
MOSAIC,Multi-Modal Situation Assessment & Analytics Platform,http://www.mosaic-fp7.eu/
EUROFIR-NEXUS,"""The EuroFIR Food Platform: Further integration, refinement and exploitation for its long-term self-sustainability""",http://www.eurofir.eu/
PANACREAS,Integrating chemical approaches to treat pancreatic cancer: making new leads for a cure,http://www.panacreas.eu
ICSC,Integrated Chemical synthesis and Screening in patient Cells,http://www.icsc-fp7.eu/
SAPIENT,"""Supporting fundamentAl rights, PrIvacy and Ethics in surveillaNce Technologies""",http://www.sapientproject.eu/about.html
REVUS,Reducing the Vulnerability of Space Systems,http://www.revus-project.eu/
SPACECAST,Protecting space assets from high energy particles by developing European dynamic modelling and forecasting capabilities,http://fp7-spacecast.eu/
HEPTROMIC,Genomic predictors and oncogenic drivers in hepatocellular carcinoma,http://www.heptromic.eu
SWITCHBOX,Switchbox: Maintaining health in old age through homeostasis,http://www.switchbox-online.eu
DORIS_NET,Downstream Observatory organised by Regions active In Space - Network,http://www.doris-net.eu/
NU-ROOF,"""Supporting the roofing SMEs in the development and use of a new generation of roofing materials applicable with fault tolerant procedures, reducing the use of petroleum-based products""",http://www.nuroofproject.org/
ECOBIOCAP,Ecoefficient Biodegradable Composite Advanced Packaging,http://www.ecobiocap.eu/
CRYOLAND,GMES Service Snow and Land Ice,http://www.cryoland.eu/
TRACKBOCS,Tracking and Security System with Built-in Energy Generation for Containers,http://www.trackbocs.com/
OPERR,Operational Pan-European River Runoff,http://www.smhi.se/operr 
PEVNET,Persistent virus infection as a cause of pathogenic inflammation in type 1 diabetes - an innovative research program of biobanks and expertise,http://www.uta.fi/med/pevnet/index.html
GLYCOHIT,Glycomics by High-throughput Integrated Technologies,http://glycohit.eu/
MITOCARE,Treatment of reperfusion injury using a mitochondrial targeted approach: towards a better understanding of the disease,http://www.mitocare.eu
CURELUNG,Determining (epi)genetic therapeutic signatures for improving lung cancer prognosis,http://www.curelung.eu/
AUTOSUPERCAP,DEVELOPMENT OF HIGH ENERGY/HIGH POWER DENSITY SUPERCAPACITORS FOR AUTOMOTIVE APPLICATIONS,http://autosupercap.eps.surrey.ac.uk/
OPTI-ALERT,"""Opti-Alert: Enhancing the efficiency of alerting systems through personalized, culturally sensitive multi-channel communication""",http://www.opti-alert.eu
BCA_GRAPE,New biocontrol agents for powdery mildew on grapevine,http://www.bca-grape.eu/Project_description.cfm
NANOCHANNELS,Engaging European stakeholders in debating NANOtechnology issues using a range of media CHANNELS,http://www.nanochannelsFP7.eu
AFROMAISON,Africa at a meso-scale: Adaptive and integrated tools and strategies for natural resources management,http://www.afromaison.net/
CARBOCHANGE,Changes in carbon uptake and emissions by oceans in a changing climate,http://www.carbochange.eu
SACOMAR,Technologies for Safe and Controlled Martian Entry,http://www.dlr.de/as/sacomar
ULTRAFINEWINE,Novel method for assisting and accelerating the aging process of wine,http://www.ultrafinewine.eu/
GLOWASIS,A collaborative project aimed at pre-validation of a GMES Global Water Scarcity Information Service,http://www.glowasis.eu/
SEPSERVER,Data Services and Analysis Tools for Solar Energetic Particle Events and Related Electromagnetic Emissions,http://www.sepserver.eu
ECOPAT,Development of a cost-effective and lightweight hand pallet truck for application in material handling,http://www.project-ecopat.eu/
M-FUTURE2011,Materials & Manufacturing of the FUTURE,http://www.fumat2011.eu
ESAIL,Electric sail propulsion technology,http://www.electric-sailing.fi/fp7/
ENABLE,Environmentally Acceptable Pretreatment System for Painting Multi Metals,http://extra.ivf.se/enable/template.asp?meny=31&lank=69
SIGNED,Secure Imprint GeNerated for papEr Documents,http://www.signedfp7.eu
DIATOOLS,Tools for minimally invasive diagnostics,http://www.diatools.org/
MINAM 2.0,"""Paving the ground for the second generation of a highly effective, application oriented MicroNano Manufacturing community in Europe""",http://minamwebportal.eu/index.php?m1=Public-Area&amp;l1=MINAM-2.0
EDEFU,New Designs of Ecological Furnaces,http://www.edefu.eu
FOD-CC,FRAILTY OPERATIVE DEFINITION-CONSENSUS CONFERENCE,http://www.fod-cc.com/
ULTRAVEG,"""Development of a high power ultrasound system for the low-cost, fast, effective and quality drying of fruit and vegetables""",http://www.ultraveg.eu/
SPA,Support to Precursor SSA Services,http://www.eusc.europa.eu/index.php?option=com_content&task=view&id=60&Itemid=84
MOCCCASIN,MOnitoring Crops in Continental Climates through Assimilation of Satellite INformation,http://www.mocccasin.eu 
GMES Downstream Services",http://www.freshmon.eu/
ALLFUN,"""Fungi in the setting of inflammation, allergy and autoimmune diseases:Translating basic science into clinical practices""",http://www.allfun-fp7.eu/
WOLAXIM,Whole Life Rail Axle Assessment and Improvement,http://www.wolaxim.eu
AL-IN-WON,AlGaN and InAlN based microwave components,http://www.alinwon-fp7.eu/fp7/
VALUEPOLE,An extended Value Chain model  for performance Prediction and Optimisation  of product and process Lifecycles for SMEs,http://www.valuepole.eu
ECOSEASAFE,Development of a sustainable and cost effective ballast water treatment technology with reverse pulsed DC electric field that excludes formation of oxidising free radicals,http://ecoseasafeproject.com/
QUALIREDFRUITS,New agricultural practices for quality production of red fruits enriched in healthy compounds,http://qualiredfruits.eu/front-page-fr
REFRESH,Green technology for fresh water sea-transportation based on a flexible containers system,http://www.refresh-fp7.eu/
BIOLISME,Speedy system for sampling and detecting Listeria monocytogenes in agro-food and related European industries,http://www.biolisme.eu/bases/biolisme.nsf/webContents/Bienvenidos
RODIN,Suspended Graphene Nanostructures,http://www.fp7rodin.eu
COOL-MEAT,A novel method for improving the vacuum cooling of cooked meats,http://www.coolmeat.eu/
ELECTROEXTRACTION,Protein electroextraction coupled to direct sorption – a new route for primary recovery of intracellular bioproducts from industrial yeast,http://www.electroextraction.org
VITISPEC,"""An affordable, easy to use tool for monitoring the wine production process, based on FTIR/ATR and an attached PAS gas cell""",http://www.vitispec.eu/
DEVAPRO,Development of a variable warm forging process chain,http://www.devapro.de
FALLWATCH,A wearable miniaturized fall detection system for the elderly,http://www.fallwatch-project.eu/
LAMAND,Large Area Molecularly Assembled Nanopatterns for Devices,http://www.tyndall.ie/projects/lamand/
SALIANT,Selective Antibodies Limited Immuno Assay Novel Technology,http://www.saliant.eu/home
OPHIS,COMPOSITE PHENOTYPIC TRIGGERS FOR BONE AND CARTILAGE REPAIR,http://www.istec.cnr.it/index.php?option=com_content&view=article&id=240:composite-phenotypic-triggers-for-bone-and-cartilage-repair-ophis-2011-2014-fp7-nmp-2009-small-3-246373&catid=69&Itemid=48&lang=en
CORENET,Customer-oriented and eco-friendly networks for healthy fashionable goods,http://www.corenet-project.eu
NANOSPEC,Nanomaterials for harvesting sub-band-gap photons via upconversion to increase solar cell efficiencies,http://www.nanospec.eu/
TEXWIN,Textile Work Intelligence by hierarchical closed-loop control for product and process quality in the Textile Industry,http://www.texwin.eu
MANUCLOUD,Distributed Cloud product specification and supply chain manufacturing execution infrastructure,http://www.manucloud-project.eu
TREATRUSH,"""Fighting blindness of Usher syndrome: diagnosis, pathogenesis and retinal treatment (TreatRetUsher)""",http://www.treatrush.eu
SUBCTEST,Development of novel Non Destructive Testing (NDT) techniques and autonomous robots to be deployed by Remote Operating Vehicles (ROVs) for the sub-sea inspection of offshore structure welds,http://www.subctest.com
RESOLIVE,Adaptation of renewable energies technologies for the olive oil industry,http://www.resolive.com
SAGA-EO,Support Action to GMES-Africa on Earth Observation (SAGA-EO),http://www.saga-eo.eu/
PHOCAM,Photopolymer based customized additive manufacturing technologies,http://www.phocam.eu
OILPULSE,INCREASED VIRGIN OLIVE OIL YIELD AND QUALITY BY COMPLEMENTING EXISTING AND NEW OLIVE OIL MILLS WITH PULSED ELECTRIC FIELD (PEF) TECHNOLOGY,http://oilpulse.cric-projects.com/
CLEAN CUT,Development of a clean and energy efficient cutting system for the 12 millions tons of granite blocks yearly processed in enlarged EU,http://www.project-cleancut.eu
3MICRON,Three modality contrast imaging using multi-functionalized microballoons,http://www.3micron.eu
NANORAY,Development of a X-Ray tube based on the Field Emission properties of Carbon Nanotubes,http://www.nanoray-project.eu
AXIS,Advanced X-ray source based on field emitting  Carbon Nanotubes cold cathode,http://www.axisproject.eu
OPTITEMPTANK,Development of an Integrated System for Cost Effective Temperature Control in Aquaculture Tanks,http://www.ist-world.org/ProjectDetails.aspx?ProjectId=f3c287ef370241a9befb06b2d8103617
WHEYLAYER,Whey protein-coated plastic films to replace expensive polymers and increase recyclability,http://www.wheylayer.eu
GRACE,InteGration of pRocess and quAlity Control using multi-agEnt technology,http://grace-project.org/
ULTRAFIBRE,New manufacturing infrastructure for the production of high quality Natural Fibres,http://www.ultrafibre.org/
MUSSELSALIVE,"""Development of best practice and new technology for grading, handling, transportation, conditioning and storage of mussels for SMEs in the European mussel industry""",http://www.musselsaliveproject.com/
COOL-COVERINGS,Development of a novel and cost-effective range of nanotech improved coatings to substantially improve NIR (Near Infrared Reflective) properties of the building envelope,http://www.coolcoverings.org
NANOPCM,New Advanced iNsulatiOn Phase Change Materials,http://www.nanopcm.eu
PLANTLIBRA,"""PLANT food supplements: Levels of Intake, Benefit and Risk Assessment""",http://www.plantlibra.eu/web/
CHANCE2SUSTAIN,Urban Chances: City growth and the sustainability challenge; Comparing fast growing cities in growing economies,http://www.chance2sustain.eu/
NASPE,NAnomechanical Screening of Pharmaceutical Entities,http://www.ing.unibs.it/naspe
EPOSBED,Easy positioning of in-bed patients with reduced mobility,http://www.eposbed.com/
GLOBAL-BIO-PACT,Global Assessment of Biomass and Bioproduct Impacts on Socio-economics and Sustainability,http://www.globalbiopact.eu/
WE-STAY,Work Toghether to Stop Truancy Among Youth,http://ki.se/ki/jsp/polopoly.jsp?d=39844&a=128060&l=en
PRATH,Preclinical study of Recombinant human Anti-C5 for the Treatment of atypical HUS,http://www.prath.eu/
GEO-PICTURES,"""GMES and Earth Observation with Position-based Image and sensor Communications Technology for Universal Rescue, Emergency and Surveillance management""",http://www.geo-pictures.eu/
ECOBUG,Development of an Innovative Industrial Bioreacting and Fermentation Process producing an Organic Insect Repellent-Fertilizer for Ecological farming,http://www.ecobug.eu/
SUSTAVINO,Integrated Approaches for Sustainable European Wine Production,http://www.sustavino.eu/
MIDAS,Millimetre-wave Integrated Diode and Amplifier Sources,http://www.stfc.ac.uk/RALSpace/Areas+of+expertise/Technology/Millimetre+and+terahertz+instrumentation/Projects/26678.aspx
MEDIAACT,Media Accountability and Transparency in Europe,http://www.mediaact.eu/
IMCOSEC,Integrated approach to IMprove the supply chain for COntainer transport and integrated SECurity simultaneously,http://www.imcosec.eu/
NANOCOM,Lowering Barriers for Nanotechnology Commercialisation via Open Innovation,http://www.nanocom-eu.org
TERACOMP,Terahertz heterodyne receiver components for future European space missions,http://www.chalmers.se/hosted/teracomp-en/
FIRE SHIELD,An Innovative Soft Skinned Fire Resistant Cable for Fire Safety Applications Manufactured Using Integrated Cold Gas Dynamic Spraying and Polymer Extrusion Technologies,http://fireshield.uk-matri.org/
CLET,Closed Loop Control of the Laser Welding Process through the Measurement of Plasma,http://clet.cartif.com.es
BIOSTAT-CHF,A systems BIOlogy Study to TAilored Treatment in Chronic Heart Failure,http://www.biostat-chf.eu/
HEELLESS,Development of a heelless shoe to reduce injury during running,http://www.heelless.org
FOIRCEV,Fire-hose Excellent Manufacturing by means of an Innovative Rubber Compounding-Extrusion-Vulcanization process,http://www.foircev.eu
HQ-TUBES,High Quality Tube and Pipe Production by Hybrid Welding,http://www.hq-tubes.eu
CLEANHIVE,Detecting the Pathogen that Threatens European Honey Bees,http://www.cleanhive.eu/
PROECLAIR,Automated process for stable preservative free pastry base mix for high added value bakery goods to increase the competitiveness of SME bakeries,http://www.proeclair.fraunhofer.eu/
HYFFI,Hydrocolloids as functional food ingredients for gut health,http://www.seaweedforhealth.org/
SECURITAC,"""HIGH RELIABILITY, LOW COST, STACKABLE POWER SUPPLY FOR SECURITY SYSTEMS""",http://securitac.cric-projects.com
BRAINHEALTHFOOD,Bioactive compounds from blackcurrant processing waste for brain health,http://www.ttz-bremerhaven.de/en/research/food/research-projects/870-brainhealthfood.html
GINI,Growing Inequalities' Impacts,http://www.gini-research.org/articles/home
PROSPIE,Protective Responsive Outer Shell for People in Industrial Environments,http://www.prospie.eu
NANODIARA,Development of novel nanotechnology based diagnostic systems for Rheumatoid Arthritis and Osteoarthritis,http://www.nanodiara.eu
WINTUR,In-situ wireless monitoring of on- and offshore WINd TURbine blades using energy harvesting technology,http://www.wintur-project.com
RICHE,RICHE – a platform and inventory for child health research in Europe,http://www.childhealthresearch.eu/
MONARCH-A,Monitoring and Assessing Regional Climate change in High latitudes and the Arctic,http://www.nersc.no/project/monarch
ORECCA,Off-shore Renewable Energy Conversion platforms – Coordination Action,http://www.orecca.eu
MICCS,Methodology for fast and reliable Investigation and Characterization of Contaminated Sites,http://www.miccs.eu
QUALITI,Development of New and Novel Quality Control System for the Inspection of Titanium Components in Safety Critical Applications in the Aerospace Industry,http://www.qualiti.eu
C-SPACE,Conditions for Space Policy and related Action Plan Consolidation in Europe,http://www.c-space-eu.org/index.php
PIEZOVOLUME,High volume piezoelectric thin film production process for microsystems,http://www.piezovolume.com
EFP,European Foresight Platform - supporting forward looking decision making,http://www.foresight-platform.eu
IREMO,intelligent REactive polymer composites MOulding,http://www.iremo.eu
CAP-SCHED,Competitive Advantage for Process-intensive industries by SCheduling with Heuristics-EnhanceD simulation & optimisation,http://www.capsched.eu
SUNPAP,Scale-Up Nanoparticles in Modern Papermaking,http://sunpap.vtt.fi
ADDNANO,The development and scale-up of innovative nanotechnology-based processes into the value chain of the lubricants market,http://sites.google.com/site/addnanoeu/
WALQING,Work and Life Quality in New and Growing Jobs,http://www.walqing.eu/
LEGIOTEX,Continuous bactericide water filtration for the prevention of Legionella contamination in large public and industrial facilities,http://www.legiotex.eu/
ECOSTREETLIGHT,"""Development of 25% more energy efficient street lights with integrated reflector, elimination of protection glass, optimized arc tube and improved luminaire design.""",http://www.ecostreetlight.com
NANOBOND,Integration of emerging soft nanotechnology into the functionalisation of textiles,http://www.nanobond.org
MARINA PLATFORM,Marine Renewable Integrated Application Platform,http://www.marina-platform.info/
NANOCARD,Nanopatterned scaffolds for active myocardial implants,http://www.mf.mpg.de/NanoCARD
RECATABI,Regeneration of Cardiac Tissue Assisted by Bioactive Implants,http://www.recatabi.com/
NOVA-CI(G)S,Non-vacuum processes for deposition of CI(G)S active layer in PV cells,http://www.tu-chemnitz.de/mb/DigiTech/projects/project-nova-cigs.php
NMP-MANUFUTURE,EUROPEAN INDUSTRIAL BREAKTHROUGH LEADING TOWARDS AN INTEGRATED COMPETITIVE SUSTAINABLE INDUSTRY,http://www.industrial-technologies2010.eu/
EFISOL,Solar Thermal Cogeneration Plant based on Organic Rankin Cycle,http://www.efisol.org/
TECHEESE,SOLVING THE TECHNOLOGICAL PROBLEMS OF SHEEP CHEESE PRODUCTION,http://techeese.eu/
NORFACE PLUS,NORFACE Transnational Programme on Migration in Europe,http://www.norface-migration.org/
CURARE,Computer-aided laser surface treatment and combined nitriding of forging dies with the objective of a lifetime increase,http://www.ipt.fraunhofer.de/en/Competencies/processtechnology/Projects/Curare.html
HEDRAD,High Energy Digital Radiography,http://www.hedrad.com
ROK-FOR,"""Sustainable forest management providing renewable energy, sustainable construction and bio-based products""",http://www.rokfor.eu
INGENIOUS,Innovative Nanostructured Optochemical Sensors,http://www.ingenious-project.eu
EUROPIC,European Manufacturing Platform For Photonic Integrated Circuits,http://europic.jeppix.eu
MONAD,Molecular Motors-based Nanodevices,http://www.monad4eu.com
CONTEMP,Self-Learning Control of Tool Temperature in Cutting Processes,http://www.contemp.org
WORKABLE,Making Capabilities Work,http://www.workable-eu.org/
NEXT-GTL,Innovative Catalytic Technologies & Materials for Next Gas to Liquid Processes,http://www.next-gtl.eu
SHELLPLANT,Development of a novel production system for intensive and cost effective bivalve farming,http://www.shellplant.no/
ADAMS,Genomic variations underlying common behavior diseases and cognition trait in human populations,http://genseq.molgen.mpg.de/cms/
SAWHOT,Surface Acoustic Wave wireless sensors for High Operating Temperature environments,http://www.sawhot-project.com/
HEAT SAVER,Development of a heat storage system to improve energy efficiency in CHP power plants and in solar driven industrial applications with high relevance to SME,http://www.heat-saver.eu
SYNCSEN,ULTRA-LOW POWER WIRELESS SENSOR NETWORK FOR METERING APPLICATIONS,http://www.syncsen.com
TAILORTOOL,Development of New Tool Materials with Tailored Thermomechanical Properties,http://tailortool.ctm.com.es/
SILTRANS,Micro and Nanocrystalline Silicide - Refractory Metals FGM for Materials Innovation in Transport Applications,http://www.siltrans.sav.sk
COMETA,Advanced Polymeric COmpounds and Metal Matrix Composites for  Excellent Performances in Machine Tools applications,http://www.cometaproject.eu
SONO,A pilot line of antibacterial and antifungal medical textiles based on a sonochemical process,http://www.fp7-sono.eu/
DIVAS,Diversification for Tobacco Growing Farms by the alternative crop Stevia rebaudiana Bertoni,http://cordis.europa.eu/search/index.cfm?fuseaction=proj.printdocument&PJ_RCN=10967186
ENNSATOX,"""Engineered Nanoparticle Impact on Aquatic Environments: Structure, Activity and Toxicology""",http://www.ennsatox.eu
POLYFIRE,Processing and Upscaling of Fire-Resistant Nano-Filled Thermosetting Polyester Resin,http://www.polyfireproject.eu
SOMMACT,SELF OPTIMISING MEASURING MACHINE TOOLS,http://www.sommact.eu
SELF-LEARNING,Reliable Self-Learning Production Systems Based on Context Aware Services,http://www.selflearning.eu
PROFITEX,Providing Fire Fighters with Technology for Excellent Work Safety,http://www.project-profitex.eu
SELFMEM,Self-Assembled Polymer Membranes,http://www.selfmem.eu
PROSYS-LASER,Intelligent personal protective clothing for the use with high-power hand-held laser processing devices,http://www.prosyslaser.eu
HINAMOX,"""Health Impact of Engineered Metal and Metal Oxide Nanoparticles: Response, Bioimaging and Distribution at Cellular and Body Level""",http://www.hinamox.eu
OLICEMATIC,"""DEVELOPMENT OF A NOVEL, COST EFFECTIVE TECHNIQUE TO OPTIMISE OLIVE OIL PRODUCTION""",http://olicematic.cric-projects.com/
RAILECT,"""Development of an ultrasonic technique, sensors and systems for the volumetric examination of alumino-thermic rail welds""",http://www.railect.com
FIRELI,Fire Retardant Line Hoses for Forestry Fire-Fighting Applications,http://www.fireli.eu/
EGGSTERILISATION,"""DEVELOPMENT OF A LOW COST, FAST AND SECURE SYSTEM FOR EGG STERILISATION USING AN ATMOSPHERIC PRESSURE PLASMA SYSTEM""",http://eggs.cric-projects.com
LOWTEV,Low Temperature and Lean Volume Cleaning System,http://lowtev.pera.com/
NANOFOODS,Development of foods containing nanoencapsulated ingredient,http://allegati.unina.it/ricerca/programmaQuadro/2010/PQ7_CAPACITIES/02PMI/PrgFin_01_Nanofoods.pdf
BIG-HEART,Bench-to-beside Integrated approach to familial hypertrophic cardiomyopathy: to the HEART of the disease,http://www.big-heart.eu/
MULTIPLAT,Biomimetic Ultrathin Structures as a Multipurpose Platform for Nanotechnology-Based Products,http://www.multiplat.net/
BACWIRE,Bacterial Wiring for Energy Conversion and Remediation,http://www.bacwire.eu
HIPERSOL,Modelling of interfaces for high performance solar cell materials,http://www.sintef.no/Projectweb/HiperSol/
NANOHEX,Enhanced Nano-fluid Heat Exchange,http://www.nanohex.eu/
SAFE@SEA,Protective clothing for improved safety and performance in the fisheries,http://www.safeatsea-project.eu/
ALPINE,Advanced Lasers for Photovoltaic INdustrial processing Enhancement,http://www.project-alpine.eu
CLEANCLOTH,Development of an Antibacterial Cloth Based on Microfibre,http://www.cleanclothproject.com
LEAKDETECT,Mobile Refrigeration System Refrigerant Leakage Monitoring,http://www.leakdetect.org
HYCON,Hygienic and Energy Optimized Conveyor Belt for the Slaughtering Industry,http://www.hyecon.com/
ARGOMARINE,Automatic Oil-Spill Recognition and Geopositioning integrated in a Marine Monitoring Network,http://www.argomarine.eu/public/
SERON,Security of Road Transport Networks,http://www.seron-project.eu/
ARIADNA,Maritime  Assisted Volumetric Navigation System,http://www.ariadna-fp7.eu/
SRC-09,Security Research Conference 2009,http://www.src09.se
INNOSOUND,Innovative Methods and Tools for the Sound Design of Organ Pipes,http://www2.ibp.fraunhofer.de/akustik/Orgelsound/index_e.html
SILCO,Innovative electrodes to control trace metal ionization used to treat Legionella and other pathogens in water distribution systems,http://silcosensor.eu/
NIM_NIL,Large Area Fabrication of 3D Negative Index Metamaterials by Nanoimprint Lithography,http://www.nimnil.org
MAGNIFYCO,MAGNETIC NANOCONTAINERS FOR COMBINED HYPERTHERMIA AND CONTROLLED DRUG RELEASE,http://www.magnifyco.eu
SECUREAU,Security and decontamination of drinking water distribution systems following a deliberate contamination,http://www.secureau.eu
