,title,projectUrl,acronym,return_code,redirect_url
1229,"Methodology, tools and architectures for electronic consistent knowledge management across projects and between enterprises in the construction domain",http://www.e-cognos.org,E-COGNOS,200,
1232,Rail Car Asset Management,http://www.civil.ntua.gr/f-man/,F-MAN,200,
1233,Electrical detection of nuclear spin polarization in Si/SiGe heterostructures as the first step to the Nuclear Spin Quantum Computer,http://crypto.iti.kit.edu/index.php?id=iti-crypto,NSP-SI,301,http://crypto.iti.kit.edu/index.php?id=iti-crypto
1234,MOBILE TELE-ECHOGRAPHY USING AN ULTRA-LIGHT ROBOT,http://www.bourges.univ-orleans.fr/otelo/,OTELO,301,http://www.bourges.univ-orleans.fr/otelo/
1235,FINancial transactional IC card READer WorkSHOp and disSEmination ACtivities,http://www.finread.com,FINREAD SHOWCASE,200,
1236,Exploring the limits of Fractal Electrodynamics for the future telecomunication technologies,http://www.tsc.upc.es/fractalcoms/index.htm,FRACTALCOMS,302,http://www.tsc.upc.es/fractalcoms/index.htm
1241,Bayesian Inspired Brain and Artefacts: Using probabilistic logic to understand brain function and implement life-like behavioural co-ordination,http://www-biba.inrialpes.fr,BIBA,200,
1245,Transnational access to major research infrastructure of wl | delft hydraulics,https://www.deltares.nl/nl/,MRI 2 AT DELFT,302,https://www.deltares.nl/nl/
1246,Iberian collections of fauna and flora,http://www.museociencias.com/,BIOD-IBERIA,200,
1247,Marine environment tests and research infrastructure,http://www.ifremer.fr/metri/,METRI,302,http://www.ifremer.fr/metri/
1253,"FORTE/PSTV International Conference on Formal Methods for Distributed Systems and Communication Protocols-Pisa, October 2000",http://forte-pstv-2000.cpr.it,,200,
1258,Adaptive optics operation for lasers,https://portail.polytechnique.edu/luli,ADAPTOOL,301,https://portail.polytechnique.edu/luli
1264,"Integrated structural, functional and comparative genomics of the model legume medicago truncatula",http://medicago.toulouse.inra.fr/EU/,MEDICAGO,200,
1266,Access to large-scale tests in the large wave channel (gwk) of forschungszentrum k?ste (fzk),http://www.unics.uni-hannover.de/fzk/,GWK LARGE-SCALE TEST,301,http://www.unics.uni-hannover.de/fzk/
1268,Transnational access to collections and other ressources at copenhagen biosystematics centre,http://www.zmuc.dk/commonweb/COBICE.htm,ACCESS TO COBICE,200,
1283,Optimized release from isol targets,http://www.targisol.csic.es,TARGISOL,200,
1293,CeRTificaTion of FINREAD,http://www.finread.com,TRUSTED FINREAD,200,
1294,"Competitive metropolises economic transformation, labour market and competition in european agglomerations",http://www.oeaw.ac.at/isr/comet/,COMET,301,http://www.oeaw.ac.at/isr/comet/
1305,"Blueprints for an integration of science, technology and environmental policy",http://www.blueprint-network.net/,BLUEPRINT,200,
1312,Animal health biosafety research centre cisa-inia,http://www.ahbiosafety-cisa.ws,AHBIOSAFETY-CISA,200,
1313,Access to the synchrotron radiation and ion storage facilities at the astrid accelerator complex.,http://www.isa.au.dk,ASTRID,200,
1314,Integrated research infrastructure in the socio-economic sciences at ceps/instead,http://www.liser.lu/,IRISS-C/I,301,http://www.liser.lu/
1317,"Euro Summer School ""Cosmochemistry. The Melting Pot of Elements""",http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/info.html,,302,http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/info.html
1320,Science for Water Policy - Implications of the Habitats Directive,http://mcfa.eu/,,301,http://mcfa.eu/
1324,International Colloquium on Graph Theory,http://www.liafa.univ-paris-diderot.fr/web9/erreurs/erreur404.php,,302,http://www.liafa.univ-paris-diderot.fr/web9/erreurs/erreur404.php
1330,Global Riemannian Geometry: curvature and topology,http://www.crm.es,,200,
1334,Coalition Theory Network,http://www.feem.it/getpage.aspx?id=73&sez=Publications&padre=20&tab=1,,301,http://www.feem.it/getpage.aspx?id=73&sez=Publications&padre=20&tab=1
1335,2002 Barcelona Conference on Algebraic Topology,http://www.2002bcat.org,,200,
1336,"2nd International Symposium on Obesity and Hypertension Genetics and Molecular Mechanisms 25. - 27. October 2001, Berlin",http://www.vergleichratenkredit.com/,,301,http://www.vergleichratenkredit.com/
1339,"Earthquake mechanics, Earth structure and related problems",http://www.ccsem.infn.it,,200,
1341,2001 ADBIS Conference on Advances in Databases and Information Systems,http://www.mii.vu.lt/ADBIS/,,301,http://www.mii.vu.lt/ADBIS/
1342,Visually Impaired Children Kit for Inclusive Education,http://inova.snv.jussieu.fr/vickie/,VICKIE,200,
1344,Virtual and Interactive Environments for Workplaces of the Future,https://www.iao.fraunhofer.de/lang-de/,VIEW OF THE FUTURE,302,https://www.iao.fraunhofer.de/lang-de/
1347,Co-operative BIDding in the MEDical sector,http://webprofessional.it/errore.html,BIDMED,302,http://webprofessional.it/errore.html
1350,Intelligent Mobility Agent for Complex Geographic Environments,http://www.buydomains.com/lander/image-project.com?domain=image-project.com&utm_source=image-project.com&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs,IMAGE,301,http://www.buydomains.com/lander/image-project.com?domain=image-project.com&utm_source=image-project.com&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs
1352,The Re-naissance Economy ; Strategy And Coordination For Europe,http://www.EUintangibles.net,RESCUE,200,
1354,Virtual Organisations Cluster,http://cic.vtt.fi/projects/voster/,VOSTER,200,
1356,"Financial support for young researchers to participate in the large European Conference ""EPDIC-7""",http://icmab.es/,,301,http://icmab.es/
1358,25th European Congress on Molecular Spectroscopy,http://www.qui.uc.pt/~rfausto/eucmos_xxv/,,301,http://www.qui.uc.pt/~rfausto/eucmos_xxv/
1361,Euro Summer School: Dynamics of Molecular Collisions Relevant to the Evolution of Interstellar Matter,http://www.weizmann.ac.il/pages/page-not-found,,302,http://www.weizmann.ac.il/pages/page-not-found
1362,Advances in European Chemistry Research the R&D for the 21St Century By Younger Researchers From University Industrial the National Laboratories,http://www.setforeurope.org,,200,
1363,Recent Advances in Transition Metal Hydride Chemistry,http://www.u-bourgogne.fr/,,301,http://www.u-bourgogne.fr/
1365,"International Crop Science Congress, European Society of Agronomy, Hamburg-D, August 2000",http://www.cch.de/,,200,
1372,First Steps in the Origin of Life in the Universe,http://users.ictp.it/~chelaf/trieste2000,,302,http://users.ictp.it/~chelaf/trieste2000
1374,ISAAC NEWTON Institute for Mathematical Sciences Euroconferences in Mathematical Sciences Framework FIVE SERIES ONE,http://www-old.newton.ac.uk/programmes/old_progs/ERN/ernw04.html,,302,http://www-old.newton.ac.uk/programmes/old_progs/ERN/ernw04.html
1375,Space Weather Euro Summer School,http://www.cifs-isss.org/,,200,
1376,Advanced course on algebraic quantum groups,http://www.uab.cat/matematiques/,,302,http://www.uab.cat/matematiques/
1378,"Yearly Colloquium of European Group for Organizational Studies, theme of the year 2000 is 'Organizational Praxis'",http://www.aalto.fi/organisaatiot/egos/,,302,http://www.aalto.fi/organisaatiot/egos/
1379,Complex Analysis and Holomorphic Dynamics,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1382,The 6th Barcelona Logic Meeting,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1383,Barcelona 2001 EuroPhd Topology Conference: Homotopy Theory and Applications,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1391,Particle Physics and Gravitation,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1392,Mechanisms in Toxicity,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1393,Human Fungal Pathogens,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1395,The Barcelona Conference on Stochastic Inequalities and their applications,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1396,"Research infrastructure for microelectronics development, analysis and characterisation",http://www.nmrc.ie/access/,RIMDAC,200,
1402,AGENT ACADEMY: A Data Mining Framework for Training Intelligent Agents,http://agentacademy.iti.gr/,AGENT ACADEMY,200,
1404,Seventh International Conference on X-Ray Lasers,https://portail.polytechnique.edu/luli,,301,https://portail.polytechnique.edu/luli
1406,New Trends in Turbulence,http://houches.ujf-grenoble.fr/,,301,http://houches.ujf-grenoble.fr/
1409,Healthy Buildings 2000 Conference,http://www.hb2000.org,,200,
1412,Neuropeptide Antagonists: From Molecular Biology to Receptors and Clinical Application - 10th Annual Meeting of the European Neuropeptide Club,http://scicons.com/neuropeptides2000.html,,200,
1416,"International Workshop ""Foliations-Geometry and Dynamics Revisted""",http://fol2000.math.uni.lodz.pl,,200,
1417,EuroConference on Robust Statistics 2001,http://www.statistik.tuwien.ac.at/icors2001/,,200,
1420,27th International Cosmic Ray Conference,http://www.copernicus.org/404.html,,302,http://www.copernicus.org/404.html
1424,South European Summer Meeting on Elementary Particle Physics,http://theory.physics.uoi.gr/corfu2001/main.html,,200,
1425,13th European Conference on Chemical Vapour Deposition,http://www.imel.demokritos.gr/EUROCVD/Eurocvd13.html,,200,
1428,Conference on Lasers and Electro-Optics/Europe and International Quantum Electronics Conference 2000,http://www.cleoeurope.org,,200,
1429,Mathematical Analysis,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1435,Future Perspectives of Superconducting Josephson Devices,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1440,High Performance Fibers,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1449,Geographical Domain and Geographical Information Systems,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1457,"General Conference of the European Physical Society, Budapest, 26-30 August 2002",http://www.eps12.kfki.hu,,200,
1460,Molecular Biology and Physiology of Water and Solute Transport - Fundamental and Applied Aspects,http://www.gmm.gu.se/mip2000/,,301,http://www.gmm.gu.se/mip2000/
1461,European Summer School on Microscopic Quantum Many-Body Theories and Their Applications (II and III),http://www.ictp.trieste.it,,200,
1462,Frontier Detectors for Frontier Physics,http://www.pi.infn.it/pm/2000/,,301,http://www.pi.infn.it/pm/2000/
1465,Adaptive Hypermedia,http://ah2000.fbk.eu/,,301,http://ah2000.fbk.eu/
1467,"Body, Gender, Subjectivity, Crossing Disciplinary the Institutional Borders",http://www.women.it/,,200,
1469,"5th workshop on three-Dimensional Modelling of Seismic Waves Generation, Propagation and their Inversion",http://www.ictp.trieste.it,,200,
1472,"Disk, Planetesimals and Planets",http://www.iac.es/proyecto/planet/planet.html,,302,http://www.iac.es/proyecto/planet/planet.html
1474,WASCON 2000 Science and Engineering of Recycling for Environmental Protection,http://www.iscowa.org/wascon2000/,,301,http://www.iscowa.org/wascon2000/
1476,Environmental Geomechanics,http://www.cism.it,,200,
1479,Euroconference on Electronic Properties of Novel Nanomaterials,http://www.univie.ac.at/spectroscopy/iwep.htm,,200,
1486,2001: A Speaker Odyssey - The Speaker Recognition Workshop,https://www.odyssey.westhost.com/,,301,https://www.odyssey.westhost.com/
1487,International School on Foundations of Secure Analysis and Design,http://www.cs.unibo.it/~gorrieri/fosad/,,301,http://www.cs.unibo.it/~gorrieri/fosad/
1488,Modular forms and p-adic Hodge theory.,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1494,10th International Cold Forging Congress 2000,http://www.vdi.de,,200,
1495,10th European Workshop Conference on Bacterial Protein Toxins,http://www.ulb.ac.be//sciences/etox10/,,301,http://www.ulb.ac.be//sciences/etox10/
1496,7th Conference and Exhibition of the European Ceramic Society,http://www.bcrc.be/fr/404.html?vID=,,302,http://www.bcrc.be/fr/404.html?vID=
1502,SYMPOSIUM GALILEO 2001: Revoluci?n Cient?fica y Cultura Europa. Perspectivas en Historia y Filosof?a de la Ciencia,http://www.iac.es/proyecto/galileo/galileo.html,,302,http://www.iac.es/proyecto/galileo/galileo.html
1505,10th European Heterostructure Technology Workshop,http://www.uni-ulm.de/UlmResConf/eusemhetech.html,,200,
1506,Neurochemistry Winter Conference: Cellular and Molecular Responses During Degeneration and Repair,https://www.uibk.ac.at/fakultaeten/,,301,https://www.uibk.ac.at/fakultaeten/
1511,Symplectic Geometry of Integrable Hamiltonian Systems,http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
1515,"EuroConference on CAE Integration - Tools, Trends, and Technologies",http://www.fluxux-engineering.com/ecittt.html,,200,
1516,"Unity of Fundamental Physics: Gravity, Gauge Theory and Strings",http://houches.ujf-grenoble.fr/,,301,http://houches.ujf-grenoble.fr/
1517,Physics of Bio-Molecules and Cells,http://houches.ujf-grenoble.fr/,,301,http://houches.ujf-grenoble.fr/
1528,Bacterial Interactions with Mucus and Mucosa,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1530,"3rd Symposium ""SiO2 and Advanced Dielectrics""",http://www.l2mp.fr,,200,
1533,Relativistic Effects in Heavy-Element Chemistry and Physics,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1534,VIth INTERNATIONAL WORKSHOP ON PLASMA-BASED ION IMPLANTATION 2001,http://www.polycnrs-gre.fr/,,301,http://www.polycnrs-gre.fr/
1540,Fundamental Aspects of Surface Science,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1542,"Microdomains, Lipid Rafts and Caveolae",http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1553,Interfaces and Colloidal Systems,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1555,Les Houches EuroConference on Neutrino Masses and Mixings,http://neutrinhouches.in2p3.fr,,200,
1556,Baltic Summer School 2000: Current trends in Immunology and Signal Transduction,http://www.physiologie.uni-kiel.de,,200,
1557,Identifying Wars: Systematic Conflict Research and Its Utility in Conflict Resolution and Prevention,http://www.pcr.uu.se/404?isErrorPage=true,,302,http://www.pcr.uu.se/404?isErrorPage=true
1572,European Logic Summer School 2000,http://lc2000.logique.jussieu.fr,,200,
1574,Energy Conversion and Particle Acceleration in the Solar Corona,http://www.copernicus.org/404.html,,302,http://www.copernicus.org/404.html
1578,"Fluctuations in classical and quantum systems: superfluid helium, 2D electrons, chemistry, physiology, the early universe and other non-equilibrium systems",http://www.lancaster.ac.uk/physics/,,301,http://www.lancaster.ac.uk/physics/
1579,VAST EuroConference: Virtual Archaeology between Scientific research and Territorial marketing,http://digilander.libero.it/_ppricerca/index.html,,302,http://digilander.libero.it/_ppricerca/index.html
1582,Foundation of Statistical Inference: Applications in the Medical and Social Sciences in Industry and the Interface with Computer Science,http://stat-infer.huji.ac.il,,200,
1586,EuroConference on Asymptotic Methods and Applications in Kinetic and Quantum-Kinetic Theory,http://www.ugr.es/~kinetic/eurokit/,,302,http://www.ugr.es/~kinetic/eurokit/
1588,8th International Conference on Wilson's Disease and Menke's Disease,http://www.zv.uni-leipzig.de/,,302,http://www.zv.uni-leipzig.de/
1589,"EuroConference "" Recent Advances in Natural Language Processing""",http://www.lml.bas.bg/ranlp2001/,,200,
1590,Water flow and contaminant transport in fractured aquitards,http://www.weizmann.ac.il/pages/,,302,http://www.weizmann.ac.il/pages/
1597,Interactions between innate and adaptive immunity in mammalian defense against bacterial infections,http://www.uni-greifswald.de,,200,
1598,Network Young Membrains - Meeting 2001 - a PhD EuroConference on membrane technology,http://www.sanitaryengineering.tudelft.nl/nym.htm,,200,
1599,International conference on advanced diagnostics for magnetically and inertially confined fusion plasmas,http://www.ispp.it,,200,
1601,BIOINFORMATICS for the Functional Analysis of Mammalian 2001 - 2002,https://ihg.gsf.de/,,302,https://ihg.gsf.de/
1604,"6th INTERNATIONAL SYMPOSIUM ON SPIN TRAPPING. Spin Traps, Nitroxides and Nitric Oxide : Spectroscopy, Chemistry and Free Radical Biology",http://www.univ-amu.fr/,,301,http://www.univ-amu.fr/
1612,Holography Millenium Conference New Research Results in Holography,http://www.holography.at,,200,
1613,The 9th International Conference on Intelligent Systems for Molecular Biology - 2001,http://ismb01.cbs.dtu.dk,,200,
1614,Arctic Symposium on Mechanisms of Memory and Memory Disorders,http://www2.uef.fi/fi/neuro/new-home-page/,,301,http://www2.uef.fi/fi/neuro/new-home-page/
1619,Molecular Mechanisms of Disease Tolerance in Honeybees,http://www.beedol.cz,,200,
1622,"Dynamical barriers, stirring and mixing in geophysical flows. Mathematical models and applications",http://gershwin.ens.fr/geomix/,,301,http://gershwin.ens.fr/geomix/
1623,EFIS 2000 Conference on Immunology,https://www.efis.org/,,302,https://www.efis.org/
1629,Finite and Infinite Combinatorics,http://www.renyi.hu/~finf/,,200,
1630,Critical developments in research with primates: laboratory and field studies - The European Federation for Primatology in 2000,http://www.psgb.org,,200,
1632,PHOTOSYNTHESIS IN A CHANGING WORLD,http://www.mlib.cnr.it,,200,
1639,Solid/Fluid Interfaces,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1640,Computational Biophysics: Integrating Theoretical Physics and Biology,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1641,Gene Vectors Production and Development Networks: First Conference and EuroLabCourse,http://www.genethon.fr,,200,
1642,Mechanics of Soft Tissue,http://www.cism.it,,200,
1645,"Enabling Exchange of Knowledge and Experience Between Young and Experienced Computer Science Researchers at DAIS'2001 Conference in Krak?w, Poland",http://www.ics.agh.edu.pl/dais2001/,,200,
1649,"10th International Conference on Na, K-ATPase and Related Cation Pumps",http://www.aki.ku.dk/ATPase2002/,,301,http://www.aki.ku.dk/ATPase2002/
1652,50 years of the Cauchy problem in Einstein's theory of gravitation,http://www.phys.univ-tours.fr/,,301,http://www.phys.univ-tours.fr/
1655,EUROCONFERENCE IN MODEL THEORY AND APPLICATIONS,https://www.imj-prg.fr/lm/,,301,https://www.imj-prg.fr/lm/
1656,HIGH LEVEL TRAINING ON NEUTRINO PHYSICS AND ASTROPHYSICS FOR YOUNG RESEARCHERS,http://www.sif.it,,200,
1657,"Euro-Conference ""Porous Semiconductors - Science and Technology""",http://www.upv.es/psst_2002/,,301,http://www.upv.es/psst_2002/
1660,The 5th European Conference of the ESMTB on Mathematical Modelling and Computing in Biology and Medicine,http://www.mat.unimi.it/users/ecmtb/,,302,http://www.mat.unimi.it/users/ecmtb/
1663,"8th IFAC/IFIP/IFORS/IEA Symposium on Analysis, Design and Evaluation of Human-Machine Systems, Kassel, Germany",http://www.vdi.de,,200,
1667,Financial consequences after the injury of personality rights by the media,http://www.uni-greifswald.de,,200,
1672,Summer School in Stochastics and Finance,http://www.imub.ub.edu/,,301,http://www.imub.ub.edu/
1676,HIGH LEVEL TRAINING ON MATERIAL SCIENCE FOR YOUNG RESEARCHERS,http://www.sif.it,,200,
1678,INTERNATIONAL SCHOOL/CONFERENCE ON NONCOMMUTATIVE GEOMETRY AND QUANTUM GROUPS,http://www.fuw.edu.pl/~pmh/bc.html,,200,
1679,19th Conference on Isoprenoids,http://www.icho.edu.pl,,200,
1681,Euroconferences on Immunobiology of Transplantation: from basic science to clinical applications,http://www.esh.org,,200,
1683,XXth International Conference on Neutrino Physics and Astrophysics (Neutrino-2002),http://neutrino2002.ph.tum.de,,200,
1685,Magnetic coupling of the solar atmosphere,http://www.space.noa.gr/solmag/,,301,http://www.space.noa.gr/solmag/
1689,"Euro-Workshop on Mathematical Views on Architecture, Art and Design",http://www.matomium.org,,200,
1691,Advances in Analytical Ultracentrifugation and Hydrodynamics: Macromolecular Solution Structure and Interactions in Biological and Synthetic Systems,http://www.ibs.fr/advAUCHHydro,,200,
1697,EuroConference on higher-dimensional complex geometry,http://www.newton.ac.uk/event/hdgw02,,302,http://www.newton.ac.uk/event/hdgw02
1699,7th European Symposium on Calcium-Binding Proteins in Normal and Transformed Cells-Calcium Signalling,http://www.ulb.ac.be/assoc/ecs/,,301,http://www.ulb.ac.be/assoc/ecs/
1709,Grid Resources for Industrial Applications,http://www.gria.org/,GRIA,200,
1712,Towards the coordination of scientific research in marine protected areas. international workshop on the development of a european research network.,http://icram.org/,AFRODITE-WS,301,http://icram.org/
1714,Wildland-urban area fire risk management,http://www.euwarm.org,WARM,200,
1715,Innovative management of groundwater resources- training programme for eu accession countries,http://www.image-train.net/,IMAGE-TRAIN,200,
1716,Sensor development for routine prediction of metal biouptake in freshwaters and soil solutions,http://www.qub.ac.uk/biospec/biospec.html,BIOSPEC,200,
1719,Genomic tools for bio-monitoring of pollutant coastal impact,http://www.genipol.stir.ac.uk/,GENIPOL,200,
1721,Thermoplastic composites infrastructure co-operation network,http://www.coronet.eu.com.,,200,
1724,Centre for ultrafast science and biomedical optics,http://www.fisi.polimi.it/en/research/european_facility/cusbo,CUSBO,301,http://www.fisi.polimi.it/en/research/european_facility/cusbo
1725,"Lngs: a low background facility for particle physics, astrophysics, nuclear physics, geophysics and biology.",http://www.lngs.infn.it/?Itemid=,LNGSBEYOND2000,303,http://www.lngs.infn.it/?Itemid=
1732,The European Information Society Technologies Prize 2002 and 2003,http://www.it-prize.org,EISTP,200,
1733,"Strategic tools to support adaptive, integrated water resource management under changing utilisation conditions at catchment scale : a co-evolutionary approach.",http://www.aquadapt.net/,AQUADAPT,200,
1735,RESEARCH AND DEVELOPMENT INFORMED BY CREATIVE ARTS LABS,http://www.get-radical.net,RADICAL,200,
1738,Home care and remote monitoring system for the population with special needs allowing expert advice to be generated ex situ based on the collected data.,http://www.docobo.co.uk/,DOC@HOME,302,http://www.docobo.co.uk/
1739,Integrated reference corpora for spoken romance languages. Multi-media edition; tools of analysis; standard linguistic measures for validation in HLT,http://lablita.dit.unifi.it/coralrom/,C-ORAL-ROM,200,
1740,Advancing User-Centred Product Creation in Interactive Electronic Publishing,http://www.vnet5.org/,VNET 5,200,
1741,Requirements Engineering Methodology Meta-IRqA,http://www.tcpsi.com/,REMEDY,301,http://www.tcpsi.com/
1742,Cultural Units of Learning%L- Tools and Services,http://www.cultos.org,CULTOS,200,
1743,Access to the central laser facility at the rutherford appleton laboratory,http://www.clf.stfc.ac.uk/CLF/,RAL LASER ACCESS,302,http://www.clf.stfc.ac.uk/CLF/
1750,Postal IT Directions Strategic Study,http://www.posteurop.org,PIDSS,200,
1752,Dependability enhanced distributed System And software architecture with commercial PCs for use in saFEty-related applications,http://www.kit.edu/redirect-fzk.php,SAFE-PC,301,http://www.kit.edu/redirect-fzk.php
1756,Advanced mapping with sonar and video,http://www.hw.ac.uk/schools/engineering-physical-sciences/teaching/elec-eng.htm,AMASON,301,http://www.hw.ac.uk/schools/engineering-physical-sciences/teaching/elec-eng.htm
1757,European co-ordination on mediterranean prodeltas,https://www.pangaea.de/search?env=All&q=project%3Alabel%3AEURODELTA,EURODELTA,301,https://www.pangaea.de/search?env=All&q=project%3Alabel%3AEURODELTA
1758,Management of sustainable revitalising urban industrial sites,http://www.masurin.net,MASURIN,200,
1762,HLT Opportunity Promotion in Europe,http://www.hltcentral.org/euromap,HOPE,200,
1763,"VIRTUAL BLACKBOARD Distributed Lecturing Environment""",http://www.virtual-blackboard.iao.fhg.de/,VIRTUAL BLACKBOARD,200,
1764,Integrated business processes and methods for Electronic Procurement and Marketplaces,http://ww11.openxchange.org/,OPENXCHANGE,302,http://ww11.openxchange.org/
1769,Integrated Probe Memory,http://inprom.org/,INPROM,301,http://inprom.org/
1773,Network of Excellence in Computational Logic,http://www.colognet.org/,COLOGNET,200,
1775,Artificial vision systems based on early cognitive cortical processing,http://www.pspc.unige.it/~ecovision/,ECOVISION,302,http://www.pspc.unige.it/~ecovision/
1776,Proofs of Functionality for Mobile Distributed Systems,http://www.it.uu.se/profundis/,PROFUNDIS,200,
1777,Mobile Calculi Based on Domains,http://mikado.di.fc.ul.pt/,MIKADO,200,
1779,Molecular Interconnect for NanoTechnology,http://www.gla.ac.uk/schools/engineering/,MINT,301,http://www.gla.ac.uk/schools/engineering/
1780,Phase Change Random Access Memory,http://projects.exeter.ac.uk/pcram/,PC-RAM,301,http://projects.exeter.ac.uk/pcram/
1781,Design Environments for Global ApplicationS,http://www.omnys.com/ricerca-e-sviluppo-tecnologico-rst-rd-sviluppo-precompetitivo-innovazione-tecnologica,DEGAS,301,http://www.omnys.com/ricerca-e-sviluppo-tecnologico-rst-rd-sviluppo-precompetitivo-innovazione-tecnologica
1782,"Dynamic Assembly, Reconfiguration and Type-checking",http://www.disi.unige.it/project/DART/,DART,200,
1783,Models and Types for Security in Mobile Distributed Systems,http://www.sussex.ac.uk/informatics/,MYTHS,302,http://www.sussex.ac.uk/informatics/
1784,Architectures for Mobility,http://www.pst.informatik.uni-muenchen.de/projekte/agile/,AGILE,200,
1788,Grid Interoperability Project,http://ww2.grid-interoperability.org/,GRIP,302,http://ww2.grid-interoperability.org/
1793,Spin polarized injection in nanostructures and devices,http://www.physik.uni-wuerzburg.de/EP3/Arbeitsgruppen/Spinosa/SPINOSA.html,SPINOSA,200,
1794,WonderWeb: Ontology Infrastructure for the Semantic Web,http://wonderweb.man.ac.uk/,WONDERWEB,200,
1796,SECURE: Secure Environments for Collaboration among Ubiquitous Roaming Entities,http://secure.dsg.cs.tcd.ie,SECURE,200,
1797,"A novel, low cost, high temperature, process pipework integrity sensor to prevent catastrophic releases of hazardous chemicals into the environment",http://www.cric.es/PROJECTS/PIPESENZ.htm,PIPESENZ,200,
1803,Forest fire spread prevention and mitigation,http://www.algosystems.gr/spread/,SPREAD,302,http://www.algosystems.gr/spread/
1804,Instruments and networks for developing logistics towards sustainable territorial objectives,http://www.districtlogistics.net,INNESTO,200,
1808,ROBOtic delivery of SENSors in a seismic risk assessment framework,http://www.it-innovation.soton.ac.uk/,ROBOSENSE,200,
1819,"Development, evaluation and implementation of a standarized fish-based assessment method for the ecological status of european rivers : a contribution to the water framework directive",https://fame.boku.ac.at/,FAME,302,https://fame.boku.ac.at/
1822,Seafloor imaging and toxicity : assessment of risks caused by buried waste,http://spt.dibe.unige.it/res_underwater.html,SITAR,200,
1823,Underwater communications using electromagnetic waves,http://cordis.europa.eu/eesd/ka3/projects.htm,EMCOMMS,200,
1831,System for European Water monitorING,http://www.sewing.mixdes.org/Mixdes3/,SEWING,302,http://www.sewing.mixdes.org/Mixdes3/
1834,Standardisation of river classifications : framework method for calibrating different biological survey results against ecological quality classifications to be developed for the water framework directive,http://www.eu-star.at/,STAR,200,
1837,Life history of microalgal species causing harmful blooms,http://www.icm.csic.es/bio/projects/lifehab/,LIFEHAB,200,
1840,Democratic participation in urban governance,http://demosproject.org/,DEMOS,301,http://demosproject.org/
1841,Inter- and intra- city freight distribution network,http://cityfreight.org/Contents.html,CITY FREIGHT,200,
1842,Integrated urban governance for the city of tomorrow (thematic network),http://www.interact-network.org,INTERACT,200,
1843,Sprawling cities and transport : from evaluation to recommendations,http://www.casa.ucl.ac.uk/scatter/,SCATTER,200,
1844,Recognising central and eastern european centres of rtd: perspectives for the european research area (ERA),http://www.record-network.net/,ERA,200,
1848,The Shop-Lab-Network for Test and Design of Hybrid Shop Environments based on multi-modal Interface Technology,http://www.shoplab.info/project_overview.htm,SHOP-LAB,200,
1849,COrrect development of reAl-time Embedded systems in UML,http://www-omega.imag.fr/index.php,OMEGA,200,
1852,Euro-Chinese Cooperation IT Event,http://www.EuroChina2002.com,ECCITE,200,
1853,European Take-up of Essential Information Society Technologies - Integrated Machine Vision Cluster,http://www.eutist-imv.com/,EUTIST-IMV,200,
1854,European Take-up of Essential Information Society Technologies ? Technologies for Medical Applications,http://ww1.medicaltech.org/,EUTIST-M,302,http://ww1.medicaltech.org/
1859,Personalised Curriculum Builder in the Federated Virtual University of the Europe of Regions,http://www.cuber.net/,CUBER,200,
1861,Kernel Methods for Images and Text,http://www.eurokermit.org,KERMIT,200,
1866,Multilingual Concept Hierarchies for Medical Information Organisation and Retrieval,http://muchmore.dfki.de/,MUCH MORE,200,
1867,KNOWLEDGE-ON-DEMAND,http://www.kodweb.org/,KOD,200,
1870,Analysis of success CriTeriA for Interactive ADVErtising formats,http://www.ieprc.org,ACTIVE-AD,200,
1876,Unified Intelligent Access to Heterogeneous Audiovisual Content,http://image.ntua.gr/faethon/,FAETHON,301,http://image.ntua.gr/faethon/
1878,European Schoolnet Validation Networks of Excellence,http://www.eun.org,EUN VAL NET,200,
1880,European Network of Excellence in Information Society Technologies for Special Educational Needs,http://www.senist.net/,SEN-IST-NET,200,
