,title,projectUrl,acronym
6308,Future Perspectives of Superconducting Josephson Devices,http://www.esf.org/euresco/02/pc02147,
6309,Atom Optics and Interferometry,http://atomoptic.iota.u-psud.fr/cargese.2000,
6310,Frontiers in Particle Astrophysics and Cosmology,http://www.esf.org/euresco/01/pc01142a.htm,
6311,The International Congress on Mathematical Physics,http://icmp2000.ma.ic.ac.uk/,
6312,New Paradigms for the Prediction of Subsurface Conditions,http://www.esf.org/euresco/01/pc01148a.htm,
6313,High Performance Fibers,http://www.esf.org/euresco,
6315,Electrostatic Effects in Soft Matter and Biophysics,http://www-theory.mpip-mainz.mpg.de/~pep/les_houches/,
6316,Structure of the Nucleus at the Dawn of the Century,http://nucth2000.bo.infn.it,
6318,"The International Conference on Functional Electrical Stimulation, IFESS2000",http://www.smi.auc.dk/aalborg2000/,
6319,EuroConference recent development in the wave field and diffuse tomographic inverse problems,http://www.math.hut.fi/people/esomersa.html,
6320,Conf?rence Mosh? Flato Advances and Prospects in Physical Mathematics,http://www.u-bourgogne.fr/monge/cmf,
6321,"7th International Conference on Nuclear Microprobe Technology and Applications 10-15 September 2000, Paris, France",http://icnmta2000.in2p3.fr,
6322,Were the first Europeans Adventurers? Interdisciplinary Euro-Conference (16.-20.2.2000),http://www.uni-essen.de/avl,
6323,Matter in Super-Intense Laser Fields,http://www.esf.org/euresco/01/pc01143a.htm,
6324,Geographical Domain and Geographical Information Systems,http://www.esf.org/euresco,
6325,"EuroConference on Foams, Emulsions and Applications",http://www.eurofoam2000.tudelft.nl/,
6326,International Workshop on Algebraic and Combinatorial Coding Theory,http://www.moi.math.bas.bg/acct2k/acct2k.html,
6327,Psychology and Economics,http://www.cepr.org/meets/wkcn/3/3503/,
6328,Renewables 2000 - Euroconference on Renewable Technologies for Sustainable Development,http://navier.ist.utl.pt/renewables2000,
6329,Bose Einstein Condensates and Atom Lasers: from Basic Science to Applications,http://atomoptic.iota.u-psud.fr/cargese.2000,
6330,EuroConference Biosignal 2000,http://www.fee.vutbr.cz/UBMI/bs2000.html,
6331,The Pervading Dimensions of Design Research International Symposium,http://pcsiwa12.rett.polimi.it/~dpr/,
6332,"General Conference of the European Physical Society, Budapest, 26-30 August 2002",http://www.eps12.kfki.hu,
6333,"SIZE - STRAIN III, Analysis of microstructure and residual stress by diffraction methods",http://bragg.ing.unitn.it/sizestrain,
6334,"The 2nd International Workshop ""Advances in Energy Studies. Exploring Supplies, Contraints, and Strategies"". Porto Venere, Italy, 23-27 May 2000",http://www.chim.unisi.it/portovenere.html,
6335,Molecular Biology and Physiology of Water and Solute Transport - Fundamental and Applied Aspects,http://www.gmm.gu.se/mip2000,
6336,European Summer School on Microscopic Quantum Many-Body Theories and Their Applications (II and III),http://www.ictp.trieste.it,
6337,Frontier Detectors for Frontier Physics,http://www.pi.infn.it/pm/2000,
6338,The 12th International Symposium on Power Semiconductor Device & ICs,http://www.laas.fr/~charitat/ISPSD2000down/home.htm,
6339,International Conference on Postharvest Science,http://www.agri.gov.il/events/PostHarvest2000.html,
6340,Adaptive Hypermedia,http://ah2000.itc.it,
6341,Prominent Topics in Condensed Matter Physics,http://www.physics.upatras.gr/euroconference,
6343,"Body, Gender, Subjectivity, Crossing Disciplinary the Institutional Borders",http://www.women.it/,
6344,18th International Papillomavirus Conference,http://www.Hpv2000.com,
6345,"5th workshop on three-Dimensional Modelling of Seismic Waves Generation, Propagation and their Inversion",http://www.ictp.trieste.it,
6346,The Fourth International Conference on Home and Community Care for Persons Living with HIV/AIDS,http://www.parisvih99.org,
6347,International Consensus Conference on Outcome Measures in Rheumatology,http://www.ilar.org/omeract/omeract.htm,
6348,"Disk, Planetesimals and Planets",http://www.iac.es/proyect/planet/planet.html,
6349,Mathematical aspects of evolving interfaces,http://maei.lmc.fc.ul.pt,
6350,WASCON 2000 Science and Engineering of Recycling for Environmental Protection,http://www.iscowa.org/wascon2000,
6351,"2nd European Conference on Neutron Scattering Budapest, Hungary, September 1-4, 1999",http://www.kfki.hu/~ecns99/,
6352,Environmental Geomechanics,http://www.cism.it,
6354,NANOSCALE DIAGNOSIS IN CONDENSED MATTER WITH HIGH ENERGY ELECTRON BEAMS,http://sfmu.snv.jussieu.anoanalysis2000,
6355,Physics Teacher Training in an Information Society,http://www.blues.uab.es/phyteb/,
6356,Euroconference on Electronic Properties of Novel Nanomaterials,http://www.univie.ac.at/spectroscopy/iwep.htm,
6358,Alhambra 2000: A joint Mathematical European-Arabic Conference.,http://www.ugr.es/local/alhambra2000,
6359,Euro Summer School on Photosensitivity in Optical Waveguides and Glasses,http://www.odupe.dk/Events35,
6360,"EuroSummerSchool on ""sc CO2 based Supercritical Fluids application"": Chemistry and Materials",http://superchema.dicpm.unipa.it,
6361,European Cities: Networks and Crossroads Fifth International Conference on Urban History,http://eauh2000.tu-berlin.de/,
6362,Well-Posedness in Optimisation and Related Topics,http://www.impan.gov.pl/BC/01Well.html,
6363,"Conference on ""Levy Processes and Stable Laws""",http://science.ntu.ac.uk/msor/conf/Levy/,
6364,2001: A Speaker Odyssey - The Speaker Recognition Workshop,http://odyssey.westhost.com,
6365,International School on Foundations of Secure Analysis and Design,http://www.cs.unibo.it/~gorrieri/fosad,
6366,Modular forms and p-adic Hodge theory.,http://www.crm.es/tn2001,
6367,International Conference on Intergranular and Interphase Boundaries in Materials,http://www.graiver.co.il/iib/,
6368,EuroWorkshop on ADC Modelling and Testing,http://www.lx.it.pt/imeko2001,
6370,"PhD EuroConference ""Foundations of the Formal Sciences""",http://www.uni-bonn.de/people/fotfs/III/,
6371,"Ampere Summer School on ""Applications of Magnetic Resonance in Novel Materials""",http://www.ims.demokritos.gr/nmrlab/conference,
6372,"International Conference on Nuclei in the Cosmos, Aarhus 2000",http://www.ifa.au.dk/~langanke,
6373,10th International Cold Forging Congress 2000,http://www.vdi.de,
6374,10th European Workshop Conference on Bacterial Protein Toxins,http://www.ulb.ac.be/sciences/etox10,
6375,7th Conference and Exhibition of the European Ceramic Society,http://www.bcrc.be/7ecers.html,
6376,10th International Conference on Bioinorganic Chemistry,http://www.cerm.unifi.it,
6377,EuroConference Matrix 2001 - Chemistry and Physics of Matrix Isolated Species,http://gerwazy.chem.uni.wroc.pl/Matrix2001,
6378,EuroLabCourse in Paleoseismology,http://www.ingv.it/europaleos/,
6379,Molybdenum and Tungsten Enzymes (Gordon Research Conference),http://www.grc.uri.edu/programs/2001/molyb.htm,
6380,5th European Conference on Experimental AIDS Research,http://www.cnb.uam.es/info/ECEAR2000,
6381,SYMPOSIUM GALILEO 2001: Revoluci?n Cient?fica y Cultura Europa. Perspectivas en Historia y Filosof?a de la Ciencia,http://www.iac.es/proyect/galileo/galileo.html,
6382,European Conference on Digital Libraries,http://www.ecdl2001.org/guest,
6383,"Conference for Advanced Inquiry in the Interactive Arts - Science, Technology and Art Research (CAiiA-STAR)",http://caiia-star.newport.plymouth.ac.uk,
6384,10th European Heterostructure Technology Workshop,http://www.uni-ulm.de/UlmResConf/eusemhetech.html,
6385,Neurochemistry Winter Conference: Cellular and Molecular Responses During Degeneration and Repair,http://www.uibk.ac.at/c/c5/c518,
6386,Mechanisms and Cellular Functions of Molecular Chaperones,http://www.uni-freiburg.de/BCMB/ChaperoneConference2001,
6387,10th International Symposium on Phototrophic Prokaryotes,http://www.ubxlab.com/ispp2000,
6388,Microbiology of Composting and other biodegradation processes,http://homepage.uibk.ac.at/homepage/c718/c71806/conference.html,
6389,PhD Euroconference on Similarities and Universality in Relativistic Flows.,http://www.mpi-hd.mpg.de/theory/surf,
6390,Symplectic Geometry of Integrable Hamiltonian Systems,http://www.crm.es/sgihs,
6391,International Workshop on Optimal Codes and related topics - 2001,http://www.moi.math.bas.bg/oc2001/oc2001.html,
6392,International Summer School in Forced Migration,http://www.qeh.ox.ac.uk/rsp/indexrsp.html,
6393,IFCS 2000 (7th Conference of the International Federation of Classification Societies),http://www.fundp.ac.be/~ifcs2000,
6394,"EuroConference on CAE Integration - Tools, Trends, and Technologies",http://www.fluxux-engineering.com/ecittt.html,
6395,"Unity of Fundamental Physics: Gravity, Gauge Theory and Strings",http://www-houches.ujf-grenoble.fr/session-76.shtml,
6396,Physics of Bio-Molecules and Cells,http://w3houches.ujf-grenoble.fr/session-75.shtml,
6397,"PET 2000, the 2nd International Conference on Public Economics",http://www.warwick.ac.uk/fac/soc/Economics/wooders/pet.html,
6398,Sustainable Systems of Cereal Crop Protection against Fungal Diseases as the Way of Reduction of Toxin Occurence in Food Webs,http://www.vukrom.cz/www/konference/index.htm,
6399,Cell Maintenance the Cell Death; Symposium on Mechanisms of Cell Death,http://dio.cnb.uam.es,
6400,Refurbishment of building and bridges,http://www.cism.it/c2000/c11/index.html,
6401,13th Biennial Meeting of the International Society for Developmental Neuroscience (ISDN),http://www.isdn-2000.de,
6402,European Control Conference 2001,http://www.fe.up.pt/ecc2001,
6403,International Conference on Database Theory,http://www.dcs.bbk.ac.uk/icdt,
6404,European Aerosol Conference 2000,http://www.aerosol-soc.org.uk/2000.htm,
6405,Crashworthiness: energy management and occupant protection,http://www.cism.it/c2000/c09/index.html,
6406,Inaugural Euroconference: Eastern Mediterranean Region of the International Biometric Society.,http://stat.haifa.ac.il/~emr_ibs,
6407,Bacterial Interactions with Mucus and Mucosa,http://www.esf.org/euresco,
6408,Quantum Entanglement and Quantum Information,http://www.lkb.ens.fr/recherche/qedcav/french/perso/brune,
6409,"3rd Symposium ""SiO2 and Advanced Dielectrics""",http://www.l2mp.fr,
6410,14th International Conference on Plasma Surface Interactions in Controlled Fusion Devices,http://psi14.ipp-garching.mpg.de/,
6411,10th International Meeting on Ferroelectricity,http://www.imf10.etsit.upm.es/,
6412,Relativistic Effects in Heavy-Element Chemistry and Physics,http://www.esf.org/euresco,
6413,VIth INTERNATIONAL WORKSHOP ON PLASMA-BASED ION IMPLANTATION 2001,http://www-lemd.polycnrs-gre.fr/~conference,
6414,Electromagnetic Crystal Structures,http://www.esf.org/euresco/01/pc01162a.htm,
6415,Algebra and Discrete Mathematics,http://www.esf.org/euresco/01/pc01101a.htm,
6416,Degradation of Biomaterials,http://www.esf.org/euresco/01/mc01161a.htm,
6417,Enrico Fermi Schools on the Constitution of Matter,http://www.sif.it/sif/sif/varenna/2001-courses.html,
6418,Complex Polymer Structures,http://www.esf.org/euresco/01/pc01163a.htm,
6419,Fundamental Aspects of Surface Science,http://www.esf.org/euresco/02/pc02007,
6420,"Self-Employment, Gender and Migration",http://www.esf.org/euresco/00/sc00160a.htm,
6421,"Microdomains, Lipid Rafts and Caveolae",http://www.esf.org/euresco/03/lc03166,
6422,Eurofoetus Conference on Fetoscopy and Invasive Fetal Diagnosis & Therapy,http://www.gamete-to-newborn.org,
6423,Euroconference on 'Molecular Motors',http://kuno.mpimf-heidelberg.mpg.de/~wray/alpach/,
6424,2000 ADBIS-DASFAA Symposium on Advances in Databases and Information Systems,http://www.ms.mff.cuni.cz/adbis2000,
6425,STRUCTURAL GENOMICS: FROM GENE TO STRUCTURE TO FUNCTION,http://www.mgms.org/cambs2000,
6426,"Euro Summer School on Electron Crystallography 1,2 & 3",http://gene.upc.es/wem2001/,
6427,Symmetries in Geometric Analysis,http://impan.gov.pl/BC/,
6428,12th EUROPEAN CELL CYCLE CONFERENCE: EuroConference on Cell Cycle Control in Normal and Malignant Cells,http://med-microbio.uibk.ac.at/eccc/,
6429,13th International Conference on Vacuum Ultraviolet Radiation Physics,http://vuv13.elettra.trieste.it/vuv13,
6430,Mid-Infrared Optoelectronics Materials and Devices 2001,http://www.univ-montp2.fr~miomd,
6431,3rd European Biophysics Congress 2000,http://mnphys.biochem.mpg.de,
6432,Interfaces and Colloidal Systems,http://www.esf.org/euresco,
6433,19th European Crystallographic Meeting and Satellites,http://www.lcm3b.u-nancy.fr/ecm19,
6434,Les Houches EuroConference on Neutrino Masses and Mixings,http://neutrinhouches.in2p3.fr,
6435,Baltic Summer School 2000: Current trends in Immunology and Signal Transduction,http://www.physiologie.uni-kiel.de,
6436,Identifying Wars: Systematic Conflict Research and Its Utility in Conflict Resolution and Prevention,http://www.pcr.uu.se/ident.html,
6437,Sixth eaces euroconference globalisation and european integration,http://www.ub.es/dppecse/gate-eaces.htm,
6438,Biodiversity of Coastal Marine Ecosystems,http://www.esf.org/esf_scientific_home.php,
6439,Chains@Interfaces: EuroConference on the physics of surfactants and polymers at interfaces,http://www-ics.u-strasbg.fr/congres/chains2001/,
6440,"Euro Electromagnetics 2000: incorporating 13th High-Powered Electromagnetics Conference, 5th Ultrawideband Short-Pulse Electromagnetics Conference, and 5th Unexploded Ordnance and Range Remediation Conference.",http://www.maths.dundee.ac.uk/~pdsmith,
6441,Explanatory Models and Public Understanding: The Debate between Science and Religion 1800-1918,http://www.esf.org/euresco/01/hc01176a.htm,
6442,Particle-Solid Interactions,http://www.esf.org/euresco/01/pc01181a.htm,
6443,Electronic Structure of Solids and Surfaces,http://www.esf.org/euresco/01/pc01138a.htm,
6444,19th European Conference on Surface Science,http://ecoss.fmc.uam.es,
6445,5th European Biological Inorganic Chemistry Conference,http://www.lcc-toulouse.fr/EUROBIC5.html,
6446,VIth Biennial EASA Conference. Crossing Categorical Boundaries: Religion as Politics and Politics as Religion.,http://www.ub.es/easa/menu.htm,
6447,11th Portuguese Conference on Pattern Recognition,http://ineb.fe.up.pt/recpad2000,
6448,Hamiltonian Mechanics and Partial Differential Equations,http://www.ma.hw.ac.uk/icms/current/hamsys/index.html,
6449,Progress in Partial Differential Equations,http://www.ma.hw.ac.uk/icms/current/progpde/index.html,
6450,Molecular pharmacology: Towards new diagnostic and therapeutic concepts,http://www.fu-berlin.de/sfb366/IDS/ids2000.htm,
6451,European Logic Summer School 2000,http://lc2000.logique.jussieu.fr,
6452,Network Young Membraines - Meeting 2000 - a PhD EuroConference on membrane technology,http://www.ivt.rwth-aachen.de/eng/tagungen/nym.html,
6453,Energy Conversion and Particle Acceleration in the Solar Corona,http://www.copernicus.org/cesra/index.html,
6454,Bioinformatics and Comparative Functional Genomics,http://www.eurogene.org,
6455,"Bioremediation Euro-Conference: Contaminated soils, surface and groundwater bodies; Biodegradation of chlorinated and recalcitrant compounds",http://www.mred.tuc.gr/~bioremed,
6456,European Virology 2000,http://www.euro-virology.com,
6457,"Fluctuations in classical and quantum systems: superfluid helium, 2D electrons, chemistry, physiology, the early universe and other non-equilibrium systems",http://www.lancs.ac.uk/users/spc/conf/iwfs/,
6458,VAST EuroConference: Virtual Archaeology between Scientific research and Territorial marketing,http://digilander.iol.it/vast2000/,
6459,Advanced Computing in NMR Spectroscopy,http://www.cerm.unifi.it,
6460,5th International Neurotrauma Symposium,http://www.ints2000.de,
6462,Foundation of Statistical Inference: Applications in the Medical and Social Sciences in Industry and the Interface with Computer Science,http://stat-infer.huji.ac.il,
6463,7th International Conference on Electronic Ceramics and Their Applications,http://www2.ijs.si/ele-ceram/welcome.html,
6464,PMAPS'2000 - 6th Internacional Conference on Probabilistic Methods Applied to Power Systems,http://power.inescn/pmaps/,
6465,IVth European Meeting on Glial Cell Function in Health and Disease,http://www.blues.uab.es/redglial/Barcelona2000,
6466,EuroConference on Asymptotic Methods and Applications in Kinetic and Quantum-Kinetic Theory,http://www.ugr.es/local/kinetic/eurokit/,
6467,Euro Workshops on Planetary Geology,http://irsps.sci.unich.it/education/geoextreme,
6468,8th International Conference on Wilson's Disease and Menke's Disease,http://www.uni-leipzig.de,
6469,"EuroConference "" Recent Advances in Natural Language Processing""",http://www.lml.bas.bg/ranlp2001/,
6470,Water flow and contaminant transport in fractured aquitards,http://www.weizmann.ac.il,
6471,Electronics Goes Green 2000+,http://www.izm.fhg.de/ee/2000,
6473,"Causes, Processes, and Effects of Subsurface Sediment Mobilisation on Reservoir to Regional Scale",http://allserv.rug.ac.be/~pvrensbe/,
6474,Membrane Technology for Wastewater Reclamation and Reuse,http://www.membranext.com,
6475,"Multi-function grasslands: quality forages, animal products, and landscapes",http://www.poitou-charentes.inra.fr/egf2002/,
6476,MOLECULAR CYTOGENETICS 2001-2002,http://www.eurogene.org,
6477,"European Summer School ""Competitiveness and EU Enlargement""",http://www.iue.it/RSC/compsummer/,
6478,Interactions between innate and adaptive immunity in mammalian defense against bacterial infections,http://www.uni-greifswald.de,
6479,Network Young Membrains - Meeting 2001 - a PhD EuroConference on membrane technology,http://www.sanitaryengineering.tudelft.nl/nym.htm,
6480,International conference on advanced diagnostics for magnetically and inertially confined fusion plasmas,http://www.ispp.it,
6481,First joint meeting of the European Brain and Behaviour Society and European Behavioural Pharmacology Society,http://lncf.cnrs-mrs.fr/EBBS-EBPS-2001/,
6482,BIOINFORMATICS for the Functional Analysis of Mammalian 2001 - 2002,http://ihg.gsf.de,
6483,17th International Conference on Plant Growth Substances,http://www.mendelu.cz/ipgsa-2001,
6484,EUROPEAN SUMMER SCHOOL ON GEOTHERMAL ENERGY APPLICATIONS,http://www.uorada.ro/news/106.htm,
6485,"6th INTERNATIONAL SYMPOSIUM ON SPIN TRAPPING. Spin Traps, Nitroxides and Nitric Oxide : Spectroscopy, Chemistry and Free Radical Biology",http://www.up.univ-mrs.fr/~wsrep/spin.trapping.meeting.html,
6486,6th International Symposium on Biologically Reactive Intermediates,http://www.biomedicale.univ-paris5.fr/bri6/,
6487,G?om?trie Alg?brique en Libert? 2001,http://www-euklid.mathematik.uni-kl.de/~gael,
6488,Web-portal for Genetic Learning and Training,http://www.eurogene.org,
6489,EuroConference on Risk Management in Power System Planning and Operation in a Market Environment,http://power.inescn.pt/rimaps/,
6490,Physics at TeV Colliders,http://wwwlapp.in2p3.fr/conferences/LesHouches/Houches2001/,
6491,International Workshop on Articulated Motion and Deformable Objects,http://dmi.uib.es/amdo2000,
6492,Regional Governance - New Modes of Self-Government in the European Community,http://www.laum.uni-hannover.de/ilr/welcengl.html,
6493,Holography Millenium Conference New Research Results in Holography,http://www.holography.at,
6494,The 9th International Conference on Intelligent Systems for Molecular Biology - 2001,http://ismb01.cbs.dtu.dk,
6495,Arctic Symposium on Mechanisms of Memory and Memory Disorders,http://www.uku.fi/neuro/arctic2001.htm,
6497,International Conference of Atomic Physics,http://icap2000.df.unipi.it,
6498,Fifth International Conference on Applications of Magnetic Resonance in Food Science,http://www.dq.ua.pt/icmrafs,
6499,15th IEEE International Symposium on Intelligent Control and 8th IEEE Mediterranean Conference on Control & Automation,http://www.lar.ee.upatras.gr/med2000/,
6501,Colloquium of European Group for Organizational Studies: The Odyssey of Organizing,http://www.egos.cbs.dk,
6502,Molecular Mechanisms of Disease Tolerance in Honeybees,http://www.beedol.cz,
6503,Jerusalem Winter School in Theoretical Physics Victor Rothschild Symposium,http://www.as.huji.ac.il/html/physics2000.html,
6504,Arqueologia militar Romana en Europa,http://WWW.USEK.es,
6505,"Dynamical barriers, stirring and mixing in geophysical flows. Mathematical models and applications",http://gershwin.ens.fr/geomix,
6506,EFIS 2000 Conference on Immunology,Http://www.efis.org/,
6507,"Euro School on ""Industrial Applications of technologies based on Supercritical State Fluids II""",http://www.icmab.es/scf,
6508,EAGER EuroConference in Algebraic Geometry 2001,http://www.math.uio.no/nordfjordeid/eager2001.html,
6509,6th International Conference on Computing in Economics and Finance,http://enginy.upf.es/SCE,
6510,Summer School on Intelligent Data Analysis,http://www.cere.pa.cnr.it/IDAschool/,
6511,Multiscale dynamics in soft matter and biophysics,http://consoude.ujf-grenoble.fr,
6512,Finite and Infinite Combinatorics,http://www.renyi.hu/~finf/,
6513,Critical developments in research with primates: laboratory and field studies - The European Federation for Primatology in 2000,http://www.psgb.org,
6514,INTERNATIONAL MOUSE GENOME CONFERENCE 2001,http://www.imgc2001.com,
6515,PHOTOSYNTHESIS IN A CHANGING WORLD,http://www.mlib.cnr.it,
6516,Thrombophilia the Atherothrombosis - Scientific the Educational Symposium Under the Aegis of European Thrombosis Research Organization,http://www.interna2.uj.edu.pl/etro,
6517,European Mathematical Society SUMMER SCHOOL on Simulation of Fluid and Structure Interaction,http://www.karlin.mff.cuni.cz/katedry/knm/eurointer/index.html,
6518,4th International School on Molecular Catalysis,http://main.amu.edu.pl/~wchem/ismc2001,
6519,"BIOFILMS IN INDUSTRY, MEDICINE AND ENVIRONMENTAL BIOTECHNOLOGY",http://WWW.NUIGALWAY.IE/MICROBIOLOGY,
6520,"Accretion disks, Jets, and High Energy Phenomena in Astrophysics",http://www-laog.obs.ujf-grenoble.fr/~gpelleti/,
6521,Bacterial Neural Networks,http://www.esf.org/euresco/02/lc02178,
6522,Solid/Fluid Interfaces,http://www.esf.org/euresco/03/pc03029,
6523,Computational Biophysics: Integrating Theoretical Physics and Biology,http://www.esf.org/euresco/02/pc02182,
6524,Gene Vectors Production and Development Networks: First Conference and EuroLabCourse,http://www.genethon.fr,
6525,Mechanics of Soft Tissue,http://www.cism.it,
6526,FROM DEVELOPMENTAL GENES TO DISMORPHOLOGY 2001,http://www.eurogene.org,
6527,European Conference on Organic Electronics and Related Phenomena,http://supramol.physik.uni-potsdam.de/,
6528,"Enabling Exchange of Knowledge and Experience Between Young and Experienced Computer Science Researchers at DAIS'2001 Conference in Krak?w, Poland",http://www.ics.agh.edu.pl/dais2001/,
6529,The 2001 Meeting of the Social Cognition Network: Advances in the Psychology of Racism and Stereotyping,http://www.psor.ucl.ac.be/escn/homepage.htm,
6530,Joint European Magnetic Symposia,http://www.polycnrs-gre.fr/JEMS01/,
6531,"Assembly and Self -Assembly at the Interface of Biology, Chemistry and Physics",http://chaos.ph.utexas.edu/asa/index.html,
6532,"10th International Conference on Na, K-ATPase and Related Cation Pumps",http://www.aki.ku.dk/ATPase2002,
6533,Alpine Conference on Solid State NMR,http://www.ens-lyon.fr/STIM/alpineweb.html,
6534,"EuroWinter School ""Observing with the Very Large Telescope Interferometer""",http://www-laog.obs.ujf-grenoble.fr/~jmmc/obsvlti/,
6535,50 years of the Cauchy problem in Einstein's theory of gravitation,http://www.phys.univ-tours.fr/Cauchy,
6536,CHEMICAL PHYSICS OF THIN FILM DEPOSITION PROCESSES FOR MICRO- AND NANO-TECHNOLOGIES,http://www.nato.int/science,
6537,ETIC Doctoral Conference,http://cournot.u-strasbg.fr/etic/,
6538,EUROCONFERENCE IN MODEL THEORY AND APPLICATIONS,http://www.logique.jussieu.fr/ECMTA-02,
6539,HIGH LEVEL TRAINING ON NEUTRINO PHYSICS AND ASTROPHYSICS FOR YOUNG RESEARCHERS,http://www.sif.it,
6540,"Euro-Conference ""Porous Semiconductors - Science and Technology""",http://www.upv.es/psst_2002,
6541,COMPARATIVE GENOMICS 2001-2002,http://www.eurogene.org,
6542,XXX Meeting of the Euro Working Group for Financial Modelling,http://www.ewgfm.org/,
6543,The 5th European Conference of the ESMTB on Mathematical Modelling and Computing in Biology and Medicine,http://www.mat.unimi.it/~ecmtb,
6544,European Congress on the Future of Waste Management in Europe 2002,http://www.wastemanagement2002.de,
6545,"International Conference on Multisensors Fusion and Integration for Intelligent Systems (IEEE MFI 2001) in Baden-Baden, Germany",http://wwwiaim.ira.uka.de/Events/mfi2001,
6546,"8th IFAC/IFIP/IFORS/IEA Symposium on Analysis, Design and Evaluation of Human-Machine Systems, Kassel, Germany",http://www.vdi.de,
6547,5th ULLA Summer School for Postgraduate Training and Research,http://www.u-l-l-a.org,
6548,Properties of complex electronic materials and biomaterials,http://www.genethon.fr/vecteuronet.html,
6549,XXth International Conference on Yeast Genetics and Molecular Biology,http://www.biomed.cas.cz/yeast2001,
6550,Financial consequences after the injury of personality rights by the media,http://www.uni-greifswald.de,
6551,EMBL PhD Student Symposium on Evolution,http://www.embl-heidelberg.de/conferences/evosymp/,
6552,International Congress on Membranes and Membrane Processes,http://www.ems.cict.fr/icom2002.htm,
6553,Plasma Processes in the near-Earth Space: INTERBALL and beyond,http://www.stil.acad.bg/STIL/ib2002/,
6554,Strengthening Global Practices for Protecting Nuclear Material,http://www.numat.at,
6555,Summer School in Stochastics and Finance,http://www.imub.ub.es/events/sssf/index.html,
6556,5th World Congress on Computational Mechanics,http://wccm.tuwien.ac.at,
6557,15th Symposium of the International Association for Cyanophyte Research,http://www.ub.es/iacyano/,
6558,Ischia Advanced School of Organic Chemistry - 10th Session,http://www.dcob.unina.it/iasoc/home.htm,
6559,HIGH LEVEL TRAINING ON MATERIAL SCIENCE FOR YOUNG RESEARCHERS,http://www.sif.it,
6560,Series of International Conferences on Physics of Light-Matter Coupling in Nitrides,http://diana.eln.uniroma2.it/workshop2001,
6562,INTERNATIONAL SCHOOL/CONFERENCE ON NONCOMMUTATIVE GEOMETRY AND QUANTUM GROUPS,http://www.fuw.edu.pl/~pmh/bc.html,
6564,19th Conference on Isoprenoids,http://www.icho.edu.pl,
6565,Winter Climate Variations and Plant Death in the North: a Workshop to share understanding of managed and natural systems,http://www.natgeog.geo.uu.se/winclim.html,
6566,Euroconferences on Immunobiology of Transplantation: from basic science to clinical applications,http://www.esh.org,
6567,XVI-th International Symposium on Glycoconjugates,http://www.boc.chem.uu.nl/glyco16,
6568,XXth International Conference on Neutrino Physics and Astrophysics (Neutrino-2002),http://neutrino2002.ph.tum.de,
6569,"12th International Conference on Cytochrome P450: Biochemistry, Biophysics and Molecular Biology",http://congres.igh.cnrs.fr/P450-Grande-Motte/index.html,
6570,Magnetic coupling of the solar atmosphere,http://www.space.noa.gr/solmag,
6571,Structural ceramics and ceramic composites for high-temperature applications,http://lfismat.us.es/sccc2001/,
6572,"EuroConference on Hydrodynamics and Aerodynamics in Marine Engineering, HADMAR'2001",http://www.bshc.bg/hadmar,
6573,"Applied Mathematics in our Changing World, First EMS-SIAM Conference",http://www.emis.de or http://www.zib.de/amcw01,
6574,"Euro-Workshop on Mathematical Views on Architecture, Art and Design",http://www.matomium.org,
6575,LIGHT-CONE PHYSICS: PARTICLES AND STRINGS,http://www.ect.it/future/lcw/Trento2001.html,
6576,Advances in Analytical Ultracentrifugation and Hydrodynamics: Macromolecular Solution Structure and Interactions in Biological and Synthetic Systems,http://www.ibs.fr/advAUCHHydro,
6577,Winter School Quantum Simulations of Complex Many-Body Systems: From Theory to Algorithms,http://www.fz-juelich.de/wsqs/,
6578,"Sequence, Structure and Function of Membrane Protein Systems",http://www.tau.ac.il/lifesci/membrane-protein-conf,
6579,International Symposium for Magnetic Resonance in Cardiovascular Research,http://www.bioch.ox.ac.uk/~mrcvr,
6580,Pollution Surveillance and Control in Wetland Ecosystems,http://tematika.sol.vein.hu,
6581,"Euroconference / 2^nd International Meeting ""Cellular Responses to Oxidative and Osmotic Stress: Sensing, Signalling and Gene Expression""",http://www.ibmc.up.pt/imoos2001,
6582,EuroConference on higher-dimensional complex geometry,http://www.newton.cam.ac.uk/programs/HDG/hdgw02.html,
6583,"Generation @ in Multimedia Environments: Social, economic, and cultural aspects of interactive entertainment",http://www.rrz.uni-hamburg.de/hans-bredow-institut/game,
6584,7th European Symposium on Calcium-Binding Proteins in Normal and Transformed Cells-Calcium Signalling,http://www.ulb.ac.be/assoc/ecs,
6585,"Research Conference on ""Challenges in Granular Physics""",http://www.ictp.trieste.it/~smr1322/,
6587,Convergence of IP-based Services for Mobile Users and Networks in DVB-T and UMTS Systems,http://www.brunel.ac.uk/project/Cismundus/,CISMUNDUS
6588,System fOr management of QUality of sErvice in 3G neTworks,http://www.soquet.leeds.ac.uk/,SOQUET
6589,"Tools for Reusable, Integrated, Adaptable Learning - Systems/standards for Open Learning Using Tested Interoperable Objects and Networking",http://www.ist-adonis.org,ADONIS
6590,SofTware Architecture That supports USability,http://www.ls.fi.upm.es/status/,STATUS
6601,New technologies for next generation ecris,http://www-drfmc.cea.fr/SBT/web_sbt/vf/european_project.htm,INNOVATIVE ECRIS
6607,Water and ecosystem resources in regional development balancing societal needs and wants and natural resources systems sustainability in international river basin systems,http://www.okavangochallenge.com/,WERRD
