title,projectUrl,acronym,return_code,redirect_url
International Network for Pattern Recognition of Tumours using Magnetic Resonance,http://carbon.uab.es/INTERPRET/,INTERPRET,200,
Multi-Access Services for telematic Management of Diabetes Mellitus,http://www.labmedinfo.org/research/m2dm/m2dm.htm,M2DM,404,
Assessment and Diagnosis in Echocardiography using QUAntitative TEchniques,http://mirada-solutions.com/adequate-intro.html,ADEQUATE,404,
TREAT - a system for balancing antibiotic treatment against development of drug resistance,http://www.treat.dk/index.htm,TREAT,404,
Organising The Decentralisation Of Clinical Testing Outside Laboratories,http://www.d-lab.it,D-LAB,timed out,
Enabling Best Practices For Oncology,http://bepro.vitamib.com,BEPRO,[Errno -2] Name or service not known,
Comprehensive Health Assistance and Resource Management,http://www.charm.cup2000.it,CHARM,[Errno -2] Name or service not known,
"Mobile Workflow support and informAtion distribution in hospitals via voice-opeRateD, wIreless-Networked HANDheld PCs.",http://www.wardinhand.org,WARD-IN-HAND,[Errno -2] Name or service not known,
Development of a Soft-Copy Reading Environment for Digital Mammography in Breast Cancer Screening,http://www.mevis.de/projects/screen/,SCREEN,301,http://www.mevis.de/
Tele-Ophthalmological Services - Citizen-centred Applications (TOSCA),http://tosca.gsf.de,TOSCA,[Errno -5] No address associated with hostname,
Distance Information Technologies For Home Care,http://lomiweb.med.auth.gr/chs/,CHS,404,
MONITOR OF EUROPEAN LIBRARY ECONOMICS FOR INTERNATIONAL BENCHMARKING,http://www.libecon.org/,LIBECON,200,
Methodology and Tools for World-best Teamwork in Hospitals,http://www.team-hos.net/teamhos/home.nsf,TEAM-HOS,[Errno -2] Name or service not known,
Micro Electronic Transactions for Edition Over inteRnEt,http://www.meteore2000.net,METEORE 2000,[Errno -2] Name or service not known,
Participative Simulation environment for Integral Manufacturing enterprise renewal,http://www.tno.nl/psim,PSIM,404,
Virtual Access to Landscapes and Historic Gardens at Linked Locations,http://environment.uwe.ac.uk/valhalla,VALHALLA,404,
Key Interventions for Sustainable Employment in the Information Society for Disadvantaged Groups,http://www.models-research.ie,KISEIS,[Errno -2] Name or service not known,
Design for Humanization of Technology,http://www.humantec.it,HUMANTEC,[Errno -2] Name or service not known,
Worldwide online Reliable Advice to Patients and Individuals,http://www.hon.ch,WRAPIN,200,
Fully Digital Microscopy for routine diagnostics and integration into hospital information workflow,http://e-scope.vitamib.com/,E-SCOPE,200,
Living Building Blocks for Self-Designing Artefacts,http://hydra.mip.sdu.dk/,HYDRA,[Errno -2] Name or service not known,
"Assessing The Deployment, Hosting And Integration Of Business-critical Information Systems By Application Service Providers",http://www.alternative-project.org/,ALTERNATIVE,[Errno -2] Name or service not known,
Minimal Invasive Interventional Imaging,http://mi3.vitamib.com,MI3,[Errno -2] Name or service not known,
Sustainable water management and wastewater purification in tourism facilities (SWAMP),http://www.swamp-eu.org,SWAMP,200,
Coordination of advanced creep activities to improve safety and durability of high temperature plant materials,http://www.etd1.co.uk/eccc/advancedcreep,,403,
Structural assessment monitoring and control,http://www.samco.org/,,200,
Coupling of capillary separation techniques with high field,http://ntmf.mf.wau.nl/wnmrc/,CAPILLARY NMR,[Errno -2] Name or service not known,
"Software for computer aided neutro, scattering",http://www.studsvik.uu.se/scans.htm,SCANS,[Errno -2] Name or service not known,
High field magnet laboratory / resaerch institute for materials,http://www.sci.kun.nl/hfml/,MAGNETS,302,http://www.hfml.science.ru.nl/
"Sustainable growth, employment creation and technological integration in the european knowledge- based economies",http://www.seti.coleurop.be,SETI,[Errno -2] Name or service not known,
"Insurance, technological risk and emerging science and technology policies",http://www.psi.org.uk/,INTEREST,200,
Managing with uncertainty in science policy,http://www.afsk.au.dk/muscipoli.htm,MUSCIPOLI,timed out,
"Knowledge, growth and globalisation - science and technology policy as a growth factor in smaller economies",http://www.knogg.net/,KNOGG,301,http://knogg.net/
"Improving PV acceptability through innovative architectural design-development: Demonstration, acceptability study in protected tourist regions",http://www.pvaccept.de,PV ACCEPT,200,
A SECURE AND TRUSTABLE INTERNET VOTING SYSTEM BASED ON PKI,http://www.true-vote.net,TRUE-VOTE,200,
VIRTUAL Real Time Emergency Simulator,http://www.virtualfires.org/,VIRTUALFIRES,302,http://ww4.virtualfires.org/
Cultural HEritage RIch media secure value chain,http://www.cheriproject.org,CHERI,[Errno -2] Name or service not known,
Ensuring dependability of p2p applications at architectural level,http://www.atc.gr/p2p_architect/,P2P ARCHITECT,404,
The Change from Input Harmonisation to Ex-post Harmonisation in National Samples of the European Community Household Panel - Implications on Data Quality,http://www.statistik-bund.de/chintex/index.htm,CHINTEX,[Errno -2] Name or service not known,
Transforming Broadcast Content Providers into,http://www.smartcast.tv,SMARTCAST,200,
Virtual Library for Computer Assisted Training in Statistics,http://www.vl-cats.com/,VL-CATS,[Errno -2] Name or service not known,
"Enhanced Personal, Intelligent and Mobile system for Early Detection and Interpretation of Cardiological Syndromes",http://epi-medics.univ-lyon1.fr,EPI-MEDICS,[Errno -2] Name or service not known,
Flash Estimates of Quarterly National Accounts - Main Aggregates,http://www.jrc.cec.eu.int/uasa/prj-flash.asp,FLASH,[Errno -2] Name or service not known,
Computational Aspects of Statistical Confidentiality,http://neon.vb.cbs.nl/casc/,CASC,200,
Statistical Atlas Of The European Union,http://www.statlas.org,STATLAS,200,
Data Quality of Complex Surveys within the New European Information Society,http://www.dacseis.de,DACSEIS,302,https://www.uni-trier.de/index.php?id=27863
Environment Consolidated Statistical Tools,http://www.ecostat.gr,ECOSTAT,[Errno -2] Name or service not known,
Enhancing Small Area Estimation Techniques to meet European needs,http://www.statistics.gov.uk/methods_quality/eurarea/,EURAREA,404,
Accompanying Measure to R&D in statistics,http://amrads.jrc.it,AMRADS,[Errno -5] No address associated with hostname,
Visual Data Mining System,http://www.atkosoft.com/vitamins,VITAMIN S,200,
Cluster Of Systems of Metadata for Official Statistics,http://www.epros.ed.ac.uk/cosmos,COSMOS,[Errno -2] Name or service not known,
Enhancing Knowledge Management in Enterprises,http://www.ist-enke.com,ENKE,200,
Health throUgh teleMAtics for iNmates,http://www.human-project.ws,HUMAN,200,
Global Education in Manufacturing - EUROPE,http://www.sintef.no/gem,GEM-EUROPE,404,
GEneralized eNvironment for procEsS management in cooperatIve Software engineering,http://www.genesis-ist.org/english/default.htm,GENESIS,[Errno -2] Name or service not known,
DYnamic Inter-Organisational CO-operative NETwork for the Maritime Industry,http://dyconet.balport.com,DYCONET,200,
Estimation and Mapping of Employment Relocation in a Global Economy in the New Communications Environment,http://www.emergence.nu/,EMERGENCE,[Errno -2] Name or service not known,
Global Engineering and Manufacturing in Enterprise Networks,http://globemen.vtt.fi,GLOBEMEN,200,
Lightweight Extensible Agent Platform,http://leap.crm-paris.com/,LEAP,404,
"Methodology, tools and architectures for electronic consistent knowledge management across projects and between enterprises in the construction domain",http://www.e-cognos.org,E-COGNOS,200,
A New Concept For A Fully Integrated Wound Assessment And Monitoring System,http://www.wunsens.info,WUNSENS,[Errno -2] Name or service not known,
Application of new technology to increase access to the cultural heritage of St Albans,http://www.stalbansmuseums.org.uk,CHOSA,403,
Rail Car Asset Management,http://www.civil.ntua.gr/f-man/,F-MAN,200,
Electrical detection of nuclear spin polarization in Si/SiGe heterostructures as the first step to the Nuclear Spin Quantum Computer,http://iaks-www.ira.uka.de/prosecco/,NSP-SI,301,http://crypto.iti.kit.edu/index.php?id=iti-crypto
MOBILE TELE-ECHOGRAPHY USING AN ULTRA-LIGHT ROBOT,http://www.bourges.univ-orleans.fr/otelo,OTELO,301,http://www.bourges.univ-orleans.fr/otelo/
FINancial transactional IC card READer WorkSHOp and disSEmination ACtivities,http://www.finread.com,FINREAD SHOWCASE,200,
Exploring the limits of Fractal Electrodynamics for the future telecomunication technologies,http://www.tsc.upc.es/fractalcoms/,FRACTALCOMS,302,http://www.tsc.upc.es/fractalcoms/index.htm
Injection lasing in organic thin films,http://www.ism.bo.cnr.it/Projects/ILO/,ILO,[Errno -2] Name or service not known,
ALGORITHMS FOR THE MODELLING OF ACOUSTIC INTERACTIONS,http://ftp-dsp.elet.polimi.it/alma/,ALMA,timed out,
Approximation an Online algorithms for Optimization Problems,http://www.informatik.uni-kiel.de/inf/Jansen/appol2/index.html,APPOL II,404,
Second Network on Artificial Olfactory Sensing,http://www.nose-network.org/,NOSE II,Server Error,
Bayesian Inspired Brain and Artefacts: Using probabilistic logic to understand brain function and implement life-like behavioural co-ordination,http://www-biba.inrialpes.fr,BIBA,200,
Experimental and numerical study of reactive flows in complex geometries with relevance to industrial safety for explosion protection,http://batchelor.uc3m.es/expro/expro.html,EXPRO,timed out,
Suppression over a high dynamic range of ase at the rising edge of ultra-intense femtosecond pulses,http://wwwy.ensta.fr/~sharp,SHARP,404,
Frankfurt university large scale facility for biomolecular mr,http://www.biozentrum.uni-frankfurt.de/LSF/index.html,UNIFRANMRLSF,[Errno -2] Name or service not known,
Transnational access to major research infrastructure of wl | delft hydraulics,http://www.wldelft.nl/facil/,MRI 2 AT DELFT,302,https://www.deltares.nl/nl/
Iberian collections of fauna and flora,http://www.museociencias.com/,BIOD-IBERIA,200,
Marine environment tests and research infrastructure,http://www.ifremer.fr/metri,METRI,302,http://www.ifremer.fr/metri/
Active Knowledge Manager Using Dynamic Self-Modifying Knowledge Models,http://www.tupaisystems.co.il/AcknownetSite/,ACKNOWNET,[Errno -2] Name or service not known,
"Design of Process Engineering Machinery with special reference to exceptional mechanical, thermal or chemical application of stress",http://www.imw.tu-clausthal.de/sfb180,,404,
Information and Computer Technology for Collaborative Architectural Design,http://www.accolade.eu.org,,[Errno -2] Name or service not known,
EuroSummer School new analytic and geometric methods in inverse problems/EMS summer school,http://www.math.hut.fi/people/esomersa.html,,410,
"Euroconference on Innovation, Economic Growth, and European Regional Cohesion",http://www.econ.upf.es/crei/meet/innova.htm,,[Errno -2] Name or service not known,
"FORTE/PSTV International Conference on Formal Methods for Distributed Systems and Communication Protocols-Pisa, October 2000",http://forte-pstv-2000.cpr.it,,200,
Spin Effects in Mesoscopic Systems,http://www.cmp.sns.it/Mesospin.htm,,timed out,
Young European Radioastronomers' Conference 2000,http://www.iram.es/yerac/yerac.html,,404,
"10th INTERNATIONAL CONFERENCE ON THE COORDINATION AND ORGANOMETALLIC CHEMISTRY OF GERMANIUM, TIN AND LEAD",http://www.cribx1.u-bordeaux.fr/ub1/iccoc-gtl-10/presentation.htm,,[Errno -2] Name or service not known,
Eurisol- a preliminary design study of the next-generation european isol radioactive nuclear beam facility,http://www.ganil.fr/eurisol/index.html,EURISOL,[Errno -2] Name or service not known,
Adaptive optics operation for lasers,http://www.luli.polytechnique.fr/europe/adaptoolrtd,ADAPTOOL,301,https://portail.polytechnique.edu/luli
Multicultural autonomy: a necessary condition for sustainable development in latin america,http://www.latautonomy.org,LATAUTONOMY,403,
Regeneration of semiarid plant communities: the role of el nino southern oscillation and herbivory control,http://www.biouls.cl/enso/,ELNINO,404,
New native fish species for asian aquaculture: conserving natural genetic reserves and increasing options for sustainable use of aquatic resources,http://www.nrm.se/ve/pisces/ecocarp/,ECOCARP,404,
Policy decision support for sustainable adaptation of china's agriculture to globalisation.,http://www.iiasa.ac.at/research/LUC/,CHINAGRO,404,
Underpinning sustainable ecosystem management of seaweed resources in africa: expanding the seaweed database,http://www.seaweedafrica.org/,SEAWEEDAFRICA,Server Error,
"Integrated structural, functional and comparative genomics of the model legume medicago truncatula",http://medicago.toulouse.inra.fr/EU/,MEDICAGO,200,
Trondheim marine systems research infrastructure,http://www.ntnu.no/trondheim-marine-RI/,MARISYST,404,
Access to large-scale tests in the large wave channel (gwk) of forschungszentrum k?ste (fzk),http://www.unics.uni-hannover.de/fzk,GWK LARGE-SCALE TEST,301,http://www.unics.uni-hannover.de/fzk/
Analysis of marine sediments for paleoenvironmental studies,http://www.paleostudies.uni-bremen.de,PALEOSTUDIES,[Errno -2] Name or service not known,
Transnational access to collections and other ressources at copenhagen biosystematics centre,http://www.zmuc.dk/commonweb/COBICE.htm,ACCESS TO COBICE,200,
Access to the uk astrophysical fluids facility,http://www.ukaff.ac.uk,ACCESS.UKAFF,timed out,
Biological resources management and training,http://www.dsmz.de,BIOREMAT,[Errno -2] Name or service not known,
"Recycling pilot plant facilities for advanced deinking, recycling and chemical treatments of recovered papers",http://www.webctp.com,PAPER RECYCLING,timed out,
Fundamental and applied condensed matter research with neutrons at forschungszentrum juelich (fzj) for european users,http://www.neutronscattering.de,JUELICH NEUTRONS FOR,[Errno -2] Name or service not known,
Access to neutron scattering and imaging facilities at orphee-laboratoire leon brillouin,http://www-llb.cea.fr,ACCESS TO ORPHEE-LLB,[Errno -2] Name or service not known,
"Access to research infrastructures at levnedsmiddelcentret (lmc) to conduct research in forefront topics in food science, as specified in part b.",http://www.levnedsmiddelcentret.dk/mri/,FOOD RESEARCH - LMC,[Errno -2] Name or service not known,
Transnational access to the research infrastructure of the 'son nmr large scale facility for biomolecular research,http://www.nmr.chem.uu.nl/SON_lsf/SONNMRhome.html,SON NMR LSF,[Errno -2] Name or service not known,
"Calypso, giant sediment cores and support.",http://www.ifremer.fr/ifrtp,CALYPSO,[Errno 113] No route to host,
Linneaus center for bioinformatics,http://www.lcb.uu.se,BIOINFORMATICS-LCB,[Errno -2] Name or service not known,
Access to naturhistoriska riksmuseet - high latitude,http://www.nrm.se/highlat/,HIGH LAT,[Errno 113] No route to host,
Access to belgian collections of interest for biodiversity research,http:// www.naturalsciences.be,ABC,[Errno -2] Name or service not known,
Access to : ocean bottom seismic instruments and advanced marine seismic reflection data imaging and analysis,http://www.geomar.de/sci_dpmt/geodyn/ihp_web.html,OBSIDIAN-II,[Errno 113] No route to host,
Access of non german eu-groups to synchroton radiation facilities of the hamburger synchrotronstrahlungslabor hasylab,http://www-hasylab.desy.de,ACCESS TO HASYLAB,[Errno 113] No route to host,
New fields of research in earthquake engineering experimentation,http://www.cen.bris.ac.uk/civil/eerc/,NEFOREE,timed out,
Optimized release from isol targets,http://www.targisol.csic.es,TARGISOL,200,
Novel instrumentation for precision nuclear experiments in traps,http://www.kvi.nl/~trimp/web/html/nipnet.html,NIPNET,404,
An ion trap facility for experiments with highly-charged heavy ions,http://www-linux.gsi.de/~hitrap/,HITRAP,[Errno -2] Name or service not known,
Methodologies and technologies for industrial strength systems engineering,http://www.matisse.qinetiq.com,MATISSE,[Errno -2] Name or service not known,
Cost effective e-business operating services for SMEs,http://www.archimedia.gr/cebos,CEBOS,404,
STRATEGIES OF INCLUSION: GENDER AND THE INFORMATION SOCIETY,http://www.rcss.ed.ac.uk/sigis,SIGIS,404,
Wireless Internet Service Engineering,http://www.wwwise.org,WISE,[Errno -2] Name or service not known,
Macro-Economic and Urban Trends in Europe's Information Society,http://muteis.infonomics.nl/,MUTEIS,403,
Statistics and indicators on the labour market in the e-economy,http://www.stile.be,STILE,[Errno -2] Name or service not known,
"Degap - clos. Gap betw. Design., engin. And mark. In prod. Dev. Proc. In ent. Through an innov. Tool and a design liais. Coach that stim. Team comm. And creat",http://www.atdan.org,@DAN,[Errno -2] Name or service not known,
CeRTificaTion of FINREAD,http://www.finread.com,TRUSTED FINREAD,200,
"Competitive metropolises economic transformation, labour market and competition in european agglomerations",http://www.oeaw.ac.at/isr/comet,COMET,301,http://www.oeaw.ac.at/isr/comet/
Development of an innovative plate multi-effect evaporator for seawater desalination,http://www.easymed-eu.com,EASYMED,[Errno -2] Name or service not known,
Confidence in forecasting of natural attenuation as a risk-based groundwater remediation strategy,http://www.shef.ac.uk/corona/,CORONA,404,
"Multi-sectoral, integrated and operational decision support system for sustainable use of water resources at the catchment scale (MULINO)",http://www.feem.it/web/loc/mulino/,MULINO,[Errno 113] No route to host,
International meeting on canyon systems 2001,http://www.nioz.nl/projects/canyons2001/,CANYONS 2001,404,
Nmr facility for paramagnetic biomolecules,http://www.cerm.unifi.it/parabio.html,PARABIO,403,
Ganil,http://www.ganil.fr/utilisateurs/europe.html,GANIL,[Errno -2] Name or service not known,
Regulatory strategies and research needs to compose and specify a european policy on the application of the precautionary principle,http://precautionary:principle@193.174.157.9/login,PRECAUPRI,Server Error,
Global systems and policy design for the european research area,http://www.uel.ac.uk/innovation/innovation/docs/research/glospera.html,GLOSPERA,404,
The four motors foresight initiative,http://www.foresight.it/,FOMOFO,timed out,
The role of technology policy in incubating european new technology based firms.,http://allserv.rug.ac.be/~rpaemele/vakgroep/websiteRugstrata.doc,INCUPUB,timed out,
"Blueprints for an integration of science, technology and environmental policy",http://www.blueprint-network.net/,BLUEPRINT,200,
Technology and science for the information society - institute sztaki of the hungarian academy of sciences as centre of excellence,http://www.sztaki.hu/sztaki/coe/hunting_summary.jhtml,,404,
Tools for wetland ecosystem resource management in eastern africa,http://www.unisi.it/ecotools,ECOTOOLS,404,
"Barriers to and conditions for the involvement of private capital and enterprise in water supply and sanitation in latin america and africa: seeking economic, social, and environmental sustainability.",http://www.geog.ox.ac.uk/~prinwass/,PRINWASS,404,
Transfer and fate of harmful algal bloom (hab) toxins in european marine waters,http://www.bom.hik.se/~fate/,FATE,[Errno -2] Name or service not known,
FRom smart cards to sMArt Objects Technology,http://format.gemplus.com/format/index.html,FORMAT,403,
Access to the wittgenstein archives at the university of bergen (WAB),http://www.hit.uib.no/wab,WAB,404,
Animal health biosafety research centre cisa-inia,http://www.ahbiosafety-cisa.ws,AHBIOSAFETY-CISA,200,
Access to the synchrotron radiation and ion storage facilities at the astrid accelerator complex.,http://www.isa.au.dk,ASTRID,200,
Integrated research infrastructure in the socio-economic sciences at ceps/instead,http://www.ceps.lu/iriss/iriss.htm,IRISS-C/I,301,http://www.liser.lu/
Precision engineering of plant genes,http://www.pregene.de/,PREGENE,[Errno -2] Name or service not known,
Nutrient-gene interactions in human obesity: implications for dietary guidelines,http://www.nugenob.com,NUGENOB,[Errno -2] Name or service not known,
"Euro Summer School ""Cosmochemistry. The Melting Pot of Elements""",http://www.iac.es/winschool2001/info.html,,302,http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/info.html
CONFERENCE ON ALGEBRAIC TOPOLOGY,http://www.math.sciences.univ-nantes.fr/~franjou/2001.htlm,,403,
8th International Workshop on Plasma Edge Theory in Fusion Devices,http://www.hut.fi/Units/AES/pet8,,Server Error,
Science for Water Policy - Implications of the Habitats Directive,http://www.mariecurie.org,,301,http://mcfa.eu/
Topological Methods in Nonlinear Analysis,http://www.impan.gov.pl/BC/01TMNA.html,,404,
Bioflavono?ds and polyphenols in health and disease,http://imoax1.unimo.it~sfrr/dinard.htm,,[Errno -2] Name or service not known,
Politics and the State: Prospects for Democracy in Contemporary Europe,http://www.uoa.gr/~hpsagr/ did not work on 22/2/01,,404,
International Colloquium on Graph Theory,http://www.liafa.jussieu.fr/~icgt2000,,302,http://www.liafa.univ-paris-diderot.fr/web9/erreurs/erreur404.php
Euro Summer School: Sound-Flow Interactions,http://www.loa.espci.fr/loa/french/cargese2000/cargese.html,,404,
"8th International Conference on Flow Analysis, Warsaw 2000",http://www.congress.pbp.com.pl/flow,,404,
3rd International EuroConference on Advanced Semiconductor Devices and Microsystems 2000,http://nic.savba.sk/~elekdam/,,[Errno -2] Name or service not known,
ICMS Conference on Algebraic Graph Theory,http://www.ma.hw.ac.uk/icms/current/graph/index.html,,404,
2000 IEEE-INNS-ENNS International Joint Conference on Neural Networks,http://www.ims.unico.it/2000ijcnn.html,,[Errno -2] Name or service not known,
Global Riemannian Geometry: curvature and topology,http://www.crm.es,,200,
Second European Symposium on Aerobiology,http://betula.hno.akh-wien.ac.at/s2000,,[Errno -2] Name or service not known,
Tracing Bright and Dark Matter with the New Generation of Large-Scale Surveys,http://www.astrsp-mrs.fr/private/mrs2001/,,[Errno -2] Name or service not known,
Euro Summer School on Risk Assessment for Reproduction,http://www.ifc.pi.cnr.it/essrar,,[Errno -2] Name or service not known,
Coalition Theory Network,http://feem.it/web/activ/_ctn.html,,301,http://www.feem.it/getpage.aspx?id=73&sez=Publications&padre=20&tab=1
2002 Barcelona Conference on Algebraic Topology,http://www.2002bcat.org,,200,
"2nd International Symposium on Obesity and Hypertension Genetics and Molecular Mechanisms 25. - 27. October 2001, Berlin",http://www.isoh.de,,301,http://www.vergleichratenkredit.com/
European Finance Association Meeting 2001,http://goedel.upf.es/EFA/,,[Errno -2] Name or service not known,
Neurobiology of Stress in Health and Disease,http://wwwpharm.leidenuniv.nl/lacdrhomepage/addresses/A or http://www.eurosterone.org,,[Errno -2] Name or service not known,
"Earthquake mechanics, Earth structure and related problems",http://www.ccsem.infn.it,,200,
European Summerschool in Quantum Chemistry -2001,http://www.teokem.lu.se/esqc/01,,404,
2001 ADBIS Conference on Advances in Databases and Information Systems,http://www.science.mii.lt/ADBIS/,,301,http://www.mii.vu.lt/ADBIS/
Visually Impaired Children Kit for Inclusive Education,http://inova.snv.jussieu.fr/vickie/,VICKIE,200,
Citizen Centered Health and Lifestyle Management via Interactive TV: The PANACEIA Health System,http://www.itv4health.org,PANACEIA-ITV,[Errno -2] Name or service not known,
Virtual and Interactive Environments for Workplaces of the Future,http://www.view.iao.fhg.de/,VIEW OF THE FUTURE,302,https://www.iao.fraunhofer.de/lang-de/
Implementation of e-business solutions in SME's to obtain competitive advantage and strengthening regional and European Innovation,http://www.bestcom.dk,BESTCOM,[Errno -2] Name or service not known,
Media-Information Sans Frontieres,http://www.ejc.nl/P1014/mediaisf.html,MEDIA-ISF,404,
Co-operative BIDding in the MEDical sector,http://bidmed.webprofessional.it/,BIDMED,302,http://webprofessional.it/errore.html
Emulated Peripherals for High pErformance Microcontrollers,http://www.atc.gr/ephem/,EPHEM,404,
"Trials Support: supporting and facilitating the execution of IST TRIAL actions through standardisation, technology transfer and exploitation",http://www.spacespa.it/tris/trisportalpro/home/,TRIS,404,
Intelligent Mobility Agent for Complex Geographic Environments,http://www.image-project.com/,IMAGE,301,http://www.buydomains.com/lander/image-project.com?domain=image-project.com&utm_source=image-project.com&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs
Secure & Interoperable Networking for Contactless in Europe,http://www.contactless-club.com/pages/whats_since.htm,SINCE,[Errno -2] Name or service not known,
The Re-naissance Economy ; Strategy And Coordination For Europe,http://www.EUintangibles.net,RESCUE,200,
Flyable MediA fOr Slider based Ultra density optical recording,http://www.ist-famous.de,FAMOUS,403,
Virtual Organisations Cluster,http://cic.vtt.fi/projects/voster/,VOSTER,200,
"Dynamics and Morphogenesis of Branching Structures, from Cells to River Networks",http://pmc.polytechnique.fr/leshouches,,404,
"Financial support for young researchers to participate in the large European Conference ""EPDIC-7""",http://www.icmab.es,,301,http://icmab.es/
"Evolutionary Protistology conference will bring together scientists and students interested in molecular & cell biology, systematic, and evolution of unicellular organisms",http://www.paru.cas.cz/isep/index.htm,,404,
25th European Congress on Molecular Spectroscopy,http://www.qui.uc.pt/~rfausto/eucmos_xxv,,301,http://www.qui.uc.pt/~rfausto/eucmos_xxv/
European Association of Dental Public Health: Use of Fluorides in Promoting Oral Health in Europe,http://www.ucc.ie/dru/confer/index.html,,403,
Seventh International Conference on Nucleus-Nucleus,http://www.gsi.de/NN2000,,404,
Euro Summer School: Dynamics of Molecular Collisions Relevant to the Evolution of Interstellar Matter,http://www.weizmann.ac.il/molecular_school,,302,http://www.weizmann.ac.il/pages/page-not-found
Advances in European Chemistry Research the R&D for the 21St Century By Younger Researchers From University Industrial the National Laboratories,http://www.setforeurope.org,,200,
Recent Advances in Transition Metal Hydride Chemistry,http://www.u-bourgogne.fr/EuroH-2000/,,301,http://www.u-bourgogne.fr/
"Psi-k2000 Conference on ""Ab Initio (from Electronic Structure) Calculations of Complex Processes in Materials""",http://psi-k.dl.ac.uk/psi-k2000,,404,
"International Crop Science Congress, European Society of Agronomy, Hamburg-D, August 2000",http://www.cch.de/,,200,
Singularities. Literature - Science - Responsibility. Humanities in the context of European Educational Policy,http://www.sign-lang.uni-hamburg.de/fb07/lits/singular/singularitaeten.html,,[Errno -5] No address associated with hostname,
"Demarcation Socialised: Or, How Can We Recognise Science When We See It?",http://www.cf.ac.uk/socsi/,,404,
"European Control Conference 1999 in Karlsruhe, Germany",http://hcm.uni-duisburg.de/mrt,,[Errno -2] Name or service not known,
"EuroWorkshops on Advanced Signal Processing: Theory & Implementation for Radar, Sonar & Medical Imaging Systems",http://www.iccs.ntua.gr/eng,,[Errno -2] Name or service not known,
World Polymer Congress IUPAC MACRO 2000 38th Macromolecular IUPAC Symposium,http://www.ch.pw.edu.pl/macro2000,,404,
Third European Congress of Mathematics,http://www.iec.es/3ecm,,[Errno -2] Name or service not known,
First Steps in the Origin of Life in the Universe,http://www.ictp.trieste.it/~chelaf/trieste2000,,302,http://users.ictp.it/~chelaf/trieste2000
"Euroconference Bavar 2000, BAroreflex and cardiovascular VARiability supported by the European Commission, DGXII, Human Potential Programme, High-Level Scientific Conferences.",http://www.charite.de/ch/physio/HK/indexd.htm,,Server Error,
ISAAC NEWTON Institute for Mathematical Sciences Euroconferences in Mathematical Sciences Framework FIVE SERIES ONE,http://www.newton.cam.ac.uk/programs/old_progs/ERN/ernw04.html,,302,http://www-old.newton.ac.uk/programmes/old_progs/ERN/ernw04.html
Space Weather Euro Summer School,http://www.cifs-isss.org/,,200,
Advanced course on algebraic quantum groups,http://mat.uab.es,,302,http://www.uab.cat/matematiques/
Ninth International Symposium on Tubular Structures,http://www.ists9.de,,[Errno -2] Name or service not known,
"Yearly Colloquium of European Group for Organizational Studies, theme of the year 2000 is 'Organizational Praxis'",http://www.hkkk.fi/organisaatiot/egos/,,302,http://www.aalto.fi/organisaatiot/egos/
Complex Analysis and Holomorphic Dynamics,http://www.crm.es/cad2000.html,,301,http://www.mycrmweb.com/
3rd European Conference on Computational Chemistry,http://www.phy.bme.hu/conf/euco,,403,
Excited States in Molecules and Solids. Interplay between Experiment and Theory,http://www.quimica.urv.es/~esms99,,404,
The 6th Barcelona Logic Meeting,http://www.crm.es/6blm,,301,http://www.mycrmweb.com/
Barcelona 2001 EuroPhd Topology Conference: Homotopy Theory and Applications,http://www.crm.es/b2001etc,,301,http://www.mycrmweb.com/
13th International Symposium on Microsomes and drug oxidations,http://www.mafservizi.it/mdo2000,,404,
10 Years of Hercules Euroconference,http://www.polycnrs-gre.fr/hercules.htlm,,404,
First Euro-Mediterranean Topology Meeting,http://mat.uab.es/euro-mtm,,404,
Mechanics and Symmetry Euro Summer School,http://www.inln.cnrs.fr/~montaldi/masie/masess/,,404,
CHIANTI WORKSHOP ON MAGNETIC RESONANCE Electron and Nuclear Relaxation,http://www.cerm.unifi.it/chianti9.html,,403,
XIX International Conference on Magnetic Resonance in Biological Systems,http://www.cerm.unifi.it/icmrbs.html,,403,
European Worldview: Narratives of European Life,http://www.esf.org/euresco/00/hc00158a.htm,,404,
Particle Physics and Gravitation,http://www.esf.org/euresco/02/pc02144,,301,http://www.esf.org/home.html
Mechanisms in Toxicity,http://www.esf.org/euresco,,301,http://www.esf.org/home.html
Human Fungal Pathogens,http://www.esf.org/euresco/03/mc03126,,301,http://www.esf.org/home.html
"3rd Euroconference on ""Magnetic Properties on Fine Particles and their Relevance to Materials Science""",http://www.ffn.ub.es/transport.html,,403,
The Barcelona Conference on Stochastic Inequalities and their applications,http://www.crm.es/stochineq,,301,http://www.mycrmweb.com/
"Research infrastructure for microelectronics development, analysis and characterisation",http://www.nmrc.ie/access/,RIMDAC,200,
European infrastructure for energy reserve optimisation,http://www.pet.hw.ac.uk/eiero/index.htm,EIERO,404,
Thematic network for neutron and muon beam sources- ess extension,http://www.risoe.dk/afm/Neutron_Round_Table.htm,,[Errno -2] Name or service not known,
Intelligent Knowledge and Usage Mining driven Self-restructuring platform,http://www.exodus.gr/iknowumine/index.htm,I-KNOWUMINE,404,
Cyber Tools On-Line Search for Evidence,http://www.ctose.org/info/,CTOSE,404,
