,acronym,title,foundProjectUrl1,classification
5542,SIFTERMETAGENOMICS,Functional annotation of microbial communities in human health and in the environment,http://www.euussciencetechnology.eu/content/functional-annotation-microbial-communities-human-health-and-environment,1
5543,HOBITS,Hot spots in biological transformation of silica,http://www.2020-horizon.com/HOBITS-Hot-spots-in-biological-transformation-of-silica(HOBITS)-s9808.html,1
5544,PANTOTRAIN,PANTOgraph and catenary interaction Total Regulatory Acceptance for the Interoperable Network,http://transport-research.info/project/pantograph-and-catenary-interaction-total-regulatory-acceptance-interoperable-network,1
5545,LESSCCV,Large Eddy and System Simulation to predict Cyclic Combustion Variability in gasoline engines,http://www.transport-research.info/project/large-eddy-and-system-simulation-predict-cyclic-combustion-variability-gasoline-engines,1
5548,SCOOP,Socioeconomic sciences Communicating Outcomes Oriented to Policy,http://www.scoopproject.org.uk/,1
5549,TRANSVAC,European Network of Vaccine Development and Research,http://www.transvac.org/,1
5553,BIOMOB,Biomass Mobilisation,http://www.mwra.ie/European_Union_Projects/BioMobProject.shtml,1
5556,ERRAC ROAD MAP,ERRAC Road Map,http://www.errac.org/roadmap/errac-roadmap-work-packages-deliverables/,1
5563,TRANSFEU,Transport Fire Safety Engineering in the European Union,http://transport-research.info/project/transport-fire-safety-engineering-european-union,1
5568,BIOCONSUS,Research Potential in Conservation and Sustainable Management of Biodiversity,http://www.bioconsus.pl/,1
5571,MOBILI,Strengthening and Sustaining the European Perspectives of Molecular Biotechnology in Lithuania,http://mobili.ibt.lt/,1
5573,COMBINE,Comprehensive Modelling of the Earth system for better climate prediction and projection,http://www.combine-project.eu/,1
5576,IMPLICC,Implications and risks of engineering solar radiation to limit climate change,http://implicc.zmaw.de/,1
5577,YEAR-2010,Young European Arena of Research 2010,http://year2010.fehrl.org/,1
5578,BEMOSA,Behavioral Modeling for Security in Airports,http://bemosa.technion.ac.il/,1
5579,EU-CARGOXPRESS,Greening of surface transport through an innovative and competitive CARGO VESSEL Concept connecting marine and fluvial intermodal ports,http://www.transport-research.info/project/greening-surface-transport-through-innovative-and-competitive-cargo-vessel-concept,1
5581,KORRIDOR,Stimulating and facilitating the participation of European researchers in Korean R D programmes,http://www.access4.eu/southkorea/index.php,1
5582,INDUVIR,Improved gene transfer system to iPS cells in mouse,http://www.biotalentum.hu/research/ongoing-projects/induvir,1
5584,OTC SOCIOMED,ASSESSING THE OVER THE COUNTER MEDICATIONS IN PRIMARY CARE AND TRANSLATING THE THEORY OF PLANNED BEHAVIOUR INTO INTERVENTIONS,http://www.otcsociomed.uoc.gr/joomla/index.php/otcsociomed/executive-summary,1
5586,MSOT,Quantitative real time multi spectral optoacoustic tomography,http://www.euussciencetechnology.eu/content/quantitative-real-time-multi-spectral-optoacoustic-tomography,1
5587,GENSET,Increasing Capacity for Implementing Gender Action Plans in Science,http://www.2020-horizon.com/GENSET-Increasing-capacity-for-implementing-gender-action-plans-in-science(GENSET)-s10056.html,1
5588,CRITICAL STEP,CRITICAL Software Technology for an Evolutionary Partnership,http://www.critical-step.eu/,1
5589,ASTROSURFACE,Modeling the surface properties of small bodies of the inner and outer Solar system,http://beforeitsnews.com/space/2012/10/eu-studying-non-planetary-objects-orbiting-the-sun-2448260.html,1
5593,BESSE,Brokering Environmentally Sustainable Sanitation for Europe,http://www.besse-project.info/,1
5599,SRA AND EPIGENETICS,The SRA domain a connection between DNA methylation and histone modifications within the epigenetic code The Arabidopsis VIM family,http://www.euussciencetechnology.eu/content/sra-domain-connection-between-dna-methylation-and-histone-modifications-within-epigenetic,1
5603,SAFETRIP,Satellite Application For Emergency handling Traffic alerts Road safety and Incident Prevention,http://www.safetrip.eu/,1
5605,CO2NTROL,Integrated Solutions for Noise and Vibration Control in Vehicles,http://www.transport-research.info/project/integrated-solutions-noise-and-vibration-control-vehicles,1
5606,ON-WINGS,ON Wing Ice DetectioN and MonitorinG System,http://www.transport-research.info/project/wing-ice-detection-and-monitoring-system,1
5607,SARTRE,Safe Road Trains for the Environment developing strategies and technologies to allow vehicle platoons to operate on normal public highways with significant environmental safety and comfort benefits,http://www.sartre-project.eu/en/Sidor/default.aspx,1
5609,ACCESS2MEXCYT,Promoting High Quality Research Opportunities for European Researchers in Mexico,http://www.access4.eu/mexico/,1
5610,ROCARE,Roman Cements for Architectural Restoration to New High Standards,"http://www.rocare.eu/page/seite,about-us.html",1
5611,EECALINK,Promotion and facilitation of international cooperation with Eastern European and Central Asian countries,http://www.increast.eu/en/917.php,1
5613,CAMBRELLA,CAMbrella A pan European research network for Complementary and Alternative Medicine CAM,http://cambrella.eu/,1
5620,ORGANIC ELECTRONICS,OPTIMIZATION OF ORGANIC THIN FILM TRANSISTORS FOR PLASTIC ELECTRONICS TOWARDS TRANSPARENT COMPONENTS IN NEW DEVICES,http://www.euussciencetechnology.eu/content/optimization-organic-thin-film-transistors-plastic-electronics-towards-transparent,1
5621,GHG-TRANSPORD,Reducing greenhouse gas emissions of transport beyond 2020 linking R D transport policies and reduction targets,http://www.ghg-transpord.eu/,1
5625,PAIN_TRPV2,Single Particle Cryo Electron Microscopy and Biophysical Characterization of Transient Receptor Potential Vanilloid 2 channel a Three Dimensional Structure Characterization of a Membrane Nociceptor,http://www.euussciencetechnology.eu/content/single-particle-cryo-electron-microscopy-and-biophysical-characterization-transient-receptor,1
5628,PHARVAT,Platform for the Harmonization of Vaccine Adjuvant Testing,http://www.pharvat.eu/,1
5629,SHARE,Seismic Hazard Harmonization in Europe,http://www.share-eu.org/,1
5630,SUPRA,Simulation of Upset Recovery in Aviation,http://supra.aero/home.htm,1
5631,REDD-ALERT,Reducing Emissions from Deforestation and Degradation through Alternative Landuses in Rainforests of the Tropics,http://redd-alert.hutton.ac.uk/,1
5632,HISCREENDIAG,Building a Tool to Evaluate and Improve Health Investments in Screening and Diagnosis of disease,http://healthcompetence.eu/converis/publicweb/person/18344?show=Project,1
5637,SYNBIOSIS,Maximizing Synergies for Central European Biotech Research Infrastructures,http://www.synbiosis.org/NewsData.aspx?IdNews=26&ViewType=Actual&IdType=18,1
5642,ENFIRO,Life Cycle Assessment of Environment Compatible Flame Retardants Prototypical case study,http://www.enfiro.eu/,1
5646,SAFE-HANDOVER,Handover practices assuring patient safety at care transitions from anaesthesia,http://www.2020-horizon.com/SAFE-HANDOVER-Handover-practices-assuring-patient-safety-at-care-transitions-from-anaesthesia(SAFE-HANDOVER)-s10712.html,1
5651,TOSCA,Technology Opportunities and Strategies towards Climate friendly trAnsport,http://www.transport-research.info/project/technology-opportunities-and-strategies-towards-climate-friendly-transport,1
5652,DAPHNE,Developing aircraft photonic networks,http://www.fp7daphne.eu/,1
5653,KNOWSEAS,Knowledge based Sustainable Management for Europe s Seas,http://www.knowseas.com/,1
5654,SUSY,Surfacing System for Ship Recovery,http://www.su-sy.eu/,1
5656,HIGHNOON,HighNoon adaptation to changing water resources availability in northern India with Himalayan glacier retreat and changing monsoon pattern,http://www.eu-highnoon.org/,1
5657,EU CHIC,European Cultural Heritage Identity Card,http://www.eu-chic.eu/,1
5659,ENT II,ERA NET TRANSPORT II,http://transport-era.net/,1
5661,VALIANT,VALidation and Improvement of Airframe Noise prediction Tools,http://www.xnoise.eu/about-x-noise/projects/generation-2-projects/valiant/,1
5662,SAMPLE,Small Area Methods for Poverty and Living Condition Estimates,http://sample-project.eu/,1
5664,CNMIA,A cognitive neuroscientific model of impulsivity and anxiety,http://www.euussciencetechnology.eu/content/cognitive-neuroscientific-model-impulsivity-and-anxiety,1
5668,DIBANET,The Production of Sustainable Diesel Miscible Biofuels from the Residues and Wastes of Europe and Latin America,http://dibanet.org/,1
5671,FOOD INTAKE CONTROL,Environmental factors increasing consumers food intake developing effective intervention strategies to faciliate consumers self control,http://www.euussciencetechnology.eu/content/environmental-factors-increasing-consumers-food-intake-developing-effective-intervention,1
5673,C - LEARNING,Learning context dependent behavior neural and synaptic mechanisms,http://www.euussciencetechnology.eu/content/learning-context-dependent-behavior-neural-and-synaptic-mechanisms,1
5674,NARLYR,THE NARRATIVE LYRIC CONCEPTUAL BLENDING OF SPATIAL SCHEMATA WITH EMOTION IN POETRY AND BEYOND,https://sites.google.com/site/cristobalpagancanovas/research/language-of-emotions,1
5679,SACCESS,Supporting the EU access to South Africa s research and innovation programmes,http://saccess-project.eu/about/theproject,1
5684,ALPHA-CATENIN ROLES,Alpha Catenin regulatory properties and functions during Zebrafish development,http://www.euussciencetechnology.eu/content/alpha-catenin-regulatory-properties-and-functions-during-zebrafish-development,1
5687,KAPPA FLEX MOUSE,Allelic Exclusion of Antibody Gene Expression,http://www.euussciencetechnology.eu/content/allelic-exclusion-antibody-gene-expression,1
5689,SMARTGRIDS-ETPS,Secretariat of the technology platform for the electricity networks of the future SmartGrids ETPS,http://www.smartgrids.eu/,1
5693,OPEN: EU,One Planet Economy Network Europe,http://www.oneplaneteconomynetwork.org/,1
5695,ETICA,Ethical Issues of Emerging ICT Applications,http://www.etica-project.eu/,1
5697,VALORAM,Valorizing Andean microbial diversity through sustainable intensification of potato based farming systems,http://valoram.ucc.ie/,1
5699,GLFEM,Generic Linking of Finite Element based Models,http://www.transport-research.info/project/generic-linking-finite-element-based-models,1
5700,AGING_HORMONE,The reward system in healthy ageing and its modulation by gonadal steroid hormones multimodal neuroimaging studies fMRI PET,http://www.dopaminet.eu/page.php?26,1
5701,COMENVIR,Communicating environmental impacts on water quality availability and use,https://www.cristin.no/app/projects/show.jsf?id=407570,1
5710,PLANT VOLATILES,Evolution of plant volatiles manipulation by vectored pathogens,http://www.euussciencetechnology.eu/content/evolution-plant-volatiles-manipulation-vectored-pathogens,1
5711,ADVITAC,ADVance Integrated composite TailCone,http://www.transport-research.info/project/advance-integrated-composite-tailcone,1
5713,ASSESS,Assessment of Integrated Vehicle Safety Systems for improved vehicle safety,http://www.assess-project.eu/,1
5715,ELUBSYS,Engine LUBrication SYStem technologies,http://www.elubsys.eu/,1
5717,PICAV,Personal Intelligent City Accessible Vehicle System,http://www.transport-research.info/project/personal-intelligent-city-accessible-vehicle-system,1
5720,FIREPROOF,Probabilistic Framework for Onboard Fire Safety,http://www.transport-research.info/project/probabilistic-framework-onboard-fire-safety,1
5721,EUROFLEETS,TOWARDS AN ALLIANCE OF EUROPEAN RESEARCH FLEETS,http://www.eurofleets.eu/np4/home.html,1
5723,CASPER,Child Advanced Safety Project for European Roads,http://www.transport-research.info/project/child-advanced-safety-project-european-roads,1
5724,ASPERA-2,Deepening and Broadening of Astroparticle Physics European Coordination,http://aspera-eu.org/,1
5727,EUZOOS-XXI,EU Zoos and Science in the 21st Century engaging the public in nature conservation,http://www.euussciencetechnology.eu/content/eu-zoos-and-science-21st-century-engaging-public-nature-conservation,1
5728,PSIMEX,Proteomics Standards International Molecular Exchange Systematic Capture of Published Molecular Interaction Data,http://www.psimex.org/,1
5731,PHM-ETHICS,Personalized health monitoring PHM Interdisciplinary research to analyse the relationship between ethics law and psychosocial as well as medical sciences,http://ethics.p-h-m.org/,1
5732,IMVITER,Implementation of Virtual Testing in Safety Regulations,http://www.imviter.com/,1
5734,SAFEGUARD,Ship Evacuation Data and Scenarios,http://www.safeguardproject.info/,1
5738,COMOFARM,Contained Molecular Farming Controllable Contained Systems for High Yield and Consistency,http://www.euussciencetechnology.eu/content/contained-molecular-farming-controllable-contained-systems-high-yield-and-consistency,1
5739,AERO-UKRAINE,Stimulating Ukraine EU Aeronautics Research Cooperation,http://www.transport-research.info/project/stimulating-ukraine-eu-aeronautics-research-cooperation,1
5744,PACI,Adaptation of Pseudomonas aeruginosa to the human host during chronic infections,http://www.euussciencetechnology.eu/content/adaptation-pseudomonas-aeruginosa-human-host-during-chronic-infections,1
5745,CLAP,Cross Layer Algorithms for Phealth,http://www.euussciencetechnology.eu/content/cross-layer-algorithms-phealth,1
5747,NEARCO2,New participation and communication strategies for neighbours of CO2 capture and storage operations,http://www.communicationnearco2.eu/,1
5752,HADRONPHYSICS2,Study of Strongly Interacting Matter,http://hadronphysics2.eu/,1
5754,MICAT,MEDICAL IMAGE ANALYSIS FOR CANCER TREATMENT MONITORING AND TUMOR ATLAS FORMATION,http://vpa.sabanciuniv.edu/phpBB2/vpa_views.php?s=4&serial=39,1
5765,DIVERSITRAITS,Functional diversity in plant communities the role of environmental filters,http://www.euussciencetechnology.eu/content/functional-diversity-plant-communities-role-environmental-filters,1
5766,ACRES,Array of coupled nanoresonators,http://www.euussciencetechnology.eu/content/array-coupled-nanoresonators,1
5767,NANO-CHAPP,Track etched Single Nanopores Advanced Characterisation and New Applications,http://www.euussciencetechnology.eu/content/track-etched-single-nanopores-advanced-characterisation-and-new-applications,1
5769,BACTEROMETRICS,Bioremediation of toxic metals and radionuclides using naturally evolved bacteria capable of intra cellular reduction without oxidative stress,http://www.euussciencetechnology.eu/content/bioremediation-toxic-metals-and-radionuclides-using-naturally-evolved-bacteria-capable-intra,1
5771,PPEPSI,Precipitation pattern effects on plant soil microbial interactions,http://www.euussciencetechnology.eu/content/precipitation-pattern-effects-plant-soil-microbial-interactions,1
5779,FAR-QUAD,FoldAmeRs a new family of G QUADruplex ligands,http://www.2020-horizon.com/FAR-QUAD-FoldAmeRs-a-new-family-of-G-QUADruplex-ligands(FAR-QUAD)-s11411.html,1
5783,ALEF,Aerodynamic loads estimation at extremes of the flight envelope,http://www.transport-research.info/project/aerodynamic-loads-estimation-extremes-flight-envelope,1
5793,HEALTH PROMETHEUS,HEALTH PROfessional Mobility in THe European Union Study,http://www.ehma.org/?q=node/46,1
5801,COURAGE IN EUROPE,COURAGE in Europe COllaborative Research on AGEing in Europe,http://www.courageineurope.eu/,1
5807,CARBOSORB,CARBOSORB Carbon Nano Sorbents for Environmental Remediation,http://about.brighton.ac.uk/carbosorb/mast.html,1
5810,SIM-ON,Single Cell Imaging of Gene Activation during Oxidative Neuron Death Towards Quantitative Systems Approaches,http://www.systemsmedicineireland.ie/research/neuroscience/sim-on-imaging-of-gene-activation-during-oxidative-neuron-death/,1
5819,IMPACTG,Improvement of the research competitiveness in neuroscience at the Ernst Moritz Arndt University of Greifswald,http://www.medizin.uni-greifswald.de/neuroscience_group/,1
5823,NEW INDIGO,Initiative for the Development and Integration of Indian and European Research,http://www.newindigo.eu/,1
5827,IRENE,In silico Rational Engineering of Novel Enzymes,http://www.eu-russia-yos.org/en/1320.php,1
5830,SCARLETT,SCAlable ReconfigurabLe Electronics plaTforms and Tools,http://www.transport-research.info/project/scalable-reconfigurable-electronics-platforms-and-tools,1
5832,AFFINITYPROTEOME,Advanced affinity tools and technologies for high throughput studies of the human proteome,http://affinityproteome.eu/,1
5835,RELATE,REsearch LAbs for TEaching Journalists,http://relateproject.eu/,1
5845,HEALTH-PROT,Proteins in Health and Disease,http://www.healthprot.iimcb.gov.pl/,1
5846,EPHOCELL,Smart light collecting system for the efficiency enhancement of solar cells,http://leitat.org/ephocell/,1
5848,MOBITAG,BUILDING UP MODERN BIOTECHNOLOGIES FOR AGRICULTURE,http://alfa.bc.cas.cz/en/MOBITAG.html,1
5851,PK2-KISS,Physiological characterization of PK2 in the control of fertility and its interaction with kisspeptins,http://www.euussciencetechnology.eu/content/physiological-characterization-pk2-control-fertility-and-its-interaction-kisspeptins,1
5855,INESS,INtegrated European Signalling System,http://iness.eu/,1
5856,IRIS,IRIS Interests Recruitment in Science Factors influencing recruitment retention and gender equity in science technology and mathematics higher education,http://iri.uni-lj.si/data/Projekti/IRIS/irisarhiv/about-iris/index.html,1
5858,FLOWHEAD,Fluid optimisation Workflows for Highly Effective Automotive Development Processes,http://www.transport-research.info/project/fluid-optimisation-workflows-highly-effective-automotive-development-processes,1
5859,EE-VERT,Energy Efficient Vehicles for Road Transport,http://www.transport-research.info/project/energy-efficient-vehicles-road-transport,1
5861,MEDCHAMPS,MEDiterranean studies of Cardiovascular disease and Hyperglycaemia Analytical Modelling of Population Socio economic transitions,http://research.ncl.ac.uk/medchamps/,1
5862,MID-MOD,Mid frequency vibro acoustic modelling tools Innovative CAE methodologies to strengthen European competitiveness,http://www.transport-research.info/project/mid-frequency-vibro-acoustic-modelling-tools-innovative-cae-methodologies-strengthen,1
5865,PROMARC,PROmoting MArine Research Careers,http://www.transport-research.info/project/promoting-marine-research-careers,1
5866,SF-WF-MSF,Wide Field Studies of Star Forming Regions,http://www.euroindiaresearch.org/fp7_india_indiaFP7.htm,1
5869,AISHA II,AIRCRAFT INTEGRATED STRUCTURAL HEALTH ASSESSMENT II,http://www.transport-research.info/project/aircraft-integrated-structural-health-assessment-ii,1
5870,PACT,PAthways for Carbon Transitions,http://pact-carbon-transition.org/,1
5872,IMAPLA,Integrated Maintenance Planning,http://www.redotriandalucia.es/catalog/integrated-maintenan-46/,1
5875,DIVEST,DIsmantling of Vessels with Enhanced Safety and Technology,http://www.divest-project.eu/,1
5876,TELLIBOX,Intelligent MegaSwapBoxes for Advanced Intermodal Freight Transport,http://www.tellibox.eu/,1
5877,ACCENT,Adaptive Control of Manufacturing Processes for a New Generation of Jet Engine Components,http://www.transport-research.info/project/adaptive-control-manufacturing-processes-new-generation-jet-engine-components,1
5878,FLEXA,Advanced flexible automation cell,http://www.transport-research.info/project/advanced-flexible-automation-cell,1
5882,XEROCHORE,An Exercise to Assess Research Needs and Policy Choices in Areas of Drought,http://www.feem-project.net/xerochore/,1
5885,NICHES+,New and Innovative Concepts for Helping European Transport Sustainability Towards Implementation,http://www.transport-research.info/project/new-and-innovative-concepts-helping-european-ttransport-sustainability-towards,1
5886,ACCESS 2 ALL,Mobility Schemes Ensuring Accessibility of Public Transport for All Users,http://www.transport-research.info/project/mobility-schemes-ensuring-accessibility-public-transport-all-users,1
5887,TEENI,Turboshaft Engine Exhaust Noise Identification,http://www.xnoise.eu/index.php?id=383,1
5899,MS COGNITIVE REHAB,Development and Evaluation of a Cognitive Rehabilitation Program for Persons with Multiple Sclerosis,http://eurims.org/,1
5902,I-DCC,The International Data Coordination Centre,http://www.euussciencetechnology.eu/content/international-data-coordination-centre,1
5903,RHP-RMT,The Riemann Hilbert Problem and Random Matrix Theory,http://www.euussciencetechnology.eu/content/riemann-hilbert-problem-and-random-matrix-theory,1
5904,GONDWANA,Origin of biodiversity in Gondwanan Arthropods from phylogeography to phylogenomic,http://www.euussciencetechnology.eu/content/origin-biodiversity-gondwanan-arthropods-phylogeography-phylogenomic,1
5906,CGEUKR,REGULATION OF AIR POLLUTION AND ECONOMIC GROWTH IN UKRAINE GENERAL EQUILIBRIUM APPROACH,http://www.feem.it/getpage.aspx?id=86&sez=Research&padre=18&sub=70&pj=Past,1
5907,PRODUCT-HARM CRISES,When bad things happen to good brands On how to deal with product harm crisis,http://www.2020-horizon.com/PRODUCT-HARM-CRISES-When-bad-things-happen-to-good-brands-On-how-to-deal-with-product-harm-crisis(PRODUCT-HARM-CRISES)-s20915.html,1
5910,EIMID-IAPP,European Initiative for basic research in Microbiology and Infectious Diseases IAPP,http://www.eimid.org/projects/iapp/index.html,1
5913,FANTOM,Full field Advanced Non Destructive Technique for On line Thermo Mechanical Measurements on Aeronautical Structures,http://cappadocia-fp7.eu/fantom-full-field-advanced-non-destructive-technique-for-on-line-thermo-mechanical-measurements-on-aeronautical-structures/,1
5914,WISETRIP,Wide Scale network of E systems for Multimodal Journey Planning and Delivery of Trip Intelligent Personalised data,http://wisetrip-eu.org/,1
5923,CAPRI-RD,Common Agricultural Policy Regionalised Impact The Rural Development Dimension,http://www.ilr.uni-bonn.de/agpo/rsrch/capri-rd/caprird_e.htm,1
5924,EURO-GENE-SCAN,European Genetic Disease Diagnostics,https://www.gatc-biotech.com/en/science/research-development/euro-gene-scan.html,1
5934,ENVIROGENOMARKERS,Genomics biomarkers of environmental health,http://www.envirogenomarkers.net/,1
5935,ERA-ENVHEALTH,Coordination of national environment and health research programmes Environment and health ERA NET,http://www.era-envhealth.eu/servlet/KBaseShow?sort=-1&cid=23174&m=3&catid=23175,1
5941,CLIMATECOST,Full Costs of Climate Change,http://www.climatecost.cc/,1
5942,PERFECTION,PERFORMANCE INDICATORS FOR HEALTH COMFORT AND SAFETY OF THE INDOOR ENVIRONMENT,http://www.ca-perfection.eu/,1
5946,EFFIPRO,Efficient and robust fuel cell with novel ceramic proton conducting electrolyte,http://www.mn.uio.no/smn/english/research/projects/chemistry/effipro/index.html,1
5947,CARMUSYS,Carbohydrate Multivalent Systems as tools to study Pathogen interaction with DC SIGN,http://www.carmusys.iiq.csic.es/,1
5954,ISI-PADAS,Integrated Human Modelling and Simulation to support Human Error Risk Analysis of Partially Autonomous Driver Assistance Systems,http://www.transport-research.info/web/projects/project_details.cfm?id=37254,1
5956,EURISLAM,Finding a Place for Islam in Europe Cultural Interactions between Muslim immigrants and Receiving Societies,http://www.eurislam.eu/,1
5969,SIREN,SIgnals and REgulatory Networks in early plant embryogenesis,http://siren.punkt-international.eu/,1
5970,POPART,Strategy for the preservation of plastic artefacts in museum collections,http://www.getty.edu/conservation/our_projects/science/plastics/index.html,1
5972,TESS,Transactional Environmental Support System,http://www.tess-project.eu/,1
5978,FUTURESYSBIO,Tackling the future challenges in Systems Biology,http://www.2020-horizon.com/FUTURESYSBIO-Tackling-the-future-challenges-in-systems-biology(FUTURESYSBIO)-s12722.html,1
5987,EAWP,European Animal Welfare Platform adding welfare quality to food,http://www.animalwelfareplatform.eu/,1
5989,CONTROLLED SYSTEMS,Deterministic and Stochastic Controlled Systems and Applications,http://www.math.uaic.ro/~ITN_Marie_Curie/,1
5990,NANCORE,Microcellular nanocomposite for substitution of Balsa wood and PVC core material,http://science24.com/paper/30269,1
6005,CONTACT MANIFOLDS,Complex Projective Contact Manifolds,http://www.euussciencetechnology.eu/content/complex-projective-contact-manifolds,1
6007,JAD-PBP,Just and durable peace by piece,http://www.2020-horizon.com/JAD-PBP-Just-and-durable-peace-by-piece(JAD-PBP)-s12915.html,1
6010,SECURINET,Security management in multi radio networks,http://cedric.cnam.fr/~sailhanf/projects/securinet/publication.html,1
6011,SET-DEV,Science Etchics and Technological Responsibility in Developing and Emerging Countries,http://www.euroindiaresearch.org/fp7_india_indiaFP7.htm,1
6012,ANT FUNGI EP,From ecology to mechanisms of the extended phenotype,http://www.euussciencetechnology.eu/content/ecology-mechanisms-extended-phenotype,1
6015,HEREPLUS,HEalth Risk from Environmental Pollution Levels in Urban Systems,http://www.hereplusproject.eu/,1
6018,LIV-ES,Development of culture conditions for the differentiation of hES cells into hepatocytes,http://www.vectalys.com/research-and-development/,1
6019,HYPE,High efficiency consolidated bioprocess technology for lignocellulose ethanol,http://blogs.helsinki.fi/hype-project/,1
6023,AUDIS,Digital Signal Processing in Audiology,http://www.audis-itn.eu/,1
6024,SMILE,Synergies in Multi scale Inter Linkages of Eco social systems,http://www.smile-fp7.eu/,1
6028,LIPOYEASTS,Mobilising the enzymatic potential of hydrocarbonoclastic bacteria and the oleaginous yeast Yarrowia lipolytica to create a powerful cellular production platform for lipid derived industrial materials,http://www.lipoyeasts.ugent.be/,1
6030,DANIELA,Demonstration of ANemometry InstrumEnt based on LAser,http://www.danielaproject.eu/,1
6032,DISCO,Targeted DISCOvery of novel cellulases and hemicellulases and their reaction mechanisms for hydrolysis of lignocellulosic biomass,http://www.disco-project.eu/index.htm,1
6036,FANTOMAS,Femtosecond opto magnetism and novel approaches to ultrafast magnetismat the nanoscale,http://www.2020-horizon.com/FANTOMAS-Femtosecond-opto-magnetism-and-novel-approaches-to-ultrafast-magnetismat-the-nanoscale(FANTOMAS)-s13190.html,1
6037,MARPAH,Marine Micro Algae as Global Reservoir of Polycyclic Aromatic Hydrocarbon Degraders,http://www.euussciencetechnology.eu/content/marine-micro-algae-global-reservoir-polycyclic-aromatic-hydrocarbon-degraders,1
6041,TOPCRYST,Novel tools for crystallisation of macromolecules,http://lssc.chem.demokritos.gr/Funding/Funding.html,1
6047,IN-STREAM,INtegrating MainSTREAM Economic Indicators with those of Sustainable Development,http://www.ecologic.eu/2510,1
6049,LIPIDOMICNET,Lipid droplets as dynamic organelles of fat deposition and release Translational research towards human disease,http://www.lipidomicnet.org/index.php/EU_Framework_VII_project_%22LipidomicNet%22,1
6050,RCIMPACT,Numerical and Experimental Investigation of Reinforced Concrete Structures Subjected to Impact Loads,http://web.iyte.edu.tr/~selcuksaatci/rc_impact.htm,1
6052,READNA,REvolutionary Approaches and Devices for Nucleic Acid Analysis,http://www.cng.fr/READNA/,1
6058,EUROSYSTEM,European Consortium for Systematic Stem Cell Biology,https://www.eurosystemproject.eu/,1
6059,DEVANI,Design of a vaccine to immunize neonates against GBS infections through a durable maternal immune response,http://www.devaniproject.org/,1
6063,DYNADEM,Dynamics of Automobile Demand,http://www.euussciencetechnology.eu/content/dynamics-automobile-demand,1
6064,FUNRESO,FUNctional structural plant models for improved estimation of crop and soil status based on REmote Sensing Observations,http://www.ict-agri.eu/user-profile/2908,1
6065,QDS,New strategies for bioconjugation to quantum dots Study of protein nucleic acids and protein protein interactions using fluorescence resonance energy transfer through quantum dot protein conjugates,http://www.euussciencetechnology.eu/content/new-strategies-bioconjugation-quantum-dots-study-protein-nucleic-acids-and-protein-protein,1
6068,FEBOL,Iron binding organic ligands,http://www.euussciencetechnology.eu/content/iron-binding-organic-ligands,1
6070,APO-SYS,Apoptosis systems biology applied to cancer and AIDS An integrated approach of experimental biology data mining mathematical modelling biostatistics systems engineering and molecular medicine,http://www.systemsmedicineireland.ie/research/colorectal-cancer/apo-sys/,1
6077,OXFORDWINSTON,The effects of lineage differentiation into pancreatic beta cells on the immunogenicity of amniotic fluid stem cells,http://www.euussciencetechnology.eu/content/effects-lineage-differentiation-pancreatic-beta-cells-immunogenicity-amniotic-fluid-stem,1
6081,NANOCOAT,Development of Self lubricating Nanocomposite Coatings impregnated with in situ formed MoS2 for Tribological Applications,http://www.euroindiaresearch.org/fp7_india_indiaFP7.htm,1
6086,DAD,Anomaly detection in distributed networks,http://www.euussciencetechnology.eu/content/anomaly-detection-distributed-networks,1
6089,PRATIQUE,Enhancements of Pest Risk Analysis Techniques,https://secure.fera.defra.gov.uk/pratique/,1
6098,OPENTOX,OpenTox An Open Source Predictive Toxicology Framework,http://www.opentox.org/,1
6105,DENDREAMERS,Functional liquid Crystalline dendrimers Synthesis of New Materials Resource for New Applications,http://www.unizar.es/dendreamers/,1
6110,ACEOLE,Data Acquisition Electronics and Optoelectronics for LHC Experiments,http://www.cern.ch/aceole,1
6116,OFFSHORE FSI,FLUID STRUCTURE INTERACTIONS IN OFFSHORE ENGINEERING,http://www.euussciencetechnology.eu/content/fluid-structure-interactions-offshore-engineering,1
6117,CEECEC,CSO Engagement with Ecological Economics,http://www.ceecec.net/,1
6119,EFORTT,Ethical Frameworks for Telecare Technologies For Older People at Home,http://www.lancaster.ac.uk/efortt/,1
6122,PEOPLENETWORK,Trans national co operation among National Contact Points for Marie Curie Actions People NCP s,http://slideplayer.com/slide/3918/,1
6125,MARIE,Multimodal Activity Recognition for Interactive Environments,http://www.jamieward.net/research/MARIE/,1
6132,CLARIN,Common Language Resources and Technology Infrastructure,http://www.clarin.eu/,1
6133,INSTRUCT,Integrated Structural Biology Infrastructure,https://www.structuralbiology.eu/,1
6134,LIFEWATCH,Life Watch,http://www.lifewatch.eu/,1
6137,SOMFLOOD,Compositional Changes of Sedimentary Organic Matter from a 100 year Flood Deposit Insights into Event Driven Processes in the Coastal Ocean,http://www.euussciencetechnology.eu/content/compositional-changes-sedimentary-organic-matter-100-year-flood-deposit-insights-event,1
6138,GENS,Genomic Approach to Study the Role of Bacterioplankton in the Sulfur Cycle,http://www.euussciencetechnology.eu/content/genomic-approach-study-role-bacterioplankton-sulfur-cycle,1
6142,MALACTRES,Multi drug resistance in malaria under combination therapy Assessment of specific markers and development of innovative rapid and simple diagnostics,http://www.itg.be/itgtool_v2/Projecten/Project.asp?PNr=335201,1
