acronym,title,projectUrl,,,,,,,,,,,,,,,,,,,,,,
INROUTE,Roteamento e gestão de stocks,,,,,,,,,,,,,,,,,,,,,,,
reVer,Modelação do desempenho de ciclo de vida de edifícios vernáculos portugueses - contributos para a sustentabilidade do edificado,,,,,,,,,,,,,,,,,,,,,,,
STEM,STEM - formação de madeira em condições de seca: significado funcional da anatomia,,,,,,,,,,,,,,,,,,,,,,,
CancerSys,CancerSys - Modelação multiscala para a terapia personalizada de metástases ósseas,,,,,,,,,,,,,,,,,,,,,,,
Chlamy4Future,Chlamy4future: Melhoramento da produção de biocombustível via regulação do metabolismo primário pela simulação de stress abiótico. Serão as quatro novas quinases dependentes do cAMP potenciais alvos para engeneharia genética em estirpes de Chlamydomonas?,,,,,,,,,,,,,,,,,,,,,,,
BIOMORPH,Auto-organização de morfologias computacionais bio-inspiradas para robots,,,,,,,,,,,,,,,,,,,,,,,
UI 775 - 2013,Projecto Estratégico - UI 775 - 2013-2014,,,,,,,,,,,,,,,,,,,,,,,
UI 3126 - 2013,Projecto Estratégico - UI 3126 - 2013-2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - LA 14 - 2013-2014,,,,,,,,,,,,,,,,,,,,,,,
BoostBDNF:RETT,Receptores de adenosina: novos alvos farmacologicos para o tratamento do sindroma de Rett,,,,,,,,,,,,,,,,,,,,,,,
BIOFILMRELEASE,Análise do transcriptoma das células libertadas de biofilmes de Staphylococcus epidermidis após o contacto com componentes de sangue humano,,,,,,,,,,,,,,,,,,,,,,,
CarbPol-µ-Algae,Polissacarídeos de microalgas: potencial de aplicação biotecnológica com base na sua estrutura,,,,,,,,,,,,,,,,,,,,,,,
SparseCoding,Codificação hierarquizada esparsa em tempo real para o reconhecimento de objetos em cenas complexas,,,,,,,,,,,,,,,,,,,,,,,
STL-QuaD,Scanning tunneling luminescence for semiconductor quantum dot characterization,,,,,,,,,,,,,,,,,,,,,,,
Graph-TMO,Compósitos de grafeno e óxidos de metais de transição para eléctrodos de supercondensadores,,,,,,,,,,,,,,,,,,,,,,,
,Caracterização da atividade eferente do sistema nervoso simpático na resistência à insulina induzida pelos corpos carotídeos,,,,,,,,,,,,,,,,,,,,,,,
,Biomarcadores de fibrose miocárdica na identificação precoce dos portadores de miocardiopatia hipertrófica.,,,,,,,,,,,,,,,,,,,,,,,
Neuco,Dos neurónios ao comportamento: um estudo exaustivo do comportamento de cortejamento da Drosophila fêmea,,,,,,,,,,,,,,,,,,,,,,,
EvoEnhancer,Duplicaçoes génicas recentes em Drosophila como modelo de estudo de evoluçao de enhancers,,,,,,,,,,,,,,,,,,,,,,,
ORFEUS,ORFEUS - A reforma tridentina e a música no silêncio claustral: o mosteiro de S. Bento de Cástris,,,,,,,,,,,,,,,,,,,,,,,
EVOSEXUAL,Evoluçao sexual das algas castanhas multicelulares (EVOSEXUAL),,,,,,,,,,,,,,,,,,,,,,,
COMDUNES,COMDUNES - As comunidades das dunas interiores seguem uma sucessão ecológica estrita?,,,,,,,,,,,,,,,,,,,,,,,
Pardais,Os 'Pardais de Darwin' - um novo modelo para o estudo da especiação na natureza?,,,,,,,,,,,,,,,,,,,,,,,
,Criação de espirais positivas no trabalho: Expressão emocional e feedback positivo,,,,,,,,,,,,,,,,,,,,,,,
EMBRYOSIGNALING,Comunicação Notch-Wnt na regulação do desenvolvimento embrionário pré-implantação,,,,,,,,,,,,,,,,,,,,,,,
EnergySSMART,Refrigeradores magnéticos sólidos energeticamente eficientes,,,,,,,,,,,,,,,,,,,,,,,
QercCom,Determinantes ambientais da estrutura das comunidades e da função dos ecossistemas: uma avaliação a partir das comunidades de sobreiro (Quercus suber) da Península Ibérica.,,,,,,,,,,,,,,,,,,,,,,,
DECAF,Estudo Exploratório de Falhas em Aplicações Distribuídas na Cloud,,,,,,,,,,,,,,,,,,,,,,,
CONCERTO,Montagem de componentes garantida com análise circular para eficiência energética de alta integridade em sistemas multicore,,,,,,,,,,,,,,,,,,,,,,,
ACCUS,Controlo Adaptativo e Cooperativo em (Sub)Sistemas Urbanos,,,,,,,,,,,,,,,,,,,,,,,
INVAXEN,"Biologia da invasão de Xenopus laevis na Europa: ecologia, impactos e modelos preditivos",,,,,,,,,,,,,,,,,,,,,,,
,Optimização de MALDI-TOF MS para determinação da viabilidade celular bacteriana com vista a uma potencial aplicação na indústria alimentar,,,,,,,,,,,,,,,,,,,,,,,
,Proteína Mob1: um fator crítico na replicação do Toxoplasma gondii,,,,,,,,,,,,,,,,,,,,,,,
Smooth_Progeria,Desvendar a vulnerabilidade das células do musculo liso de pacientes com Progeria- Smooth_Progeria,,,,,,,,,,,,,,,,,,,,,,,
,Efetividade relativa dos inibidores da aromatase vs tamoxifeno em doentes com cancro da mama precoce,,,,,,,,,,,,,,,,,,,,,,,
TEIPL,"Laboratório de Empreendedorismo, Tecnologia e Política de Inovação",,,,,,,,,,,,,,,,,,,,,,,
Ire1-PD,Modulação de Ire1 para prevenir a doença de Parkinson,,,,,,,,,,,,,,,,,,,,,,,
Eco-H2O,Ar-2-Água: Produção de água potável a partir do ar,,,,,,,,,,,,,,,,,,,,,,,
SIRTHD,Papel da sirtuina 3 na função mitochondrial e desacetilação de alvos mitocondriais: relevância para a doença de Huntington,,,,,,,,,,,,,,,,,,,,,,,
OXIPOLY,"OXIPOLY - Novo processo envolvendo reacções consecutivas de Oxidação-Polimerização para a produção de novos polímeros, diretamente a partir de matérias-primas renováveis",,,,,,,,,,,,,,,,,,,,,,,
Electroteen,"Rotinas, reflexividade e mudança no consumo de energia associado ao uso dos media eletrónicos pelos adolescentes em tempo de escassez",,,,,,,,,,,,,,,,,,,,,,,
EnAcoMIMOCo,Concepção de Receptores Acústicos Submarinos Avançados para Comunicações MIMO (EnAcoMIMOCo),,,,,,,,,,,,,,,,,,,,,,,
IAAPE,Indicadores de Acessibilidade e Atratividade Pedonal: Ferramenta de avaliação e gestão da caminhabilidade urbana,,,,,,,,,,,,,,,,,,,,,,,
SCIN,Navegação Inteligente em Intervenção Cardíaca através da interpretação de dados Ecocardiográficos 3D em Tempo Real com Modelos Personalizados de RM,,,,,,,,,,,,,,,,,,,,,,,
PTS-PushToSwim,Análise biomecânica das partidas individuais e estafetas em natação: actualização de conhecimentos e dispositivos tecnológicos para||avaliação do desempenho das partidas,,,,,,,,,,,,,,,,,,,,,,,
E2web,"Dinamicas de inovação em aeronautica e na Embraer em Évora: uma plataforma distributiva para iniciativas empresariais, emprego e desenvolvimento de capacidades",,,,,,,,,,,,,,,,,,,,,,,
VR2Market,VR2Market: Desenvolvimento dum Produto para Monitorização Móvel e Vestível da Saúde de Profissionais de Primeira Resposta e de outras Profissões de Risco,,,,,,,,,,,,,,,,,,,,,,,
CardioBDP,Mécanismos de cardioproteção por polifenoís de pequenos frutos,,,,,,,,,,,,,,,,,,,,,,,
bio-CHIP,Bio-CHIP - Uso de uma biblioteca de nano titanium para avaliar efeitos numa biblioteca de genes de Enchytraeus crypticus: construção de um bio-CHIP económico.,,,,,,,,,,,,,,,,,,,,,,,
,O outro Lado do Espelho: Transporte de ARNm e Atividade Celular não Autónoma na Unidade Germinativa Masculina,,,,,,,,,,,,,,,,,,,,,,,
READ-N170,Será a lateralização hemisférica do potencial de reconhecimento de palavras N170 modulada pelas estratégias de leitura?,,,,,,,,,,,,,,,,,,,,,,,
PRIMED-UCX,Pré-Condicionamento de Células Mesenquimatosas da Matriz do Cordão Umbilical (UCX®) Como Forma de Incrementar a Potência Terapêutica Para a Artrite Reumatóide,,,,,,,,,,,,,,,,,,,,,,,
CORATAM,Controlo de Robots Aquáticos para a Realização de Tarefas Marítimas,,,,,,,,,,,,,,,,,,,,,,,
,Mecanismo molecular de transferência de melanina na pigmentação da pele,,,,,,,,,,,,,,,,,,,,,,,
NULL,Onde os humanos e os chimpanzés se encontram: aferindo simpatria em África usando uma abordagem multi-camada,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Colateral, restrições de financiamento, e incentivos dos credores: Evidência de uma experiência natural",,,,,,,,,,,,,,,,,,,,,,,
NULL,"Efeitos do fracasso escolar nos componentes afectivos da aprendizagem: Relação com as auto-representações, emoções, orientações motivacionais e ambientes de aprendizagem",,,,,,,,,,,,,,,,,,,,,,,
NULL,Regulação do ritmo do Relógio Embrionário: um passo em frente no controlo temporal da diferenciação celular,,,,,,,,,,,,,,,,,,,,,,,
NULL,Concepção de texturas de spin para magnetoelectronica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Alvejamento da Óxido Nítrico Sintase com complexos de Re(I)/99mTc(I) contendo derivados da L-Arg: Um estudo estrutura-actividade,,,,,,,,,,,,,,,,,,,,,,,
MYELOTEN,Desregulação da hematopoiese por sobre-expressão de interleucina 10: implicações para o desenvolvimento de doenças hematológicas.,,,,,,,,,,,,,,,,,,,,,,,
INSIDE,INSIDE: Sistemas Inteligentes de Robôs em Rede para Interacção Simbiótica com Crianças com Atrasos de Desenvolvimento,,,,,,,,,,,,,,,,,,,,,,,
RHAPSODY ,Avaliação de Intervenções e Estratégias na Demência do Jovem,,,,,,,,,,,,,,,,,,,,,,,
ADAP-MED,"Estão as atuais tomadas de decisão ""adaptadas para internalizar a adaptação"" na elaboração de políticas?",,,,,,,,,,,,,,,,,,,,,,,
IAMAT,Introdução de tecnonogias baseadas em materiais avançados nas indústrias da mobilidade.,,,,,,,,,,,,,,,,,,,,,,,
MT4M,Tradução Automática Para Microblogues,,,,,,,,,,,,,,,,,,,,,,,
CardioRegen,CardioRegen: Estudos integrattivos do embrião à geração multifacetada em larga escala de progenitores de miocárdio derivados de células hES para reparação cardiaca.,,,,,,,,,,,,,,,,,,,,,,,
DODYCOEL,Dinâmica de domínios no controle de fluxo de eletrões,,,,,,,,,,,,,,,,,,,,,,,
SPATAX-QUEST,"Identificação de novos genes responsáveis por degeneração espinocerebelosa utilizando uma combinação de screening genómico, sequenciação de nova geração e validação biológica in vitro e in vivo",,,,,,,,,,,,,,,,,,,,,,,
ReMARK ,KIC Matérias-Primas,,,,,,,,,,,,,,,,,,,,,,,
AHA,AHA: Assistência Humana Aumentada,,,,,,,,,,,,,,,,,,,,,,,
Hyrax,Hyrax: Crowd-Sourcing de Dispositivos Móveis para o Desenvolvimento de Edge-Clouds,,,,,,,,,,,,,,,,,,,,,,,
MaternalThyroid,Contribuição das hormonas da tiróide materna no desenvolvimento embrionário de teleósteos,,,,,,,,,,,,,,,,,,,,,,,
VineResist,Marcadores metabólicos de resistência ao míldio em videira,,,,,,,,,,,,,,,,,,,,,,,
CLIC - ,CLIC: Cognição e Linguagem em crianças portuguesas com implante coclear.,,,,,,,,,,,,,,,,,,,,,,,
TAKE-OFF,"Novas ""pistas"" para a bioconversão de lenhocelulósicos em combustíveis para a aviação",,,,,,,,,,,,,,,,,,,,,,,
InDeGrass,Indução de defesas anti-herbivoria em ervas marinhas,,,,,,,,,,,,,,,,,,,,,,,
CHIMP-TOOL-USE,Uso de ferramentas pelos chimpanzés da Guiné-Bissau e complexidade comportamental,,,,,,,,,,,,,,,,,,,,,,,
NULL,Jazz em Portugal: Os legados de Luís Villas-Boas e do Hot Clube de Portugal,,,,,,,,,,,,,,,,,,,,,,,
NULL,Papel fisio-patológico da ecto-5`-nucleotidase - um novo alvo para neuroprotecção,,,,,,,,,,,,,,,,,,,,,,,
NULL,Inferência Robusta em Modelos com Expectativas Racionais,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estruturas MEMS de filmes finos de silício com excitação de ressonância de modos vibracionais em volume para aplicações em RF MEMS integraveis com circuitos CMOS (RF-MEMS),,,,,,,,,,,,,,,,,,,,,,,
NULL,Qais: Análise quantititativa de sistemas reactivos: fundamentos e algoritmos,,,,,,,,,,,,,,,,,,,,,,,
NULL,INSPIRE - Estudo Instrumental dos Terramotos Portugueses 1900-1960,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 57 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 688 - 2014,Projecto Estratégico - UI 688 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4033 - 2014,Projecto Estratégico - UI 4033 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 76 - 2014,Projecto Estratégico - UI 76 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 167 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 310 - 2014,Projecto Estratégico - UI 310 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 434 - 2014,Projecto Estratégico - UI 434 - 2014,,,,,,,,,,,,,,,,,,,,,,,
VIHDUAVAX,"Combinação de dois péptidos da gp41 para uma nova vacina profilática, neutralizante do VIH-1 e inibidora da depleção dos CD4.",,,,,,,,,,,,,,,,,,,,,,,
MEMOTRADE,Memória social de práticas e profissões em comunidades costeiras: o papel do conhecimento local na adaptação às alterações climáticas,,,,,,,,,,,,,,,,,,,,,,,
Ceratool,Desenvolvimento de ferramentas cerâmicas de corte com base em um processo de fabricação FAST / SPS,,,,,,,,,,,,,,,,,,,,,,,
MOFSS_InescP,Escalonador de Sistemas de Produção MTO,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 13 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 447 - 2014,Projecto Estratégico - UI 447 - 2014,,,,,,,,,,,,,,,,,,,,,,,
Mic-MiRs-AD,Decrifrar como os microRNAs regulam o fenótipo da microglia na Doença de Alzheimer,,,,,,,,,,,,,,,,,,,,,,,
MFS-stress,Transportadores da Superfamília de Facilitadores Principais no contexto do melhoramento agrícola sustentável: estudos exploratórios,,,,,,,,,,,,,,,,,,,,,,,
PLCe em Cancro,Mecanismos e relevância da diminuída expressão da Fosfolípase C épsilon em cancro,,,,,,,,,,,,,,,,,,,,,,,
PT100 Offspring,Filhos de Centenários: ambivalências intergeracionais e exigências de cuidado,,,,,,,,,,,,,,,,,,,,,,,
HCVLPvac,Abordagens moleculares para o estabelecimento de um processo de produção de uma vacina para Hepatite C em linhas celulares de insecto.,,,,,,,,,,,,,,,,,,,,,,,
MICROSEED,Revestimento de sementes com inoculantes microbianos: uma abordagem ecotecnológica para agricultura sustentável,,,,,,,,,,,,,,,,,,,,,,,
UI 436 - 2014,Projecto Estratégico - UI 436 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 701 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 3213 - 2014,Projecto Estratégico - UI 3213 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 297 - 2014,Projecto Estratégico - UI 297 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 314 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 729 - 2014,Projecto Estratégico - UI 729 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 332 - 2014,Projecto Estratégico - UI 332 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 717 - 2014,Projecto Estratégico - UI 717 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 733 - 2014,Projecto Estratégico - UI 733 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4059 - 2014,Projecto Estratégico - UI 4059 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4032 - 2014,Projecto Estratégico - UI 4032 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4083 - 2014,Projecto Estratégico - UI 4083 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4040 - 2014,Projecto Estratégico - UI 4040 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 647 - 2014,,,,,,,,,,,,,,,,,,,,,,,
,Proteção e Recuperação de Sistemas de Redes Interdependentes,,,,,,,,,,,,,,,,,,,,,,,
PLASMOHOME,Caracterização do mecanismo molecular envolvido na retenção de esporozoitos de Plasmodium nos sinusoides hepáticos,,,,,,,,,,,,,,,,,,,,,,,
GALNC,método Genérico de Amplificação Linear com Componentes Não lineares para sistemas de comunicação sem fio de banda larga,,,,,,,,,,,,,,,,,,,,,,,
HivKIomics,HivKIomics - novos desenvolvimentos no diagnóstico de lesão tubular e nefrotoxicidade em doentes infectados pelo VIH,,,,,,,,,,,,,,,,,,,,,,,
,Quitosana: uma alternativa para reduzir o dióxido de enxofre no vinho? - A perspectiva das leveduras,,,,,,,,,,,,,,,,,,,,,,,
,AVALIAÇÃO DA FRAGILIDADE NA POPULAÇÃO IDOSA E ESTRATIFICAÇÃO DOS RISCO DE QUEDAS E INCAPACIDADE: DETERMINAÇÃO DE UM ÍNDICE OBJECTIVO E SIMPLIFICADO DE FRAGILIDADE,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização do controlo de qualidade do reticulo endoplasmatico para a proteína F508del-CFTR: potenciais alvos terapêuticos para a Fibrose Quística,,,,,,,,,,,,,,,,,,,,,,,
NULL,RetroInf - Desenvolvimento de Soluções Inovadoras para Reabilitação de Paredes de Enchimento,,,,,,,,,,,,,,,,,,,,,,,
NULL,Dissecando o impacto de mutações ganho-de-função do gene IL7R em leucemia T,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Betões de elevado desempenho reforçado com fibras em soluções inovadoras: concepção, caracterização e controlo de qualidade.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Determinantes da incidência de cancro do estômago e do esófago no norte de Portugal,,,,,,,,,,,,,,,,,,,,,,,
NULL,Modelação mecânica e simulação numérica de comportamento de nanotubos de carbono,,,,,,,,,,,,,,,,,,,,,,,
NULL,Sistemas de Tipos Avançados para Programação Multicore,,,,,,,,,,,,,,,,,,,,,,,
NULL,Geografia do Estado de Saúde - Uma aplicação do Índice de Saúde da População nos últimos 20 anos (GeoHealthS),,,,,,,,,,,,,,,,,,,,,,,
NULL,"Agricultura em Portugal: Alimentação, Desenvolvimento e Sustentabilidade (1870-2010)",,,,,,,,,,,,,,,,,,,,,,,
NULL,Papel do tecido adiposo na resposta imunitária à infecção por N. caninum,,,,,,,,,,,,,,,,,,,,,,,
NULL,Compatibilidade funcional do complexo de replicação como determinante de virulência nos vírus influenza,,,,,,,,,,,,,,,,,,,,,,,
NULL,specSTM: Memória Transaccional por Sofwtare com Suporte a Especulação ao Nível da Tarefa,,,,,,,,,,,,,,,,,,,,,,,
UI 66 - 2014,Projecto Estratégico - UI 66 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 678 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 74 - 2014,Projecto Estratégico - UI 74 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 319 - 2014,Projecto Estratégico - UI 319 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 685 - 2014,Projecto Estratégico - UI 685 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4005 - 2014,Projecto Estratégico - UI 4005 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 21 - 2014,Projecto Estratégico - UI 21 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 417 - 2014,Projecto Estratégico - UI 417 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4067 - 2014,Projecto Estratégico - UI 4067 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 92 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4036 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 707 - 2014,Projecto Estratégico - UI 707 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4106 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 408 - 2014,,,,,,,,,,,,,,,,,,,,,,,
,Descoberta e caracterização de enzimas envolvidas na degradação da lenhina e celulose,,,,,,,,,,,,,,,,,,,,,,,
HQVida,Influência das Condições Higrotérmicas Interiores na Qualidade de Vida Humana em Habitação Social,,,,,,,,,,,,,,,,,,,,,,,
STIMULUS,Avaliação in-vitro de métodos de estimulação para regeneração óssea na interface de implantes ortopédicos,,,,,,,,,,,,,,,,,,,,,,,
,"Activismo juvenil em rede: media digitais, movimentos sociais e cultura participativa entre jovens activistas",,,,,,,,,,,,,,,,,,,,,,,
FISHDSLM,"Desenvolvimento de métodos não invasivos de imagiologia ""light sheet"" para o estudo de circuitos neuronais em animais durante comportamento natural",,,,,,,,,,,,,,,,,,,,,,,
,Investigação e desenvolvimento de Multi-Gap RPCs com revestimentos de B4C para detectores de neutrões térmicos sensíveis à posição,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 143 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 97 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 15 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 195 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4080 - 2014,Projecto Estratégico - UI 4080 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 527 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 19 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 78 - 2014,Projecto Estratégico - UI 78 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 70 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4107 - 2014,Projecto Estratégico - UI 4107 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4011 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 145 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 516 - 2014,Projecto Estratégico - UI 516 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4028 - 2014,Projecto Estratégico - UI 4028 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 631 - 2014,Projecto Estratégico - UI 631 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Biofilmes em úlcera de pé diabético: caracterização de virulência e ""comunicação"" de principais isolados",,,,,,,,,,,,,,,,,,,,,,,
NULL,Novos fármacos para a prevenção das infecções do vírus Herpes Simplex tipo 1,,,,,,,,,,,,,,,,,,,,,,,
NULL,Clausulas de Rescisão em Contratos de Trabalho: O Impacto na Política de Promoção de Trabalhadores e na sua Mobilidade,,,,,,,,,,,,,,,,,,,,,,,
NULL,Experimentação em Mercados «Two Sided»,,,,,,,,,,,,,,,,,,,,,,,
NULL,Fibras e Estruturas Têxteis Piezoeléctricos para sensorização e armazenamento de energia,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - LA 4 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 3 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
MAS-G2,MAS-G2 : Simulação Multi-Agente de Governança Global,,,,,,,,,,,,,,,,,,,,,,,
 Arrowhead,Arrowhead - Serviços de Automação Colaborativa,,,,,,,,,,,,,,,,,,,,,,,
InForest,"Inforest - Centro de Investigação e Inovação em ""Matérias-primas florestais não-lenhosas""",,,,,,,,,,,,,,,,,,,,,,,
EVOGENDUP,Evolução regulatória e funcional após duplicação génica,,,,,,,,,,,,,,,,,,,,,,,
COURAGE-PD,Avaliação Abrangente e Não Enviesada de Fatores de Risco Genéticos e Ambientais para a Doença de Parkinson,,,,,,,,,,,,,,,,,,,,,,,
ACTIFCare,ACTIFCare: Acesso Atempado a Cuidados Formais na Demência,,,,,,,,,,,,,,,,,,,,,,,
GlioEx,Nanoengineered exosomes to treat glioma,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4041 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 215 - 2014,Projecto Estratégico - UI 215 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4043 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4066 - 2014,Projecto Estratégico - UI 4066 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 520 - 2014,Projecto Estratégico - UI 520 - 2014,,,,,,,,,,,,,,,,,,,,,,,
MaRFlex,Mão robótica flexível com pele microelectromecânica deformável(para próteses médicas e aplicações na área da robótica industrial),,,,,,,,,,,,,,,,,,,,,,,
BIOTERFACE,"Concepção de interfaces, superfícies e revestimentos biocompatíveis e personalizado para lentes intraoculares (IOLs)",,,,,,,,,,,,,,,,,,,,,,,
SurfLenses,Modificações superficiais para controlo da libertação de fármacos a partir de lentes oftálmicas terapêuticas,,,,,,,,,,,,,,,,,,,,,,,
ENRECOM,Micro-encapsulação de Componentes Reactivos em Revestimentos,,,,,,,,,,,,,,,,,,,,,,,
NanoEFEct,Efeito de nanoparticulas com fluorescência para deteção em fase inicial de colorretal adenocarcinomas,,,,,,,,,,,,,,,,,,,,,,,
Innovate,Identificação de novos bioterapêuticos e desenvolvimento de sistemas de expressão,,,,,,,,,,,,,,,,,,,,,,,
SusCity,SusCity: Modelação de sistemas urbanos para a promoção de transições criativas e sustentáveis,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 681 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 4097 - 2014,Projecto Estratégico - UI 4097 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 308 - 2014,Projecto Estratégico - UI 308 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 91 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 284 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 3122 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 93 - 2014,Projecto Estratégico - UI 93 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 13 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 502 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 511 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 3182 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4033 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4105 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 6 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 199 - 2011-2012,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 822 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 44 - 2014,Projecto Estratégico - UI 44 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4081 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 526 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 239 - 2014,Projecto Estratégico - UI 239 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4082 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 150 - 2014,Projecto Estratégico - UI 150 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 99 - 2014,Projecto Estratégico - UI 99 - 2014,,,,,,,,,,,,,,,,,,,,,,,
NULL,Projecto Estratégico - UI 4084 - 2014,,,,,,,,,,,,,,,,,,,,,,,
UI 712 - 2014,Projecto Estratégico - UI 712 - 2014,,,,,,,,,,,,,,,,,,,,,,,
