acronym,title,projectUrl
BIOSTRUCT,Complex structural and multifunctional Parts from enhanced Wood-based Composites - eWPC,http://www.biostructproject.eu
CPSI,Changing Perceptions of Security and Interventions,http://cpsi-fp7.eu/
SUSTAINCOMP,Development of Sustainable Composite Materials,http://www.sustaincomp.eu
H-KNOW,Advanced Infrastructure for Knowledge Based Services for Buildings Restoring,http://www.h-know.eu/
MULTILAYER,Rolled multi material layered 3D shaping technology,http://multilayer.4m-association.org/
CLIMATECOST,Full Costs of Climate Change,
PERFECTION,"""PERFORMANCE INDICATORS FOR HEALTH, COMFORT AND SAFETY OF THE INDOOR ENVIRONMENT""",
SABIP,Silks as Biomimetic Ideals for Polymers: SABIP,
POPFULL,System analysis of a bio-energy plantation: full greenhouse gas balance and energy accounting,
NKT IN HERPES,The role of natural killer T cells in the early stages of the herpes simplex virus infection in skin,
PBL-PMES,"""Atmospheric planetary boundary layers: physics, modelling and role in Earth system""",
ORPHEE,Innovative propellants in hybrid propulsion technology and its applications in space transportation,http://www.orphee-fp7-space.eu
EFFIPRO,Efficient and robust fuel cell with novel ceramic proton conducting electrolyte,
CARMUSYS,Carbohydrate Multivalent Systems as tools to study Pathogen interaction with DC-SIGN,
HG-197 MEHG ASSESS,Evaluation of Methyl-mercury production and decomposition by using Hg-197 radiotracer produced out of mercury enriched in Hg-196 isotope,
FEED,"""FEAST Extension, Enhancement and Demonstration project""",
DNLP,The development of neural systems for language,
STERRPA,Development of a Spatio-Temporal-Energetic Radiation Research Platform for Animals,
ASIANPOPCULTURES,Popular Culture and Regionalization in East and Southeast Asia,
INFLAMMATIONPAIN,Role of spinal anti-inflammatory lipid mediators in inflammation and arthritis-induced pain,
ISI-PADAS,Integrated Human Modelling and Simulation to support Human Error Risk Analysis of Partially Autonomous Driver Assistance Systems,
FRIDA,Fostering Regional Innovation and Development through Anchors and Networks: A Cross Regional Comparison in an Evolving International Context,
EURISLAM,Finding a Place for Islam in Europe: Cultural Interactions between Muslim immigrants and Receiving Societies,
LEUKEMIA AND VEGF,Role of angiogenesis in leukemia,
BAO AND DARK ENERGY,Baryonic Acoustic Oscilations as a Robust Probe for Dark Energy,
NOTCHIT,NOTCH SIGNALING IN DEVELOPMENT AND PATHOLOGY,
BRAINCAV,NONHUMAN ADENOVIRUS VECTORS FOR GENE TRANSFER TO THE BRAIN,
ESCOR,Environmnental stresses in a scleractinian coral-dinoflagellate symbiosis: a genomics approach,
GIPIO,Gastro-intestinal Peptides in Obesity,http://www.gipio.eu
HYDROSOFC,Design oriented flow distribution optimization of the solid oxide fuel cell stack operating under electric load,
AXREGEN,"""Axonal regeneration, plasticity & stem cells""",
ABSOLUTISM,Absolutism as political language in early modern European discourse on statecraft,
GLOBALHIATLAS,Measurement of the global characteristics of Relativistic Heavy Ion Collisions with the ATLAS detector at LHC,
ADENOSINE-RECEPTOR,Identification of the protein interactome of the A2A-adenosine receptor,
MATHCARD,Mathematical Modelling and Simulation of the Cardiovascular System,
DEMHOW,Demographic Change and Housing Wealth,http://www.birmingham.ac.uk/research/activity/social-policy/chasm/projects/demhow.aspx
MULTILINKS,"""How demographic changes shape intergenerational solidarity, well-being, and social integration: A multilinks framework""",http://www.multilinks-project.eu/
MULTISCAFFOLD,A new strategy for the diversity-oriented synthesis of skeletally diverse alkaloid-like compounds for chemical genetic studies,
GEITONIES,Generating Interethnic Tolerance and Neighborhood Integration in European Urban Spaces,
YOUNEX,"""Youth, unemployment, and exclusion in Europe: A multidimensional approach to understanding the conditions and prospects for social and political integration of young unemployed""",http://www.younex.unige.ch/
EVONET,Evolution of gene regulatory networks in animal development,
CROSS-TALK,Health-promoting cross-talk between intestinal microbiota and Humans,
INNODRIVE,Intangible Capital and Innovations: Drivers of Growth and Location in the EU,
SIREN,SIgnals and REgulatory Networks in early plant embryogenesis,
NANOMAGDYE,MAGNETIC NANOPARTICLES COMBINED WITH SUBMICRONIC BUBBLES AND DYE FOR ONCOLOGING IMAGING,http://www.nanomagdye.fr/
POPART,Strategy for the preservation of plastic artefacts in museum collections,
ROLEG-SIG-ACCREDIT,The roles of legitimacy and significance in higher education accreditations,
TESS,Transactional Environmental Support System,
PILGRIM,Preventing community and nosocomial spread and infection with MRSA ST 398 - instruments for accelerated control and integrated risk management of antimicrobial resistance,
STAR-NET TRANSPORT,European Network to Support the Sustainable Surface Transport SMEs,
MEDIATE,MEthodology for Describing the Accessibility of Transport in Europe,
EMIDA,Coordination of European Research on Emerging and Major Infectious Diseases of Livestock,
ESTEEM,“Enhancing Safety and security aspects in Transport rEsearch in the EuroMediterranean region”,
FUTURESYSBIO,Tackling the future challenges in Systems Biology,
GLOBINN,The changing nature of Internationalization of Innovation in Europe: impact on firms and the implications for innovation policy in the EU,
LIGHT INDUCED SWITCH,Nanoporous Materials and Supramolecular Clusters for Light Induced Electronic Switches,
EURO-CAT-CSCL,Collaboration awareness tool for CSCL users (Euro-CAT-CSCL),
AEROPATH,"""The identification, characterisation and exploitation of novel Gram-negative drug targets.""",
BILAT-RUS,Enhancing the bilateral S&T Partnership with the Russian Federation,
KESTCAP,Korea-EU Science and Technology Cooperation Advancement Programme,
PSICOPOPS,Post-settlement events influence on coral population structure: A multi-scale analysis along a latitudinal gradient,
VCVCL,Vector Control for Visceral and Cutaneous Leishmaniasis,
EAWP,European Animal Welfare Platform:adding welfare quality to food,
CELLSEC,Studying Plant Cell Secretion and Membrane Trafficking,
CONTROLLED SYSTEMS,Deterministic and Stochastic Controlled Systems and Applications,
NANOINDENT,Creating and disseminating novel nanomechanical characterisation techniques and standards,http://www.nanoindent.eu
NANCORE,Microcellular nanocomposite for substitution of Balsa wood and PVC core material,
ESIS,Energy signaling in the stress response,
HCV HOST TRAFFICKING,Subversion of host trafficking machinery by Hepatitis C Virus to promote viral replication,
IWTHEGAR,Iwasawa theory of Galois representations,
CRYPTO OBFUSCATION,New Directions in Cryptographic Program Obfuscation,
ADPROGRES,Alzheimer disease progression: Molecular studies of Abeta amyloid peptides aggregation and trafficking in neuronal cells,
EPICENTROMERE,Determining the Epigenetic Mechanism of Centromere Propagation,
GLOREA,CENTRE FOR GLOBAL AND REGIONAL ETHNOGRAPHIES AT AARHUS UNIVERSITY,
ROLE OF TCR AFFINITY,Study and modification of T-cell receptor structure to enhance anti-tumor activity,
MTOC FUNCTION,Microtubule organizing centers and microtubule nucleation in mitosis,
DIABETIC EMBRYOPATHY,Molecular Mechanisms in Diabetic Embryopathy,
ADACOM,Adaptive Control for Metal Cutting,http://www.adacom.eu.com/about.aspx
AIRCRAFT DECON.,"""Airliner Decontamination for Infection Control – Transition to the European Engineering, Regulatory and Operational Context""",
METABOLICSYNDROME,Role of the chylomicron and HDL pathways in the development of obesity and insulin resistance,
MODSIMTEX,Development of a rapid configuration system for textile production machinery based on the physical behaviour simulation of precision textile structures,http://www.modsimtex.eu
SWARMITFIX,Self reconfigurable intelligent swarm fixtures,http://www.swarmitfix.eu
CORONA,Customer-Oriented Product Engineering of Micro and Nano Devices,http://www.corona-mnt.eu/
CHAMELEON,Production Dependent Adaptive Machine Tool,http://www.chameleonproject.eu
NOVELTREE,Novel tree breeding strategies,http://www.noveltree.eu
ADVENTITIA,The arterial adventitia: a critical actor in atherosclerotic plaque progression and stability?,
CHAPERONES IN ND,The Role of Molecular Chaperones in Parkinson' s Disease,
SSB REPAIR,Molecular analysis of single-strand break repair (SSBR) in human cells,
ROD-SHAPING PROTEINS,Discovery and characterization of factors coupling the cytoskeleton to cell wall biogenesis in Bacillus subtilis,
NPKM,Identification of novel protein kinases required for meiosis,
PATHO IRON,Cytosolic iron metabolism in unicellular eukaryotic pathogens,
EMRES,Establishing the meiotic recombination-initiation epigenetic code in the yeast Saccharomyces cerevisiae,
TRANSMEX,"""The Balance between Transport and Mechanical Issues in 3D Regenerative Tissues, Using the Perfusion Bioreactor""",
ENCI-LOWCARB,European Network engaging CIvil society in Low Carbon scenarios,
COGEPRBN,Molecular characterization of the PrBn locus and some other QTLs controlling homeologous recombination in Brassica napus,
DYNAMIC PROTEINS,Determination of molecular dynamics in membrane proteins and protein fibrils using novel solid-state NMR methods,
CONTACT MANIFOLDS,Complex Projective Contact Manifolds,
INDUCT,Investigating Normative and Descriptive Uses of Confirmation Theory,
APICOLIPID,Lipidomic Analysis and functional study of the lipid biosynthesis of the plastid of Apicomplexa parasites,
JAD-PBP,Just and durable peace by piece,
GE.M.IC.,"""Gender, Migration and Intercultural Interactions in the Mediterranean and South East Europe: an interdisciplinary perspective.""",
GLOBAM,Global biodiversity of arbuscular mycorrhizal fungi: taxonomic and functional patterns,
IMAGINGELECTRONS,Photoelectron Imaging and Spectroscopy of biomolecules using VUV light,
CCECON,Assessment of Economic Impacts of Climate Change in Cyprus,
SECURINET,Security management in multi-radio networks,
SET-DEV,"""Science, Etchics and Technological Responsibility in Developing and Emerging Countries""",
ANT FUNGI EP,From ecology to mechanisms of the extended phenotype,
CRIC,Identity and Conflict. Cultural Heritage and the re-construction of identities after conflict,
PRIV-WAR,Regulating privatisation of “war”: the role of the EU in assuring the compliance with international humanitarian law and human rights,http://priv-war.eu/
ATLAS,"""Armed Conflicts, Peacekeeping, Transitional Justice: Law as Solution""",http://projetatlas.univ-paris1.fr
EURO-FESTIVAL,Art Festivals and the European Public Culture,http://www.euro-festival.org/
NMD-CHIP,Development of targeted DNA-Chips for High Throughput Diagnosis of NeuroMuscular Disorders,http://www.nmd-chip.eu/
CSOCONTRIBUTION2SCP,Partnering to Enhance Civil Society Organisations’ Contribution to Research in Sustainable Consumption & Production,
HEREPLUS,HEalth Risk from Environmental Pollution Levels in Urban Systems,
ÆRTOS,Associated European Research and Technology Organisations,
ADAPTIVE SPECIATION,Evolution of reproductive barriers and its implications for adaptive speciation,
REPLACES,Restorative Plasticity At Corticostriatal Excitatory Synapses,http://www.replaces-pd.org
NEURO.GSK3,GSK-3 in neuronal plasticity and neurodegeneration: basic mechanisms and pre-clinical assessment,http://med.kuleuven.be/neurogsk3/gsk3.html
LIV-ES,Development of culture conditions for the differentiation of hES cells into hepatocytes,
HYPE,High efficiency consolidated bioprocess technology for lignocellulose ethanol,
PHAGOSYS,"""Systems biology of phagosome formation and maturation, modulation by intracellular pathogens""",
MITIN,INTEGRATION OF THE SYSTEM MODELS OF INSULIN SIGNALLING AND OF MITOCHONDRIAL FUNCTION AND ITS APPLICATION IN THE STUDY OF COMPLEX DISEASES,
MUGPCEE,Modeling Urban Growth Patterns in Central and Eastern Europe with Agent Based Systems and Cellular Automata,
FOCUS-BALKANS,"""Food Consumer Science in the Balkans: Frameworks, Protocols and Networks for  a better knowledge of food behaviours""",http://www.focus-balkans.org/
CESSDA-PPP,PREPARATORY PHASE PROJECT FOR A MAJOR UPGRADE OF THE COUNCIL OF EUROPEAN SOCIAL SCIENCE DATA ARCHIVES (CESSDA) RESEARCH INFRASTRUCTURE,
SSM-ILOPSH,Single spin manipulation in locally oxidized p-type semiconductor heterostructures,
AUDIS,Digital Signal Processing in Audiology,
STRAINMAP,3D contour and strain mapping for non-destructive evaluation of engineering components,
EELIAD,European Eels in the Atlantic: Assessment of Their Decline,http://www.eeliad.com/
AGAPAC,Advanced GaN packaging,http://www.agapac.eu
PROTEINCHARGEDENSITY,Quantitative analysis of atomic polarization and protein-ligand electrostatic interactions via charge density studies in proteins: insights from ultra-high resolution crystallography,
MEDIA & CITIZENSHIP,Media and Citizenship:  Transnational Television Cultures  Reshaping Political Identity in the European Union,http://www.media-citizenship.eu/
PEGGED,"""Politics, Economics and Global Governance: The European Dimensions""",http://pegged.cepr.org
VICO,"""Financing Entrepreneurial Ventures in Europe : Impact on innovation, employment growth, and competitiveness""",http://www.vicoproject.org
SMILE,Synergies in Multi-scale Inter-Linkages of Eco-social systems,
VITAL,Integrated Monitoring and Control of Foodborne Viruses in European Food Supply Chains,http://www.eurovital.org
AIMS,Advanced Impacts evaluation Methodology for innovative freight transport Solutions,
FISHPOPTRACE,Fish Population Structure and Traceability,
SARNISSA,Sustainable Aquaculture Research Networks in Sub Saharan Africa,
LIPOYEASTS,Mobilising the enzymatic potential of hydrocarbonoclastic bacteria and the oleaginous yeast Yarrowia lipolytica to create a powerful cellular production platform for lipid-derived industrial materials,
RELIAWIND,"""Reliability focused research on optimizing Wind Energy systems design, operation and maintenance: Tools, proof of concepts, guidelines & methodologies for a new generation.""",
JAKFISH,Judgement and Knowledge in Fisheries including Stakeholders,
TB-STEP,Strategies for the eradication of bovine tuberculosis,http://www.vigilanciasanitaria.es/tb-step/
RENEWALL,Improving Plant Cell Walls for Use as a Renewable Industrial Feedstock,http://www.renewall.eu/
METSOFC,Development of next generation metal based SOFC stack technology,
DANIELA,Demonstration of ANemometry InstrumEnt based on LAser,
TECC-AE,Technologies Enhancement for Clean Combustion in Aero-engines,
DISCO,Targeted DISCOvery of novel cellulases and hemicellulases and their reaction mechanisms for hydrolysis of lignocellulosic biomass,
AGRIPOLICY,Enlargement Network for Agripolicy Analysis,http://www.agripolicy.net
GENETICS OF CASTE,Quantitative Genetics of Caste in Social Insects,
NFFA,Nanoscience Foundries and Fine Analysis,
ILL20/20,The Upgrade of the Institut Laue-Langevin (ILL),
DITANET,novel DIagnostic Techniques for future particle Accelerators: A Marie Curie Initial Training NETwork,
FANTOMAS,Femtosecond opto-magnetism and novel approaches to ultrafast magnetismat the nanoscale,
CHROMELIM,"""Chromosome elimination in plant wide hybrids – explaining the phenomenon and applying lessons from a model system in Hordeum to problems of speciation, gene introgression and breeding new crop plants.""",
MARPAH,Marine Micro-Algae as Global Reservoir of Polycyclic Aromatic Hydrocarbon Degraders,
PRIME,PRedicting Individual fish response as a Measure of Environmental change,
BREATH,Characterization of biomarkers in breath of lung and breast cancer patients,
NEURONAL POLARITY,Pyramidal neuron polarity decisions during migration and axonal outgrowth in the developing mammalian cerebral cortex,
DAC OF BREF,Dynamics and Control of Breath Figures,
TOPCRYST,Novel tools for  crystallisation of macromolecules,
GASMEMS,Gas Flows in Micro Electro Mechanical Systems,http://www.gasmems.eu
COSI,Chloroplast Signals,
IHACS,"""Wide-Band, Self-Calibrating, CMOS-Integrated HALL Magnetometer for Current Sensing Applications""",
FASTQUAST,Ultrafast control of quantum systems by strong laser fields,
CORES,Components for Ocean Renewable Energy Systems,
ITN-LAN,Initial Training Network: Lateralized Attention Networks,
FACEPA,Farm Accountancy Cost Estimation and Policy Analysis of European Agriculture,http://facepa.slu.se/
IN-STREAM,INtegrating MainSTREAM Economic Indicators with those of Sustainable Development,
FUTUREFARM,Integration of Farm Management Information Systems to support real-time management decisions and compliance of management standards,http://www.futurefarm.eu/
TEAMPEST,Theoretical Developments and Empirical Measurement of the External Costs of Pesticides,http://www.eng.auth.gr/mattas/teampest/
ENERGYPOPLAR,Enhancing Poplar Traits for Energy Applications,http://www.energypoplar.eu/
EURO ARGO,Global Ocean Observing Infrastructure,
LIPIDOMICNET,Lipid droplets as dynamic organelles of fat deposition and release: Translational research towards human disease,
RCIMPACT,Numerical and Experimental Investigation of Reinforced Concrete Structures Subjected to Impact Loads,
RELICTOAK,"""The genetics of enduring isolation: diversity, gene flow and offspring performance in glacial relict tree populations""",
READNA,REvolutionary Approaches and Devices for Nucleic Acid Analysis,
EUCAAD,European Consortium for Anticancer Antibody Development,
EURIPFNET,"""European IPF Network: Natural course, Pathomechanisms and Novel Treatment Options in Idiopathic Pulmonary Fibrosis""",http://www.pulmonary-fibrosis.net
NEUROGLIA,Molecular and cellular investigation of neuron-astroglia interactions: Understanding brain function and dysfunction,http://www.neuroglia.eu/welcome.php
IPODD,IBD: proteases offer new targets for drug discovery,http://www.ipodd.eu
TARCC,Targeting alpha-particle emitting radionuclides to combat cancer,http://www.tarcc.org/
EUCILIA,"""Pathophysiology of rare diseases due to ciliary dysfunction: nephronophthisis, Oral-facial-digital type 1 and Bardet-Biedl syndromes""",http://www.eucilia.eu
PATIENTPARTNER,Identifying the Needs for Patients Partnering in Clinical Research,http://www.patientpartner-europe.eu/
PREPOBEDIA,NOVEL PREP1-DEPENDENT TRANSCRIPTIONAL NETWORKS IN THE CONTROL OF INSULIN SENSITIVITY,http://www.prepobedia.org/
TOBI,Targeting OBesity-driven Inflammation,http://www.tobi-project.eu/
RNAFLU,EFFECT OF NATURAL VIRAL RNA SEQUENCE VARIATION ON INFLUENZA VIRUS RNA FUNCTION,
INEF,Inhibiting Nef: a novel drug target for HIV-host interactions,
EURIPIDES,EUropean Research initiative to develop Imaging Probes for early In-vivo Diagnosis and Evaluation of response to therapeutic Substances,http://www.euripides-europe.com/
ADAMANT,ANTIBODY DERIVATIVES AS MOLECULAR AGENTS FOR NEOPLASTIC TARGETING,http://www.adamant-fp7.eu
EURADRENAL,Pathophysiology and natural course of autoimmune adrenal failure in Europe,http://www.euradrenal.org
DECANBIO,Novel MS-based strategies to Discover and Evaluate Cancer Biomarkers in urine: Application to Diagnosis of Bladder Cancer,http://decanbio.eu
ADAPT,Adipokines as Drug Targets to Combat Adverse Effects of Excess Adipose Tissue,http://www.adapt-eu.net/
ONCOMIRS,MicroRNAs and Cancer: From Bench to Bedside,http://med.kuleuven.be/cme-mg/oncomirs/index.html
NEUROPT,Non-invasive imaging of brain function and disease by pulsed near infrared light,
HIV ACE,Targeting assembly of infectious HIV particles,http://www.hiv-ace.eu
THINC,"""TARGETING HIV INTEGRATION CO-FACTORS, TARGETING CELLULAR PROTEINS DURING NUCLEAR IMPORT OR INTEGRATION OF HIV""",
TB-VIR,Mycobacterium tuberculosis W-Beijing genetic diversity and differential virulence and host immune responses,
SPACEBRAIN,Space coding in hippocampo-entorhinal neuronal assemblies,http://www.ntnu.no/cbm/spacebrain
EUROSYSTEM,European Consortium for Systematic Stem Cell Biology,
CRUMBS IN SIGHT,Restoring Mueller glia cell – photoreceptor interactions with Crumbs,http://crfb.univ-mrs.fr/Crumbs/
MEMOSAD,Memory loss in Alzheimer disease: underlying mechanisms and therapeutic targets,http://www.verum-foundation.de/memosad
DEVANI,Design of a vaccine to immunize neonates against GBS infections through a durable maternal immune response,
E3ANDTGFBINCANCER,Role of E3 Ub-ligases in TGF-beta signaling and tumorigenesis,
INEST,Intuitive Ethics and Sensitive Technologies,
TMG,"""Intellectual relations between Western Europe and Latin America, 1918-1939""",
EVOLUTION ON ISLANDS,Evolution in island birds: testing patterns and investigating mechanisms,
SLIDELAWS,Constraining Geomorphic transport laws for mass wasting processes,
DYNADEM,Dynamics of Automobile Demand,
FUNRESO,FUNctional-structural plant models for improved estimation of crop and soil status based on REmote Sensing Observations,
QDS,New strategies for bioconjugation to quantum dots. Study of protein-nucleic acids and protein-protein interactions using fluorescence resonance energy transfer through quantum-dot-protein conjugates,
EBONE,European Biodiversity Observation Network; a project to design and test a biodiversity observation system integrated in time and space,
CAREX,Coordination Action for Research Activities on Life in Extreme Environments,
FEBOL,Iron binding organic ligands,
CSAM,Coronal Seismology and Magnetoseismology,
APO-SYS,"""Apoptosis systems biology applied to cancer and AIDS. An integrated approach of experimental biology, data mining, mathematical modelling, biostatistics, systems engineering and molecular medicine""",
NMFRDISASTER,Identifying the Needs of Medical First Responder in Disasters,
AMEN,"""Enlightenment on America, America on Enlightenment: historical writing in debate and the shaping of eurocentrism at the end of the Eighteenth century""",
HR-MOB,Croatian Researchers' Mobility Network,
MOREBRAIN,Brain Circulation - From Brain Drain to Brain Gain,
DISCOVER EUROPE,“Discover Europe”- Romanian Mobility Centre initiative to strengthen ERA-MORE,
HQS,Hybrid Quantum Systems - Integrating Atomic/Molecular and Solid Sate Quantum Systems,
OXFORDWINSTON,The effects of lineage differentiation into pancreatic beta-cells on the immunogenicity of amniotic fluid stem cells,
BRAIN TOUCH,3D Flexible Probe for Deep Brain Stimulation and Recording,
COMPACT BINARIES,Compact Binaries as Gravitational-Wave Sources,
LAB ASTROPHYSICS,Laboratory astrophysics: High resolution IR atomic spectroscopy and radiative lifetimes for astrophysical analysis,
"""CELL SHAPE, FLY""",Control of cell shape in the peripodial membrane of the wing disc of Drosophila melanogaster,
SRF COFACTORS,Cell Biology of SRF cofactors,
TGF-BETA AND CANCER,Regulating TGF-beta signalling at the transcriptional level and in cancer,
TEJAM,Novel Antimicrobials from Endophytes of Northern Medicinal Plants,
2MODEACHIP,Interacting two-component quantum gases in micro-magnetic traps,
OGPLIE,“Ortega y Gasset’s Philosophy of Life and His Idea of Europe”,
NANOCOAT,Development of Self-lubricating Nanocomposite Coatings impregnated with in-situ formed MoS2 for Tribological Applications,
GEOPAL,"""GEOARCHAEOLOGY, PALEOENVIRONMENTS AND LUMINESCENCE GEOCHRONOLOGY IN THE EASTERN ALPINE REALM AND SOUTH AFRICA DURING THE LAST GLACIAL CYCLE (115-11 ka)""",
AHICA,Autotrophic-Heterotrophic Interactions in Cyanobacterial Aggregates,
TBX5-NKX2,Crystallographic and biochemical studies of the human TBX5-Nkx2-5-DNA complex,
PROCAVET,Proxies from cave deposits: testing their sensitivity using the current period of global change,
COPACETIC,"""COPD Pathology: Addressing Critical gaps, Early Treatment and Innovative Concepts""",http://www.copacetic-study.eu/
DISTORTION,"""Predicting and managing weld induced distortion in thin-walled, steel structures""",
DAD,Anomaly detection in distributed networks,
26S PROTEASOME,Subunit localization of the Drosophila 26S proteasome by means of 3D cryo electron microscopy,
3D NANOCHEMISCOPE,Combined SIMS-SFM Instrument for the 3-Dimensional Chemical Analysis of  Nanostructures,http://www.3dnanochemiscope.eu
H2SUSBUILD,Development of a clean and energy self-sustained building in the vision of integrating H2 economy with renewable energy sources,http://www.h2susbuild.ntua.gr/
ICPCNANONET,"""A web-based repository of nanoscience and nanotechnology publications, database of researchers and online forum, to inform and facilitate networking between EU and ICPC RTD""",http://www.icpc-nanonet.org
MDSPM,Equipment and Methodology for Multi-Dimensional Scanning Probe Microscopy,http://www.mdspm.eu
FRESP,Advanced first response respiratory protection,http://www.rma.ac.be/fp7-fresp
ARBO-ZOONET,International network for capacity building for the control of emerging viral vector borne zoonotic diseases,
PRATIQUE,Enhancements of Pest Risk Analysis Techniques,
SYMBIOSIS-EU,"""Scientific sYnergisM of nano-Bio-Info-cOgni Science for an Integrated system to monitor meat quality and Safety during production, storage, and distribution in EU""",http://www.symbiosis-eu.net/
TARPOL,Targeting environmental pollution with engineered microbial systems á la carte,http://www.sb-tarpol.eu/
INTERMALTRAINING,Intervention strategies against malaria,
GIST,"""Globalization, Investment, and Services Trade""",
SALSEA-MERGE,Advancing understanding of Atlantic Salmon at Sea: Merging Genetics and Ecology to resolve Stock-specific Migration and Distribution patterns,
PHDVIRTA,Physically-based Virtual Acoustics,
HITEA,"""Health Effects of Indoor Pollutants: Integrating microbial, toxicological and epidemiological approaches""",
BID,Brains in Dialogue: Brain Science at the service of European citizens,http://www.neuromedia.eu
NBT,Nonautonomous Bifurcation Theory,
CARBOSCHOOLS+,European network of regional projects for school partnerships on climate change research,
EXTGEOMFOL,Integral formulae and extrinsic geometry of foliations,
SPINAPPS,Spin Torque Oscillators for Wireless and Radar Applications,
NANOSCALE,Understanding interactions between cells and nanopatterned surfaces,http://www.nanoscale-fp7.eu/
PURESP,Covariant quantization of the superstring,
CMSMURECOTRIGBSM,Muon reconstruction and trigger optimization towards   early beyond the Standard Model discovery at the LHC with the CMS   detector,
OPENTOX,OpenTox - An Open Source Predictive Toxicology Framework,
TRANS-NET,"""Transnationalisation, Migration and Transformation: Multi-Level Analysis of Migrant Transnationalism (TRANS-NET)""",
RURALJOBS,New Sources of Employment to Promote the Wealth-Generating Capacity of Rural Communities,http://www.ruraljobs.org/
EUCUNET,European Children´s Universities Network,
NANODETECT,Development of nanosensors for the detection of quality parameters along the food chain,http://www.nanodetect.eu
FACIT,Faith-Based Organisations and Exclusion in European Cities,
BISNES,Bio-Inspired Self-assembled Nano-Enabled Surfaces,
NAMASTE,Nanostructured Magnetic Materials for Nanospintronics,http://namaste-project.net
ADAMOD,Plug-in ADAptronic MODules for real-time errors (Thermal & Vibration) compensation and superfine positioning in reconfigurable high precision machine tools,
ERUDESP,Development of Electrochemical Reactors Using Dehydrogenases for Enantiopure Synthon Preparations,http://www.erudesp.eu/
EMBEK1,Development and analysis of polymer based multi-functional bactericidal materials,http://www.mpip-mainz.mpg.de/eu-projekte/embek1/
JULIA,Joining ecophysiological Understanding and global ecosystem modelling for improved simulation of Land surface Interactions with the Atmosphere,
IMETI,Implementation of Membrane Technology to Industry,
CPADS,Cell permeable peptides as drug delivery system: a way towards innovative therapeutic strategies for neurodegeneration,
ERA-MIND,European Research Area Mobile Researchers in Industry,
DENDREAMERS,"""Functional liquid Crystalline dendrimers: Synthesis of New Materials, Resource for New Applications""",
ECOTRI,Ecophysiological Aspects of Tree Ring Isotopes,
CODDE,Co-ordination for optimal decisions in dynamic environments,
NANO-HOST,"""Homogeneous Supported Catalyst Technologies: the sustainable approach to highly-selective, fine chemicals production""",
MID-FREQUENCY,CAE Methodologies for Mid-Frequency Analysis in Vibration and Acoustics,
RAINBOW,High quality Material and intrinsic Properties of InN and indium rich Nitride Alloys - (The RAINBOW ITN),
ACEOLE,"""Data Acquisition, Electronics, and Optoelectronics for LHC Experiments""",
HE NEUTRINO ICECUBE,High energy neutrino astronomy with IceCube:  towards the detection of neutrinos from Gamma Ray Bursts (GRBs),
DECMMQUBIT,Decoherence in magnetic molecules as qubits,
COPAL,COmmunity heavy-PAyload Long endurance Instrumented Aircraft for Tropospheric Research in Environmental and Geo-Sciences,
FWMIMAGING,Study of coherent non-linear optical response of nanoparticles and application to multiphoton imaging in cell biology,
RINGWALK,"""Ring-walking, metal coordination and aryl-halide oxidative addition""",
NANOSMARTS,Smart nondimensional biosensors for detection of tumor cells and cytotoxic amyloids intermediates,
CP-AMPAR TRAFFICKING,Molecular mechanisms regulating the trafficking of calcium-permeable and -impermeable AMPA receptors in synaptic plasticity,
EPONIMOS,Exhaust Particle Number and Mass Measurement and Sampling System,
OFFSHORE FSI,FLUID-STRUCTURE INTERACTIONS IN OFFSHORE ENGINEERING,
AGFOODTRADE,"""NEW ISSUES IN AGRICULTURAL, FOOD AND BIOENERGY TRADE.""",http://www.agfoodtrade.eu/
CEECEC,CSO Engagement with Ecological Economics,
COMED,Communication of medical research through film production and wide distribution,
EFORTT,Ethical Frameworks for Telecare Technologies For Older People at Home,
METABOLOMICSSTANDARD,Metabolomics: defining the standards for sample preparation of small molecules,
ESCORTS,European network for the Security of Control and Real-Time Systems,http://www.escortsproject.eu/
ET,Einstein gravitational-wave Telescope,
PEOPLENETWORK,Trans-national co-operation among National Contact Points for Marie Curie Actions (People NCP’s),
RENALSTEM,Developing a stem cell based therapy to replace nephrons lost through reflux nephropathy,
PHY2COAST,Regional phytoplankton ecophysiology products for coastal waters from local and satellite measurements,
MARIE,Multimodal Activity Recognition for Interactive Environments,
NANOSICON,High-temperature stable nano-structured silicides for highly efficient thermogenerators and their contacting technology,
SERVICE,Strengthening Railway Vehicles Center of Faculty of Mechanical Engineering Kraljevo,
DESI_JEDI-IMAGING,Development of mass spectrometric techniques for 3D imaging and in-vivo analysis of biological tissues,
FTMEMS,Fiber-top micromachined devices: ideas on the tip of a fiber,
ENERMIN,Energy-Use Minimization in Residuals Management in the Personal Care Product Industry,
E*CARE,European Career of Researchers,
CLARIN,Common Language Resources and Technology Infrastructure,
INSTRUCT,Integrated Structural Biology Infrastructure,
LIFEWATCH,Life Watch,
UVOLUMES,NOVEL ULTRASOUND-BASED TRIDIMENSIONAL TOOLS FOR STRUCTURAL AND FUNCTIONAL EVALUATION OF VOLUMES OF INTEREST IN HUMAN ORGANS,
OSCILLATORY DYNAMICS,Examining Oscillatory Dynamics with Magnetoencephalography and Intracranial Electroencephalography,
CENTZIN,"""Upstream signalling, global regulatory control and biochemical function of central components in the zinc homeostasis network: towards the rational design of technologies for bio-fortification""",
