,title,projectUrl,acronym
2646,The cognitive robot companion,http://www.cogniron.org/,COGNIRON
2647,Advanced - Techniques for Evaluation of Sustainability Assessment Tools,http://www.sustainabilitya-test.net/,SUSTAINABILITYA-TEST
2648,Ministerial NETWORK for Valorising Activities in digitisation PLUS,http://www.minervaeurope.org/,MINERVAPLUS
2649,Designing the classroom of Tomorrow by using advanced technologies to connect formal and informal environments,http://www.connect-project.net/,CONNECT
2652,Ambient lighting assistance for an ageing population,http://www.ambient-lighting.eu,ALADIN
2655,Property-based system design,http://www.prosyd.org,PROSYD
2656,Stratosphere-Climate Links With Emphasis On The UTLS,http://www.ozone-sec.ch.cam.ac.uk/scout_o3,SCOUT-O3
2657,A future for radioecology in Europe,http://www.futurae.org,FUTURAE
2659,Framework architecture to semantically integrate advanced threat detection and security protection at ultra-high speeds,http://www.fastmatch.org,FASTMATCH
2662,Anticipatory Learning for Reliable Phishing Prevention,http://www.antiphishresearch.org,AntiPhish
2665,Epitaxial technologies for ultimate scaling,http://www.ims.demokritos.gr/ET4US/index.htm,ET4US
2666,Surface Plasmon Nanodevices : Towards sub-wavelength miniaturization of optical interconnects and photonic components,http://www.plasmonanodevices.org/,PLASMO-NANO-DEVICES
2667,Fuel Cell Hybrid Vehicle System Component Development,http://www.hysys.de/partners/universities/rwth.htm,HYSYS
2668,Emerging networking experiments and technologies,http://www.ist-e-next.net/,E-NEXT
2669,Mobile peer-to-peer security infrastructure,http://www.pepers.org,PEPERS
2670,Emerging materials for mass-storage architectures,http://www.imec.be/EMMA/,EMMA
2677,Cooperative and opportunistic communications in Wireless Networks,http://www.coopcom.eu.org,COOPCOM
2681,Grid Economics and Business Models,http://www.gridecon.eu,GRIDECON
2682,Verification and validation of embedded system design workbench that is how to make sure that systems controlled by intelligent electronic chips will satisfy certain safety conditions,http://www.vertigo-project.eu,VERTIGO
2683,Integrated Project on Interaction and Presence in Urban Environments,http://www.fit.fraunhofer.de/projekte/ipcity/index_en.xml,IPCity
2685,"Modern Composite Materials Applied in Aerospace, Civil and Mechanical Engineering: Theoretical Modelling and Experimental Verification",http://akropolis.pol.lublin.pl/users/ksi/mcmacm/index.htm,MCMACM
2687,Photonic Integrated Extended Metro and Access Network,http://www.ist-pieman.org,PIEMAN
2688,TRI-Partite multimedia Object description,http://tripod.shef.ac.uk/index.html,TRIPOD
2689,Integrated MNT platforms and services - service action,http://www.integramplus.com,INTEGRAMPLUS
2691,DBE - Digital business ecosystem,http://www.digital-ecosystem.org/,DBE
2692,Interactive Storytelling for Creative People,http://www.inscapers.com/,INSCAPE
2694,Light Amplifiers with NanoClusters and ERbium,http://www.lancer.ensicaen.fr/,LANCER
2696,Trust and security for next generation grids,http://www.gridtrust.org,GRIDTRUST
2697,TRAINING IN METHODS AND DEVICES FOR NON-INVASIVE HIGH RESOLUTION OPTICAL MEASUREMENTS AND IMAGING,http://www.kent.ac.uk/physical-sciences/research/aog/profiles/podoleanu.html,HIRESOMI
2698,Knowledge space of semantic inference for automatic annotation and retrieval of multimedia content,http://www.kspace-noe.net/,K-SPACE
2699,"Scalable, ultra-fast and Interoperable Interactive television",http://suit.av.it.pt/,SUIT
2700,Motivating active participation of primary schoolchildren in digital online technologies for creative opportunities through multimedia,http://www.emapps.com/,EMAPPS.COM
2701,Time-determined ontology based information system for real time stock,http://www.towl.org/pages/p.view?id=39,TOWL
2706,A European Infrastructure of Ligand Binding Molecules Against the Human Proteome,http://www.proteomebinders.org,PROTEOMEBINDERS
2710,Electronic Risk Management Architecture for small-medium communities,http://erma-project.org/index.php?lang=en,ERMA
2711,An innovative paradigm for autonomic opportunistic communication,http://www.haggleproject.org,HAGGLE
2715,"Language-enhanced, user adaptive, interactive eLearning for mathematics",http://www.leactivemath.org/,LEACTIVEMATH
2717,MOdel driven MOdernisation of Complex Systems,http://www.momocs.org/,MOMOCS
2718,Transfer of knowledge in biodiversity research and conservation,http://bison.zbs.bialowieza.pl/bioresc,BIORESC
2719,Systems for in-situ theranostics using micro-particles triggered by ultrasound,http://www.sight4health.eu/,S.I.G.H.T.
2722,European Campaign ¿Fascination of Light¿,http://www.fascination-of-light.net/,FASCINATION OF LIGHT
2723,High-integrity Java application,http://www.hija.info/joomla,HIJA
2725,"ROBotic Open-architecture Technology for Cognition, Understanding and Behaviors",http://www.robotcub.org/,Robot-Cub
2727,Security of software services of mobile systems,http://www.s3ms.org,S3MS
2731,Innovative optoelectronic and acoustic sensing technologies for large scale forest fire long term monitoring,http://www.eufire.org/,EU-FIRE
2732,Knowledge environment for Interacting ROBOt SWARMs,http://roboswarm.eu/,ROBOSWARM
2737,Open platform for user-centric service creation and execution,http://www.opuce.eu/,OPUCE
2738,Co-creative living labs for CWE,http://www.corelabs.eu,CORELABS
2739,Open source enterprise resource planning and order management system for Eastern European tool and die making workshops,http://www.tooleast.org/,TOOL-EAST
2740,European Network for Coordination of Advanced System Integration Technologies,http://www.gooddie.net/gd_frameset.htm,ENCASIT
2741,"Analysis and design of run-time reconfigurable, heterogeneous systems",http://andres.offis.de/,ANDRES
2745,Embedded Middleware in mobility applications,http://www.emmaproject.eu,EMMA
2746,Professional peer Environment beyond edge computing,http://www.ist-popeye.eu/,POPEYE
2747,Dynamic Magneto-electronics,http://dynamax.tnw.utwente.nl/,DYNAMAX
2748,Multimedia semantic syndication for enhanced news services,http://www.mesh-ip.eu/?page=project,MESH
2750,An all-wireless mobile network architecture,http://www.lip6.fr,WIP
2751,Free / libre/ Open source software metrics and benchmarking study,http://flossmetrics.org/,FLOSSMETRICS
2753,Argumentation as a foundation for the semantic grid,http://www.argugrid.eu,ARGUGRID
2755,A new vision for the participation of European SMEs in the future e-Business scenario,http://www.e-nvision.org,E-NVISION
2756,The European application home alliance,http://www.teaha.org/,TEAHA
2757,Physical human-robot Interaction: dependability and safety,http://www.phriends.eu/,PHRIENDS
2758,Contract based systems engineering methods for verifiable cross-organisational networked business applications,http://www.ist-contract.org,CONTRACT
2760,EvoTest - Evolutionary testing for complex systems,http://evotest.iti.upv.es/,EVOTEST
2761,Design for micro and nano manufacture,http://www.patent-dfmm.org/,PATENT
2766,Network-centric Middleware for group communications and resource sharing across heterogeneous embedded systems,http://www.ist-more.org,MORE
2770,Networked environment for personal ontology-based management of unified knowledge,http://nepomuk.semanticdesktop.org,NEPOMUK
2771,FMD and CSF coordination action,http://www.foot-and-mouth.org/fmd-csf-ca,CA FMD/CSF
2773,"Presence: Research Encompassing Sensory Enhancement, Neuroscience, Cerebral-Computer Interfaces and Applications",http://www.presenccia.org/,PRESENCCIA
2776,"Applied research roadmaps for Carbon Nanotubes - opportunities, requirements, challenges",http://arcorc.eu/,ARCORC
2779,Free European Life-science information and Computational Services,http://www.felics.org,FELICS
2780,Knowledge base for RTD competencies,http://www.ist-world.org,IST WORLD
2781,Intelligent integration of supply chain processes and consumer services based on unique product identification in a networked business Environment,http://www.smart-rfid.eu/,SMART
2785,World Year of Physics 2005: Activities in Europe,http://www.wyp2005.org,WYP2005 EUROPE
2786,Heart Failure and Repair,http://www.heartrepair.eu,HEARTREPAIR
2787,Advanced Components Cooperation for Optoelectronics Research and Development,http://www.ist-accord.org,ACCORD
2789,BONUS for the Baltic Sea Science - Network of Funding Agencies,http://www.bonusportal.org,BONUS
2794,The CyberCarpet: Enabling Omni-directional Walking in Virtual Worlds,http://www.cyberwalk-project.org/index.htm,CYBERWALK
2797,MINT ERA-NET From Micro- and Nanoscale Science To New Technologies for Europe,http://www.mnt-era.net/,MNT ERA-NET
2800,NAnoscale Integrated processing of self-organizing Multifunctional Organic Materials,http://www.naimo-project.org,NAIMO
2801,Security IST Projects cluster support,http://www.ist-securist.org,SECURIST
2805,"Prevention, control and management of prion diseases",http://www.neuroprion.org,NEUROPRION
2807,Ambient intelligence system of agents for knowledge-based and integrated services for mobility impaired users,http://www.ask-it.org/,ASK-IT
2810,Development of novel digital radiography technology; to facilitate the 'traditionally less research intensive inspection industry sector' change from manual film radiography to automated digital,http://www.filmfree.eu.com/home/index.jsp,FILMFREE
2811,"EaRly Nutrition programming- long term Efficacy and Safety Trials and integrated epidemiological, genetic, animal, consumer and economic research. [EARNEST]",http://www.metabolic-programming.org,EARNEST
2815,Open SoC design platform for reuse and integration of IPs,http://www.sprint-project.net,SPRINT
2820,"Wireless World Initiative-Ambient Networks: ""Create a pervasive, reliable communication environment hiding the heterogeneous infrastructures, supporting the ever-changing needs of users and services",http://www.ambient-networks.org,WWI AMBIENT NETWORKS
2822,In-Silico Prediction of gene function,http://www.genefun.org/,GENEFUN
2825,Development of an Integrated MEMS (Micro Electro Mechanical System) based DNA Analysis Chip with Active Flow Control Components,http://www.smartbiomems.com/,SMART-BIOMEMS
2826,Wireless World Initiative New Radio,http://www.ist-winner.org,WINNER
2829,Open PLC European research alliance for new generation PLC integrated network phase 2,http://www.ist-opera.org,OPERA 2
2830,Food Research in Europe and New Zealand (Food-Frenz): A complementary network to stimulate consumer-focused research collaboration across Food sectors,http://www.foodfrenz.com,FOOD-FRENZ
2836,"Enabling access to sound archives through integration, enrichment and retrieval",http://www.easaier.org/,EASAIER
2848,FLUid Image analysis and Description,http://bscw.irisa.fr/pub/bscw.cgi/d8709/index.html,FLUID
2849,Highly Predictable Cluster for Internet-Grids,http://www.hpc4u.eu,HPC4U
2851,Dynamically self-configuring automotive systems,http://www.dyscas.org,DYSCAS
2852,The European Library: Modular Extensions for Mediating Online Resources,http://telmemor.net/,TEL-ME-MOR
2853,OntoGrid: PAVING THE WAY FOR KNOWLEDGEABLE GRID SERVICES AND SYSTEMS,http://www.ontogrid.net,ONTOGRID
2854,Knowledge-based Workflow System for Grid Applications,http://www.kwfgrid.eu,K-WF GRID
2857,Integrating Formal Methods in the Development Process of Medical Guidelines and Protocols,http://www.protocure.org/,PROTOCURE
2859,Rigorous Open Development Environment for Complex Systems,http://rodin.cs.ncl.ac.uk/,RODIN
2860,Communications from Aerial Platform Networks delivering Broadband Communications for All,http://www.broadwan.org,CAPANINA
2867,Interoperability and automated mapping,http://www.intamap.org/,INTAMAP
2868,Development of novel concepts for communication between living cells and silicon based electronic devices,http://icadc.cordis.lu/fep-cgi/srchidadb?ACTION=D=PROJ_IST=72301,GOLDEN BRAIN
2869,Computing Inside a Single Molecule Using Atomic Scale Technologies,http://www.phantomsnet.net/Picoinside/,PICO-INSIDE
2870,COntinuous VAriable Quantum Information with Atoms and Light,http://www.ulb.ac.be/project/covaqial/,COVAQIAL
2873,Vehicle-to-vulnerable road user cooperative communication and sensing technologies to improve transport safety,http://www.watchover-eu.org,WATCH-OVER
2874,Service Centric Systems Engineering,http://secse.eng.it/pls/secse/secse.home,SECSE
2877,3D FACE,http://www.3dface.org,3DFACE
2878,Autonomic Communication: Coordination Action,http://www.autonomic-communication.org/,ACCA
2879,Content Analysis and REtrieval Technologies to Apply Knowledge Extraction to massive Recording,http://www.ist-caretaker.org,CARETAKER
2881,Intercultural Active Citizenship Education,http://www.ces.fe.uc.pt/interact/overview.htm,INTERACT
2884,Virtual Enterprises for Integrated Industrial Solutions,http://www.veritas-eu.com/,VERITAS
2889,NanoTIMER - Nano-technology in mechanical-electrical resonators,http://www.hitech-projects.com/euprojects/nanotimer/,NANOTIMER
2890,Technologies for road advanced cooperative knowledge sharing sensors,http://www.trackss.net,TRACKSS
2891,Concepts and methods for exploring the future of learning with digital technologies,http://www.noe-kaleidoscope.org/,KALEIDOSCOPE
2892,Perceptually-relevant Retrieval Of Figurative Images,http://www.cs.uu.nl/profi/,PROFI
2897,Transfer of knowledge in biochemistry and molecular biology of cellular membranes in normal cells and in pathological conditions,http://www.su.se,MEMBRANE-TOK
2898,Integrated waste to energy management for preventing global warming,http://cpi.uni-pannon.hu/,INEMAGLOW
2900,Software for ambient semantic interoperable services,http://www.stasis-project.net/,STASIS
2901,Molecular Logic Machines by Electronic Excitation and Inter- and Intra- Molecular Quantum Dynamics,http://www.moldynlo.ulg.ac.be/,MOLDYNLOGIC
2902,Development of high therapeutic value IST-based games for monitoring and improving the quality of life of elderly people,http://www.eldergames.eu,ELDERGAMES
2906,Exploring the Frontiers of Magnetic Logic,http://pi.ijs.si/pibrain.exe?Cm=Project=MAGLOG=510993,MAGLOG
2908,Transfer of knowledge for the creation of a multidisciplinary core of excellence in the computational sciences at the University of Cyprus (UCY),http://www.ucy.ac.cy,UCY-COMPSCI
2909,Tailoring nanomagnetism via symmetry-breaking at surfaces,http://www.liv.ac.uk/ssci/index.html,TANSAS
2912,Dangerous goods transportation routing and monitoring,http://www.goodroute-eu.org,GOODROUTE
2915,FeedMAP : Technical and commercial feasibility assessment of map data feedback loops applied to the ActMAP framework,http://www.ertico.com/en/subprojects/feedmap/home/,FEEDMAP
2916,Risk assessment and environmental safety affected by compound bio-availability in multiphase environments,http://en.wikipedia.org/wiki/Activated_carbon,RAISEBIO
2923,European Training and Research Centre for Imported and Highly Contagious Diseases,http://www.bni-hamburg.de,EUTRICOD
2926,Micro surface science of materials for micro total analysis systems,http://www.stokes.ie,MICROSURFTAS
2928,DEVELOPMENT OF THE CONTINUOUS POWDER PRODUCTION SYSTEM,http://www.dev-cpps.agh.edu.pl/,DEV-CPPS
2929,Co-operation of Estonian and Norwegian Scientific Centres within Mathematics and its Applications,http://cens.ioc.ee,CENS-CMA
2931,STOP Tampering of Products,http://www.stop-project.eu/,STOP
2934,IMMERsive multi-modal interactive preSENCE,http://www.lsr.ei.tum.de/immersence.html,IMMERSENCE
2935,Laser manipulation of stochastic molecular processes,http://lamol.lasercentre.lv/,LAMOL
2936,Evolution of the Protein-Interaction Networks: the SH3 network in Yeast,http://penelope.crg.es,PENELOPE
2937,Study of rna components by the synthesis of small molecules,http://vourloumis_group.chem.demokritos.gr/,EXPLORNA
2938,Placticity and Learning in Cortical Betworks,http://fias.uni-frankfurt.de/neuro http://fias.uni-frankfurt.de/neuro/projects/plicon/home,PLICON
2940,Transfer of expertise in atmospheric monitoring of urban pollutants,http://laser-spectroscopy.ucc.ie,TEAM-UP
2943,Trends research enabler for design specifications,http://www.trendsproject.org,TRENDS
2944,Noncommutative Geometry,http://www.cf.ac.uk/maths/subsites/opalg/qsng.html,EU-NCG
2945,Star formation in the central regions of active galaxies and data mining in radioastronomy at sub-millimetre wavelengths,http://bodega.iaa.es,SFDM4SUBMM
2946,Advanced study on biofilm systems in water and wastewater treatment,http://www.nuigalway.ie/civileng/research/environmental.html,ABIOS
2947,Grid computational chemistry,http://tccc.iesl.forth.gr,GRID-COMPCHEM
2948,Distributed multi-objective optimisation for ad hoc wireless networks,http://distmo4wnet.project.citi-lab.fr/,DISTMO4WNET
2950,Anthropogenic Impacts on the Atlantic marine Ecosystems of the Iberian Peninsula,http://www.abdn.ac.uk/marfish/animate/animate.htm,ANIMATE
2953,Marie Curie conferences and training courses on the Square Kilometre Array Design Studies (SKADS),http://mcct.skads-eu.org http://www.skads-eu.org,MCCT SKADS
2954,Galaxy evolution through Cosmic Time,http://research.icg.port.ac.uk/unimass,UNIMASS
2955,Understanding plant diversity maintenance in a multi-species metapopulation system in highly variable fire prone environment,http://www.ufz.de/index.php?en=3830,PLANT METAPOPULATION
2956,Mathematical modelling of fracture in adhesive joints,http://www.liv.ac.uk/maths/Applied/Research/MarieCurie.html,MATHMOD
2957,Finite Structures,http://www.renyi.hu,FIST
2958,Hydrogen combustion in the context of fire and explosion safety,http://staffnet.kingston.ac.uk/~ku14008/HYFIRE,HYFIRE
2959,"Advanced and New Simulation Methods in Vehicle Vibro-acoustics - Scientific Analysis, Experimental Verification and Development of Methodologies for the Industrial Application.",http://www.simvia2.eu,SIM-VIA 2
2960,Collaborative signal processing for efficient wireless sensor networks,http://www.ics.forth.gr/aspire/,ASPIRE
2961,Collaboration Environment for strategic innovation,http://www.laboranova.com,LABORANOVA
2964,Creating a competitive ERA through empowerment of the young researchers - integrating multidisciplinary aspects of research management and innovation,http://www.year-network.eu/create.html,CREATE (ECO)
2965,Enhancement and control of laser-assisted material processing,http://www.ncla.ie/publications.htm,ECOLAMP
2966,The biomedical and sociological effects of sleep restriction,http://www.sleep.fi,SLEEP RESTRICTION
2967,"Nanomaterials for application in Sensors, catalysis and emerging technologies",http://www.nascent.qmul.ac.uk,NASCENT
2969,Development of an innovative X-ray source,http://cppl.chania.teicrete.gr,DAIX
2970,Solid phase phospholipid and dendrimer synthesis,http://www.eie.gr/nhrf/institutes/iopc/eu-projects/sopholides/index-en.html,SOPHOLIDES
2971,Routing in Next Generation,http://www.ist-ring.eu,RING
2972,"Enterprise application interoperability via Internet-Integration for SMEs, Governmental Organisations and Intermediaries in the new European Union",http://www.genesis-ist.eu,GENESIS
2973,EST at the interface between particle physics and cosmology,http://icc.dur.ac.uk/index.php?content=Mariecurie/MarieCurie,ICCIPPP
2974,Initiative 4 Facilitating integration of Research Potential from the Accession Candidate countries with the Potential of the Member States in the Area of Water Cycle including Soil Related Issues of t,http://www.integration4water.org,INTEGRATION 4 WATER
2975,"Deterministic and stochastic dynamics, fractals, turbulence",http://www.impan.pl/EU/,SPADE2
2976,Transnationality of Migrants: Enduring ties with the home country and integration in the host country,http://www.cepr.org/research/networks/TOM/,TOM
2977,Biodegradable polymeric materials for health and environment -centre of excellence,http://www.cmpw-pan.edu.pl,BIOMAHE
2978,"Intelligent Framework for Generating Open (Adaptable) Development Platforms for Web-Service Enabled Applications Using Semantic Web Technologies, Distributed Decision Support Units and Multi-Agent#",http://www.infrawebs.org/,INFRAWEBS
2980,Egalitarian and socially inclusive Europe,http://www.ucd.ie/ewi/mariecurie/main.htm,ESIE
2981,Advanced seismic acquisition and processing,http://www.elgi.hu,ASAP
2983,Understanding the dynamics of cell divisioneuropean network for composite reinforcement,http://encore.shef.ac.uk/ fib,EN-CORE
2984,Transfer of knowledge in microbial signal transduction pathways and metagenomics,http://www.ucc.ie/en/eri/themes/envmicrogen/tramways/,TRAMWAYS
2985,Transfer of Knowledge Exciting Novelties for the Group for Research in Automatic Control Engineering on Hybrid Systems and Embedded Control Software Design.,http://www.grace.ing.unisannio.it,TOKEN FOR GRACE
2986,"Combining genetic, physiological and viral tracing methods to understand the structure and function of neural circuits",http://www.fmi.ch/research/groupleader/?group=112,NEURAL CIRCUIT
2987,Computational homological Algebra,http://hamilton.nuigalway.ie/,COHO
2988,Remote monitoring and control of biological processes for environmental protection and sustainable development,http://serc.research.glam.ac.uk/,BIOSPEC
2989,Designed Ecosystem Services for Biological Treatment,http://www.ceg.ncl.ac.uk/ecoserv/index.htm,ECOSERV
2990,Cryptosporidiosis network Ireland: Development of skills and knowledge to predict Cryptosporidiosis risk in Catchment waters,http://www.cryptonet.ie,CRYPTONET.IE
2991,Network for Ice sheet and Climate evolution,http://nice.ipsl.jussieu.fr/overview/nice_intro.shtml,NICE
2993,Control of neurogenesis in vertebrate brain,http://en.wikipedia.org/wiki/Stem_cell,NEUROGENESIS
2995,Modelling and analysis of evolutionary structures for distributed services,http://credo.cwi.nl,CREDO
2996,Bioavailability of trace metals in anaerobic granular sludge reactors,http://www.unesco-ihe.org/About/Academic-departments/Environmental-Resources/Research/Postdoctoral-and-visiting-researchers/Dr.-Jan-Bartacek,BIOTRAC
2999,Early stage training site for European long-wavelength Astronomy,http://www.jb.man.ac.uk/~estrela,ESTRELA
3001,Elucidating the ORIGINS of Solar System(s): Anatomy of primitive meteorites,http://origins-network.eu,ORIGINS
3002,"Energetic ultra-fast laser-driven radiation sources: Applications in Biology, Chemistry and Physics",http://unis.iesl.forth.gr/,MULTIRAD
3003,Stepping stones for the adaptation of human pathogenic fungi resulting from global change,http://www.scedosporium-ecmm.com,AHUPAF
3004,"The interface between risk management systems, corporate governance and internal control: implications for EU competitiveness",http://www.nottingham.ac.uk/business/rmgic/index.html,RMGIC
3005,"Political Responses to Economic Change: De-Industrialization, Globalization and Service Sector Development",http://www.tcd.ie/iiis/research/mariecurie%20(awren)%20-%202011.php,POLGLOBALSERV
3006,Training course on nanostructured materials for advanced membrane processes,http://www.nanomemcourse.eu,NANOMEMCOURSE
3007,Quantitative methods in Economic analysis,http://greqam.univ-mrs.fr/spip.php?rubrique30,QMEA
3008,TRANSPORTNET-EST,http://www.transportnet.org,TRANSPORTNET-EST
3009,A European research network on key technologies for intervention autonomous underwater vehicles,http://www.freesubnet.eu,FREESUBNET
3011,Building and Promoting a Linux-based Operating System to Support Virtual Organizations for Next Generation Grids,http://www.xtreemos.org,XtreemOS
3012,High resolution mapping of genetic loci underlying variation in gene expression using a heterogeneous stock of mice,http://gscan.well.ox.ac.uk/,HS GENOMICS
3013,Versatile Infrared Laser source for Low-cost Analysis of Gas Emissions,http://www.neo.no/village/,VILLAGE
3014,Development of an astrophysics centre in Crete,http://astro.physics.uoc.gr,ASTROCENTER
3015,To spread bioinformatic knowledge applied to functional genomic,http://www.unicam.it/microarray/,INFONOMIC
3016,Automatic 3G/4G Radio Access Network Planning and Optimisation - A High End Computing Approach,http://www.cwind.org,RANPLAN-HEC
3017,Advanced Risk Assessment and Management for Trustable Grids,http://www.assessgrid.org,AssessGrid
3019,Synthetic routes to useful phosphorus compounds,http://www.celticcatalysts.com,PHOSCOM
3021,Targetting VAP-1 to treat chronic inflammatory liver disease,http://www.biotie.com,LEVITATES
3022,Electronic structure of nanosystems: Density functional theory approach,http://www.physik.fu-berlin.de/~ag-gross,NANO - DFT
3023,Crust to core: the fate of subducted material,http://www.c2c-rtn.eu,C2C
3024,Training in industrial applications of ionic liquids for sustainable chemistry,http://www.qub.ac.uk/,IONIC LIQUIDS
3025,Grid-enabled automatic wireless network design,http://www.cwind.org/gawind.html,GAWIND
3026,Innovation of novel high resolution electronics for reflective electrochromic displays,http://www.ntera.com/,NANOMATRIX
3029,Calibrating eLearning in schools,http://calibrate.eun.org,CALIBRATE
3030,"Fullerene derivatives for photonic applications: design, synthesis and measurements",http://www.eie.gr/nhrf/institutes/iopc/researchgroups/ccg-group/ccg-en.html,FDPA
3031,Improving competence in integrated hydrological modelling by gaining innovative uncertainty analysis skills and software engineering capabilties,http://www.ufz.de/index.php?en=15558,MODELLING COMPETENCE
3032,Summer schools in ecology and biodiversity - understanding patterns and processes,http://bison.zbs.bialowieza.pl/bioseb/,BIOSEB
3033,Cellular and extra-cellular pathways for sap flow: their anatomy and physiological significance,http://www.africamuseum.be/,ROLE OF STRUCTURE
3035,Prototyping in the Micro and Nano Scale 2006,http://www.prominas.eu/,PROMINAS - 06
3036,Ion Cyclotron resonance Fourier transform mass Spectrometry,http://ms.biomed.cas.cz,ICR-FTMS
3037,Social intelligence for tele-healthcare,http://sift-project.net/,SIFT
3038,"Constituents, Fundamental Forces and Symmetries of the Universe",http://homepages.physik.uni-muenchen.de/~Dieter.Luest/forcesuniverse.html,FORCESUNIVERSE
3039,A Distributed Data Mining Infrastruture,http://pcrgcluster.ucd.ie/,ADMIRE
3041,Knowledge transfer for digitisation of cultural and scientific heritage in Bulgaria,http://www.math.bas.bg,KT-DIGICULT-BG
3042,Multiple sensor based systems for the safety and security related applications,http://www.ex-beams.com www.ewi.utwente.nl,I-SENSE
3043,Brain imaging of human errors,http://www.harrislab.com,HUMANERRORS
3044,Dealing with uncertainty in spoken language processing: Reasoning and problem-management,http://www.ling.uni-potsdam.de/DEAWU/,DEAWU
3045,"Unravelling pathogenicity of Xanthomonas albilineans, the pathogen causing leaf scald disease of sugarcane",http://umr-bgpi.cirad.fr/equipes/equipe3.htm,XAGENOMICS
3046,"Human Modeling, Reconstruction and Recognition in Video",http://sminchisescu.ins.uni-bonn.de,HUMOREV
3047,"Sulfolobus, a model archaeon for studying the orgin of eukaryotes and development of their information processing systems",http://www.mib.wur.nl,SOLAR
3048,Transfer of knowledge towards a world class combustion chemistry centre,http://c3.nuigalway.ie,BURNQUEST
3051,Engineering Proteases,http://www.c-lecta.com/,PROTENG
3052,From Fermat's principle to quantum teleportation,http://www.uniurb.it/Filosofia/afriat/CV.htm,FPQT
3054,Glycans array fingerprints for the study of synbiotics,http://www.nutricognia.com,SYNBIOTIC GLYCOARRAY
3055,Nanostructured materials with non-linear optical properties,http://www.eie.gr/nhrf/institutes/tpci/researchteams/mspc/mspc-nanostructuredmat-en.html,NANONLO
3056,Tools and precision calculations for Physics discoveries at colliders,http://heptools.inp.demokritos.gr/,HEPTOOLS
3057,Soft Lithography Technology,http://www.matwi.uni-jena.de/solitech/start.html,SOLITECH
3058,Solar-Hybrid Power and Cogeneration Plants,http://www.greth.fr/solhyco/,SOLHYCO
3061,Multiple-access space-time coding testbed,http://www.ist-mascot.org,MASCOT
3062,L-type Calcium channels in health and disease,http://www.cav-net.org,CAVNET
3063,"Brain computer interface for the control of rehabilitation robots, prostheses and paralysed limbs",http://www.iat.uni-bremen.de/,BRAINROBOT
3064,Semiconductor materials for information technology,http://www.fuw.edu.pl/~babinski/index.php,ITEM
3065,European Protest Movements since the Cold War: The Rise of a (Trans-)national Civil Society and the Transformation of the Public Sphere,http://www.protest-research.eu,EUR PROTEST
3067,Galois theory and explicit methods,http://websites.math.leidenuniv.nl/gtem/,GTEM
3068,Business process FUSION based on semantically-enabled service-oriented business applications,http://www.fusionweb.org/fusion/,FUSION
3069,Novel Nano-scale Multifunctional Materials Engineering,http://www.msm.cam.ac.uk/dmg/nanofen,NANOFEN
3070,Training and Research in the Fundamentals of Inflammatory Disease,http://www.mrc-immune.bham.ac.uk/,TRIFID
3071,Development of an integrated urban management tool,http://citynet.zafh.net/,CITYNET
3072,Functional analysis of new acute phase proteins,http://biotka.mol.uj.edu.pl/acute/,ACUP
3073,Interferometric observations of planetary systems,http://www.astro.uni-jena.de,INTERFEROMETRY
3074,Hybrid Substrates for Competitive High Frequency Electronics,http://www.hyphen-eu.com,HYPHEN
3075,Condensed matter research at extreme experimental conditions,http://ofnt.saske.sk http://home.saske.sk/~extrem/,EXTREM
3076,Ultra-fast optical and X-ray studies of solvation dynamics in water and alcohol,http://ditwww.epfl.ch/cgi-perl/EPFLTV/home.pl?page=video&lang=2&connected=0&t=1&id=331&win_close=0,UOXSSDWA
3077,High performance optical and thermal properties of metallic nanostructures,http://www.tyndall.ie/research/photonics-sources-group/Plasmonics.html,HOT
3078,Economic growth and the use of non-renewable energy resources,http://agustinperezbarahona.googlepages.com/,G+ENERGY RESOURCES
3079,Motorcycle and motorcyclist safety,http://www.mymosa.eu,MYMOSA
3080,Mineral Surface Science for Nanotechnology,http://www.bris.ac.uk/mcest-mission/,MISSION
3081,Intelligent augmented reality welding helmet,http://www.fwbi-bremen.de/,INTARWELD
3082,Molecular imaging of stem cell differentiation,http://www.nf.mpg.de www.saic.be,MRI OF STEM CELLS
3084,Application of Mesenchymal stem cells in tumour therapeutic approaches,http://www.ncbes.ie,MIST
3085,Environmental research institute transfer of atmospheric science knowledge,http://crac.ucc.ie,ERITASK
3087,Stability of the atmosphere over Europe,http://nargeo.geo.uni.lodz.pl/~jwibig/STATME/,STATME
3088,DNA recognition by drugs and proteins,http://www.youtube.com/watch?v=SOC2fgs1_lQ,DNAREC
3090,"An integrated series of events for high-level training on biomaterials, tissue engineering, controlled drug delivery and related emerging fields",http://www.inventscience.org www.marie-curie-2009.rwth-aachen.de,INVENTS
3091,Quantum Networking with Single Ions and Photons,http://itcq.org.uk/,QUANSIP
3092,European corporate governance training network,http://www.ecgtn.org www.cepr.org,ECGTN
3093,Tracing the carbon and water cycle in terrestrial ecosystems with stable isotope spectroscopy,http://www.tep.ethz.ch,ISOCYCLE
3094,"Search, switching costs and the design of optimal competition policy",http://www.tinbergen.nl/~moraga/SASWCO.htm,SASWCO
3096,Identification of genomic and biological markers as predictive/diagnostic/therapeutic tools for use in allogeneic stem cell transplantation: translational research towards individualised patient medicine,http://www.trans-net.org.uk/,TRANS-NET
