title,projectUrl,acronym,return_code,redirect_url
Smart Embedded Network of Sensing Entities,http://www.sense-ist.org,SENSE,503,
"MUlti-Industry, Semantic-based Next Generation Business INtelliGence",http://musing.metaware.it,MUSING,timed out,
Simple Mobile Services,http://www.ist-sms.org,S.M.S.,timed out,
Small enterprise accessing the electronic market of the enlarged Europe by a smart service infrastructure,http://www.seamless-eu.org/,SEAMLESS,200,
Mountain Risks: from prediction to management and governance,http://mountain-risks.eu,MOUNTAIN-RISKS,403,
Semantic interfaces for mobile services,http://www.ist-sims.org,SIMS,200,
Inductive Queries for Mining Patterns and Models,http://iq.ijs.si/IQ/,IQ,[Errno 113] No route to host,
Towards the era of personal services at home and everywhere,http://www.ist-eperspace.org/,EPERSPACE,200,
The application of polymer electronics towards ambient intelligence,http://www.polyapply.org,POLYAPPLY,200,
Satellite Communications Network of Excellence,http://www.satnex.org,SATNEX,200,
Enterprise next generation Network Vision 2010,http://www.u-2010.eu/,U-2010,200,
Multimedia networking,http://www.ist-ipmedianet.org/,MEDIANET,200,
Wireless local area network with integration of professional-quality DECT telephony,http://www.windect.ethz.ch,WINDECT,200,
Tunable Jospephson dots,http://hyswitch.physics.uoc.gr/,HYSWITCH,200,
Quantum information processing and communication in Europe,http://www.qurope.net/q_home/q_home.php,QUROPE,404,
DISTRIBUTED CODING FOR VIDEO SERVICES,http://www.discoverdvc.org,DISCOVER,200,
Adaptive services grid,http://asg-platform.org/cgi-bin/twiki/view/public,ASG,301,http://www.asg-platform.org/
Search on Audio-visual content using Peer-to-peer Information Retrieval,http://sysrun.haifa.il.ibm.com/sapir/index.html,SAPIR,200,
Vision Technologies and Intelligent Maps for Mobile Attentive Interfaces in Urban Scenarios,http://www.mobvis.org/,MOBVIS,200,
End-to-end quality of service support over heterogeneous networks,http://www.euqos.eu,EUQOS,200,
Triple space communication,http://www.tripcom.org/,TRIPCOM,200,
Designing therapeutic protein-protein inhibitors for brain cancer treatments,http://www.deppict.eu/home.jsp,DEPPICT,[Errno -2] Name or service not known,
Towards an ERA in Industrial Biotechnology,http://www.era-ib.net,ERA-IB,200,
Low cost Advanced White Goods for a longer independent life of elderly people,http://www.arenque-ks.com/easynet/,EASY LINE+,[Errno -2] Name or service not known,
"Semantically enhanced, multifaceted, collaborative access to cultural heritage",http://www.mosaica-project.eu/,MOSAICA,[Errno -2] Name or service not known,
Ubiquitous sensing and security in the European homeland,http://www.ist-ubisecsens.org,UBISECANDSENS,200,
System engineering for security and dependability,http://www.serenity-project.org,SERENITY,[Errno -2] Name or service not known,
Networked Audiovisual Media Technologies,http://www.visnet-noe.org/,VISNET II,200,
Colloidal suspensions in non-ergodic states,http://www.iesl.forth.gr/research/activity.aspx?id=47,COSINES,200,
European isotope separation on-line radioactive ion beam facility,http://www.eurisol.org,EURISOL DS,200,
Framework for Real-time Embedded Systems based on COntRacts,http://www.frescor.org/,FRESCOR,200,
European Network of Excellence in Cryptology,http://www.ecrypt.eu.org,ECRYPT,200,
Coordination and control of cooperating heterogeneous unmanned systems in uncertain environments,http://www.grex-project.eu/,GREX,302,http://www.jarowinsky-marketing.de/index.php?id=97&L=1
Service-oriented cross-layer infrastructure for distributed smart embedded systems,http://www.socrades.eu/Home/default.html,SOCRADES,404,
Solving major problems in MicroSensorial Wireless Networks,http://www.uswn.eu,USWN,200,
Efficient and democratic governance in a multi-level Europe,http://www.connex-network.org,CONNEX,200,
Advanced Compiler Technologies for Embedded Streaming,http://www.hitech-projects.com/euprojects/ACOTES/,ACOTES,404,
Critical utility infrastructural resilience,http://crutial.cesiricerca.it,CRUTIAL,[Errno -2] Name or service not known,
The cognitive robot companion,http://www.cogniron.org/,COGNIRON,302,http://www.cogniron.org/final/Home.php
Advanced - Techniques for Evaluation of Sustainability Assessment Tools,http://www.sustainabilitya-test.net/,SUSTAINABILITYA-TEST,403,
Ministerial NETWORK for Valorising Activities in digitisation PLUS,http://www.minervaeurope.org/,MINERVAPLUS,200,
Designing the classroom of Tomorrow by using advanced technologies to connect formal and informal environments,http://www.connect-project.net/,CONNECT,200,
Ambient lighting assistance for an ageing population,http://www.ambient-lighting.eu,ALADIN,[Errno -2] Name or service not known,
Property-based system design,http://www.prosyd.org,PROSYD,200,
Stratosphere-Climate Links With Emphasis On The UTLS,http://www.ozone-sec.ch.cam.ac.uk/scout_o3,SCOUT-O3,301,http://www.ozone-sec.ch.cam.ac.uk/scout_o3/
A future for radioecology in Europe,http://www.futurae.org,FUTURAE,200,
Framework architecture to semantically integrate advanced threat detection and security protection at ultra-high speeds,http://www.fastmatch.org,FASTMATCH,Server Error,
Anticipatory Learning for Reliable Phishing Prevention,http://www.antiphishresearch.org,AntiPhish,200,
Epitaxial technologies for ultimate scaling,http://www.ims.demokritos.gr/ET4US/index.htm,ET4US,200,
Surface Plasmon Nanodevices : Towards sub-wavelength miniaturization of optical interconnects and photonic components,http://www.plasmonanodevices.org/,PLASMO-NANO-DEVICES,200,
Fuel Cell Hybrid Vehicle System Component Development,http://www.hysys.de/partners/universities/rwth.htm,HYSYS,200,
Emerging networking experiments and technologies,http://www.ist-e-next.net/,E-NEXT,200,
Mobile peer-to-peer security infrastructure,http://www.pepers.org,PEPERS,200,
Emerging materials for mass-storage architectures,http://www.imec.be/EMMA/,EMMA,404,
Cooperative and opportunistic communications in Wireless Networks,http://www.coopcom.eu.org,COOPCOM,302,http://www.coopcom.eu.org/coopcom/coopcom/home.php
Grid Economics and Business Models,http://www.gridecon.eu,GRIDECON,403,
Verification and validation of embedded system design workbench that is how to make sure that systems controlled by intelligent electronic chips will satisfy certain safety conditions,http://www.vertigo-project.eu,VERTIGO,301,http://www.smallpenisenlargement.net/
Integrated Project on Interaction and Presence in Urban Environments,http://www.fit.fraunhofer.de/projekte/ipcity/index_en.xml,IPCity,404,
"Modern Composite Materials Applied in Aerospace, Civil and Mechanical Engineering: Theoretical Modelling and Experimental Verification",http://akropolis.pol.lublin.pl/users/ksi/mcmacm/index.htm,MCMACM,200,
Photonic Integrated Extended Metro and Access Network,http://www.ist-pieman.org,PIEMAN,200,
TRI-Partite multimedia Object description,http://tripod.shef.ac.uk/index.html,TRIPOD,timed out,
Integrated MNT platforms and services - service action,http://www.integramplus.com,INTEGRAMPLUS,[Errno -2] Name or service not known,
DBE - Digital business ecosystem,http://www.digital-ecosystem.org/,DBE,200,
Interactive Storytelling for Creative People,http://www.inscapers.com/,INSCAPE,200,
Light Amplifiers with NanoClusters and ERbium,http://www.lancer.ensicaen.fr/,LANCER,[Errno -2] Name or service not known,
Trust and security for next generation grids,http://www.gridtrust.org,GRIDTRUST,[Errno -2] Name or service not known,
TRAINING IN METHODS AND DEVICES FOR NON-INVASIVE HIGH RESOLUTION OPTICAL MEASUREMENTS AND IMAGING,http://www.kent.ac.uk/physical-sciences/research/aog/profiles/podoleanu.html,HIRESOMI,404,
Knowledge space of semantic inference for automatic annotation and retrieval of multimedia content,http://www.kspace-noe.net/,K-SPACE,[Errno -2] Name or service not known,
"Scalable, ultra-fast and Interoperable Interactive television",http://suit.av.it.pt/,SUIT,200,
Motivating active participation of primary schoolchildren in digital online technologies for creative opportunities through multimedia,http://www.emapps.com/,EMAPPS.COM,200,
Time-determined ontology based information system for real time stock,http://www.towl.org/pages/p.view?id=39,TOWL,[Errno -2] Name or service not known,
A European Infrastructure of Ligand Binding Molecules Against the Human Proteome,http://www.proteomebinders.org,PROTEOMEBINDERS,200,
Electronic Risk Management Architecture for small-medium communities,http://erma-project.org/index.php?lang=en,ERMA,200,
An innovative paradigm for autonomic opportunistic communication,http://www.haggleproject.org,HAGGLE,200,
"Language-enhanced, user adaptive, interactive eLearning for mathematics",http://www.leactivemath.org/,LEACTIVEMATH,200,
MOdel driven MOdernisation of Complex Systems,http://www.momocs.org/,MOMOCS,[Errno -2] Name or service not known,
Transfer of knowledge in biodiversity research and conservation,http://bison.zbs.bialowieza.pl/bioresc,BIORESC,timed out,
Systems for in-situ theranostics using micro-particles triggered by ultrasound,http://www.sight4health.eu/,S.I.G.H.T.,[Errno -2] Name or service not known,
European Campaign ¿Fascination of Light¿,http://www.fascination-of-light.net/,FASCINATION OF LIGHT,302,http://www.laserlab-europe.net/events-1/light2015
High-integrity Java application,http://www.hija.info/joomla,HIJA,404,
"ROBotic Open-architecture Technology for Cognition, Understanding and Behaviors",http://www.robotcub.org/,Robot-Cub,200,
Security of software services of mobile systems,http://www.s3ms.org,S3MS,[Errno 113] No route to host,
Innovative optoelectronic and acoustic sensing technologies for large scale forest fire long term monitoring,http://www.eufire.org/,EU-FIRE,403,
Knowledge environment for Interacting ROBOt SWARMs,http://roboswarm.eu/,ROBOSWARM,[Errno 111] Connection refused,
Open platform for user-centric service creation and execution,http://www.opuce.eu/,OPUCE,403,
Co-creative living labs for CWE,http://www.corelabs.eu,CORELABS,[Errno -2] Name or service not known,
Open source enterprise resource planning and order management system for Eastern European tool and die making workshops,http://www.tooleast.org/,TOOL-EAST,200,
European Network for Coordination of Advanced System Integration Technologies,http://www.gooddie.net/gd_frameset.htm,ENCASIT,[Errno -2] Name or service not known,
"Analysis and design of run-time reconfigurable, heterogeneous systems",http://andres.offis.de/,ANDRES,404,
Embedded Middleware in mobility applications,http://www.emmaproject.eu,EMMA,302,
Professional peer Environment beyond edge computing,http://www.ist-popeye.eu/,POPEYE,200,
Dynamic Magneto-electronics,http://dynamax.tnw.utwente.nl/,DYNAMAX,[Errno 113] No route to host,
Multimedia semantic syndication for enhanced news services,http://www.mesh-ip.eu/?page=project,MESH,200,
An all-wireless mobile network architecture,http://www.lip6.fr,WIP,200,
Free / libre/ Open source software metrics and benchmarking study,http://flossmetrics.org/,FLOSSMETRICS,timed out,
Argumentation as a foundation for the semantic grid,http://www.argugrid.eu,ARGUGRID,403,
A new vision for the participation of European SMEs in the future e-Business scenario,http://www.e-nvision.org,E-NVISION,301,http://e-nvision.org/
The European application home alliance,http://www.teaha.org/,TEAHA,[Errno -2] Name or service not known,
Physical human-robot Interaction: dependability and safety,http://www.phriends.eu/,PHRIENDS,200,
Contract based systems engineering methods for verifiable cross-organisational networked business applications,http://www.ist-contract.org,CONTRACT,200,
EvoTest - Evolutionary testing for complex systems,http://evotest.iti.upv.es/,EVOTEST,502,
Design for micro and nano manufacture,http://www.patent-dfmm.org/,PATENT,302,http://www.lirmm.fr/
Network-centric Middleware for group communications and resource sharing across heterogeneous embedded systems,http://www.ist-more.org,MORE,403,
Networked environment for personal ontology-based management of unified knowledge,http://nepomuk.semanticdesktop.org,NEPOMUK,200,
FMD and CSF coordination action,http://www.foot-and-mouth.org/fmd-csf-ca,CA FMD/CSF,404,
"Presence: Research Encompassing Sensory Enhancement, Neuroscience, Cerebral-Computer Interfaces and Applications",http://www.presenccia.org/,PRESENCCIA,200,
"Applied research roadmaps for Carbon Nanotubes - opportunities, requirements, challenges",http://arcorc.eu/,ARCORC,[Errno -2] Name or service not known,
Free European Life-science information and Computational Services,http://www.felics.org,FELICS,200,
Knowledge base for RTD competencies,http://www.ist-world.org,IST WORLD,[Errno 111] Connection refused,
Intelligent integration of supply chain processes and consumer services based on unique product identification in a networked business Environment,http://www.smart-rfid.eu/,SMART,[Errno -2] Name or service not known,
World Year of Physics 2005: Activities in Europe,http://www.wyp2005.org,WYP2005 EUROPE,403,
Heart Failure and Repair,http://www.heartrepair.eu,HEARTREPAIR,200,
Advanced Components Cooperation for Optoelectronics Research and Development,http://www.ist-accord.org,ACCORD,500,
BONUS for the Baltic Sea Science - Network of Funding Agencies,http://www.bonusportal.org,BONUS,200,
The CyberCarpet: Enabling Omni-directional Walking in Virtual Worlds,http://www.cyberwalk-project.org/index.htm,CYBERWALK,404,
MINT ERA-NET From Micro- and Nanoscale Science To New Technologies for Europe,http://www.mnt-era.net/,MNT ERA-NET,302,http://www.mnt-era.net/MNT/index.html
NAnoscale Integrated processing of self-organizing Multifunctional Organic Materials,http://www.naimo-project.org,NAIMO,200,
Security IST Projects cluster support,http://www.ist-securist.org,SECURIST,200,
"Prevention, control and management of prion diseases",http://www.neuroprion.org,NEUROPRION,200,
Ambient intelligence system of agents for knowledge-based and integrated services for mobility impaired users,http://www.ask-it.org/,ASK-IT,200,
Development of novel digital radiography technology; to facilitate the 'traditionally less research intensive inspection industry sector' change from manual film radiography to automated digital,http://www.filmfree.eu.com/home/index.jsp,FILMFREE,200,
"EaRly Nutrition programming- long term Efficacy and Safety Trials and integrated epidemiological, genetic, animal, consumer and economic research. [EARNEST]",http://www.metabolic-programming.org,EARNEST,301,http://www.project-earlynutrition.eu/eneu/
Open SoC design platform for reuse and integration of IPs,http://www.sprint-project.net,SPRINT,[Errno -2] Name or service not known,
"Wireless World Initiative-Ambient Networks: ""Create a pervasive, reliable communication environment hiding the heterogeneous infrastructures, supporting the ever-changing needs of users and services",http://www.ambient-networks.org,WWI AMBIENT NETWORKS,302,
In-Silico Prediction of gene function,http://www.genefun.org/,GENEFUN,200,
Development of an Integrated MEMS (Micro Electro Mechanical System) based DNA Analysis Chip with Active Flow Control Components,http://www.smartbiomems.com/,SMART-BIOMEMS,timed out,
Wireless World Initiative New Radio,http://www.ist-winner.org,WINNER,200,
Open PLC European research alliance for new generation PLC integrated network phase 2,http://www.ist-opera.org,OPERA 2,[Errno -2] Name or service not known,
Food Research in Europe and New Zealand (Food-Frenz): A complementary network to stimulate consumer-focused research collaboration across Food sectors,http://www.foodfrenz.com,FOOD-FRENZ,301,http://foodfrenz.com/
"Enabling access to sound archives through integration, enrichment and retrieval",http://www.easaier.org/,EASAIER,[Errno -2] Name or service not known,
FLUid Image analysis and Description,http://bscw.irisa.fr/pub/bscw.cgi/d8709/index.html,FLUID,[Errno -2] Name or service not known,
Highly Predictable Cluster for Internet-Grids,http://www.hpc4u.eu,HPC4U,[Errno -2] Name or service not known,
Dynamically self-configuring automotive systems,http://www.dyscas.org,DYSCAS,[Errno -2] Name or service not known,
The European Library: Modular Extensions for Mediating Online Resources,http://telmemor.net/,TEL-ME-MOR,[Errno -2] Name or service not known,
OntoGrid: PAVING THE WAY FOR KNOWLEDGEABLE GRID SERVICES AND SYSTEMS,http://www.ontogrid.net,ONTOGRID,[Errno -2] Name or service not known,
Knowledge-based Workflow System for Grid Applications,http://www.kwfgrid.eu,K-WF GRID,301,http://kwfgrid.eu/
Integrating Formal Methods in the Development Process of Medical Guidelines and Protocols,http://www.protocure.org/,PROTOCURE,[Errno -2] Name or service not known,
Rigorous Open Development Environment for Complex Systems,http://rodin.cs.ncl.ac.uk/,RODIN,200,
Communications from Aerial Platform Networks delivering Broadband Communications for All,http://www.broadwan.org,CAPANINA,301,https://www.telenor.no/broadwan/
Interoperability and automated mapping,http://www.intamap.org/,INTAMAP,200,
Development of novel concepts for communication between living cells and silicon based electronic devices,http://icadc.cordis.lu/fep-cgi/srchidadb?ACTION=D=PROJ_IST=72301,GOLDEN BRAIN,404,
Computing Inside a Single Molecule Using Atomic Scale Technologies,http://www.phantomsnet.net/Picoinside/,PICO-INSIDE,200,
COntinuous VAriable Quantum Information with Atoms and Light,http://www.ulb.ac.be/project/covaqial/,COVAQIAL,200,
Vehicle-to-vulnerable road user cooperative communication and sensing technologies to improve transport safety,http://www.watchover-eu.org,WATCH-OVER,200,
Service Centric Systems Engineering,http://secse.eng.it/pls/secse/secse.home,SECSE,[Errno -2] Name or service not known,
3D FACE,http://www.3dface.org,3DFACE,302,http://www.3dface.org/home/welcome.html
Autonomic Communication: Coordination Action,http://www.autonomic-communication.org/,ACCA,[Errno -2] Name or service not known,
Content Analysis and REtrieval Technologies to Apply Knowledge Extraction to massive Recording,http://www.ist-caretaker.org,CARETAKER,[Errno -2] Name or service not known,
Intercultural Active Citizenship Education,http://www.ces.fe.uc.pt/interact/overview.htm,INTERACT,301,http://www.ces.uc.pt/interact/overview.htm
Virtual Enterprises for Integrated Industrial Solutions,http://www.veritas-eu.com/,VERITAS,[Errno -2] Name or service not known,
NanoTIMER - Nano-technology in mechanical-electrical resonators,http://www.hitech-projects.com/euprojects/nanotimer/,NANOTIMER,404,
Technologies for road advanced cooperative knowledge sharing sensors,http://www.trackss.net,TRACKSS,200,
Concepts and methods for exploring the future of learning with digital technologies,http://www.noe-kaleidoscope.org/,KALEIDOSCOPE,301,http://www.noe-kaleidoscope.org/telearc/
Perceptually-relevant Retrieval Of Figurative Images,http://www.cs.uu.nl/profi/,PROFI,301,http://profi.cs.uu.nl/
Transfer of knowledge in biochemistry and molecular biology of cellular membranes in normal cells and in pathological conditions,http://www.su.se,MEMBRANE-TOK,200,
Integrated waste to energy management for preventing global warming,http://cpi.uni-pannon.hu/,INEMAGLOW,200,
Software for ambient semantic interoperable services,http://www.stasis-project.net/,STASIS,200,
Molecular Logic Machines by Electronic Excitation and Inter- and Intra- Molecular Quantum Dynamics,http://www.moldynlo.ulg.ac.be/,MOLDYNLOGIC,302,http://www.moldynlo.ulg.ac.be/home.php
Development of high therapeutic value IST-based games for monitoring and improving the quality of life of elderly people,http://www.eldergames.eu,ELDERGAMES,200,
Exploring the Frontiers of Magnetic Logic,http://pi.ijs.si/pibrain.exe?Cm=Project=MAGLOG=510993,MAGLOG,[Errno 113] No route to host,
Transfer of knowledge for the creation of a multidisciplinary core of excellence in the computational sciences at the University of Cyprus (UCY),http://www.ucy.ac.cy,UCY-COMPSCI,303,http://www.ucy.ac.cy/el/
Tailoring nanomagnetism via symmetry-breaking at surfaces,http://www.liv.ac.uk/ssci/index.html,TANSAS,404,
Dangerous goods transportation routing and monitoring,http://www.goodroute-eu.org,GOODROUTE,403,
FeedMAP : Technical and commercial feasibility assessment of map data feedback loops applied to the ActMAP framework,http://www.ertico.com/en/subprojects/feedmap/home/,FEEDMAP,403,
Risk assessment and environmental safety affected by compound bio-availability in multiphase environments,http://en.wikipedia.org/wiki/Activated_carbon,RAISEBIO,301,https://en.wikipedia.org/wiki/Activated_carbon
European Training and Research Centre for Imported and Highly Contagious Diseases,http://www.bni-hamburg.de,EUTRICOD,200,
Micro surface science of materials for micro total analysis systems,http://www.stokes.ie,MICROSURFTAS,301,http://stokes.ie/
DEVELOPMENT OF THE CONTINUOUS POWDER PRODUCTION SYSTEM,http://www.dev-cpps.agh.edu.pl/,DEV-CPPS,200,
Co-operation of Estonian and Norwegian Scientific Centres within Mathematics and its Applications,http://cens.ioc.ee,CENS-CMA,200,
STOP Tampering of Products,http://www.stop-project.eu/,STOP,301,http://stop-project.eu/
IMMERsive multi-modal interactive preSENCE,http://www.lsr.ei.tum.de/immersence.html,IMMERSENCE,404,
Laser manipulation of stochastic molecular processes,http://lamol.lasercentre.lv/,LAMOL,200,
Evolution of the Protein-Interaction Networks: the SH3 network in Yeast,http://penelope.crg.es,PENELOPE,200,
Study of rna components by the synthesis of small molecules,http://vourloumis_group.chem.demokritos.gr/,EXPLORNA,200,
Placticity and Learning in Cortical Betworks,http://fias.uni-frankfurt.de/neuro http://fias.uni-frankfurt.de/neuro/projects/plicon/home,PLICON,301,http://fias.uni-frankfurt.de/neuro/
Transfer of expertise in atmospheric monitoring of urban pollutants,http://laser-spectroscopy.ucc.ie,TEAM-UP,200,
Trends research enabler for design specifications,http://www.trendsproject.org,TRENDS,200,
Noncommutative Geometry,http://www.cf.ac.uk/maths/subsites/opalg/qsng.html,EU-NCG,302,http://www.cardiff.ac.uk/mathematics
Star formation in the central regions of active galaxies and data mining in radioastronomy at sub-millimetre wavelengths,http://bodega.iaa.es,SFDM4SUBMM,[Errno -2] Name or service not known,
Advanced study on biofilm systems in water and wastewater treatment,http://www.nuigalway.ie/civileng/research/environmental.html,ABIOS,404,
Grid computational chemistry,http://tccc.iesl.forth.gr,GRID-COMPCHEM,200,
Distributed multi-objective optimisation for ad hoc wireless networks,http://distmo4wnet.project.citi-lab.fr/,DISTMO4WNET,[Errno -2] Name or service not known,
Anthropogenic Impacts on the Atlantic marine Ecosystems of the Iberian Peninsula,http://www.abdn.ac.uk/marfish/animate/animate.htm,ANIMATE,200,
Marie Curie conferences and training courses on the Square Kilometre Array Design Studies (SKADS),http://mcct.skads-eu.org http://www.skads-eu.org,MCCT SKADS,[Errno -2] Name or service not known,
Galaxy evolution through Cosmic Time,http://research.icg.port.ac.uk/unimass,UNIMASS,200,
Understanding plant diversity maintenance in a multi-species metapopulation system in highly variable fire prone environment,http://www.ufz.de/index.php?en=3830,PLANT METAPOPULATION,301,http://www.ufz.de/index.php?en=36547
Mathematical modelling of fracture in adhesive joints,http://www.liv.ac.uk/maths/Applied/Research/MarieCurie.html,MATHMOD,301,https://www.liverpool.ac.uk/mathematical-sciences/
Finite Structures,http://www.renyi.hu,FIST,200,
Hydrogen combustion in the context of fire and explosion safety,http://staffnet.kingston.ac.uk/~ku14008/HYFIRE,HYFIRE,404,
"Advanced and New Simulation Methods in Vehicle Vibro-acoustics - Scientific Analysis, Experimental Verification and Development of Methodologies for the Industrial Application.",http://www.simvia2.eu,SIM-VIA 2,timed out,
Collaborative signal processing for efficient wireless sensor networks,http://www.ics.forth.gr/aspire/,ASPIRE,200,
Collaboration Environment for strategic innovation,http://www.laboranova.com,LABORANOVA,200,
Creating a competitive ERA through empowerment of the young researchers - integrating multidisciplinary aspects of research management and innovation,http://www.year-network.eu/create.html,CREATE (ECO),404,
Enhancement and control of laser-assisted material processing,http://www.ncla.ie/publications.htm,ECOLAMP,404,
The biomedical and sociological effects of sleep restriction,http://www.sleep.fi,SLEEP RESTRICTION,timed out,
"Nanomaterials for application in Sensors, catalysis and emerging technologies",http://www.nascent.qmul.ac.uk,NASCENT,200,
Development of an innovative X-ray source,http://cppl.chania.teicrete.gr,DAIX,[Errno -2] Name or service not known,
Solid phase phospholipid and dendrimer synthesis,http://www.eie.gr/nhrf/institutes/iopc/eu-projects/sopholides/index-en.html,SOPHOLIDES,200,
Routing in Next Generation,http://www.ist-ring.eu,RING,200,
"Enterprise application interoperability via Internet-Integration for SMEs, Governmental Organisations and Intermediaries in the new European Union",http://www.genesis-ist.eu,GENESIS,[Errno -2] Name or service not known,
EST at the interface between particle physics and cosmology,http://icc.dur.ac.uk/index.php?content=Mariecurie/MarieCurie,ICCIPPP,200,
Initiative 4 Facilitating integration of Research Potential from the Accession Candidate countries with the Potential of the Member States in the Area of Water Cycle including Soil Related Issues of t,http://www.integration4water.org,INTEGRATION 4 WATER,200,
"Deterministic and stochastic dynamics, fractals, turbulence",http://www.impan.pl/EU/,SPADE2,200,
Transnationality of Migrants: Enduring ties with the home country and integration in the host country,http://www.cepr.org/research/networks/TOM/,TOM,404,
Biodegradable polymeric materials for health and environment -centre of excellence,http://www.cmpw-pan.edu.pl,BIOMAHE,302,https://www.cmpw-pan.edu.pl/index.php?lang=pl
"Intelligent Framework for Generating Open (Adaptable) Development Platforms for Web-Service Enabled Applications Using Semantic Web Technologies, Distributed Decision Support Units and Multi-Agent#",http://www.infrawebs.org/,INFRAWEBS,[Errno -2] Name or service not known,
Egalitarian and socially inclusive Europe,http://www.ucd.ie/ewi/mariecurie/main.htm,ESIE,200,
Advanced seismic acquisition and processing,http://www.elgi.hu,ASAP,200,
Understanding the dynamics of cell divisioneuropean network for composite reinforcement,http://encore.shef.ac.uk/ fib,EN-CORE,200,
Transfer of knowledge in microbial signal transduction pathways and metagenomics,http://www.ucc.ie/en/eri/themes/envmicrogen/tramways/,TRAMWAYS,200,
Transfer of Knowledge Exciting Novelties for the Group for Research in Automatic Control Engineering on Hybrid Systems and Embedded Control Software Design.,http://www.grace.ing.unisannio.it,TOKEN FOR GRACE,timed out,
"Combining genetic, physiological and viral tracing methods to understand the structure and function of neural circuits",http://www.fmi.ch/research/groupleader/?group=112,NEURAL CIRCUIT,200,
Computational homological Algebra,http://hamilton.nuigalway.ie/,COHO,200,
Remote monitoring and control of biological processes for environmental protection and sustainable development,http://serc.research.glam.ac.uk/,BIOSPEC,301,http://serc.research.southwales.ac.uk/
Designed Ecosystem Services for Biological Treatment,http://www.ceg.ncl.ac.uk/ecoserv/index.htm,ECOSERV,302,http://www.ncl.ac.uk/ceg/
Cryptosporidiosis network Ireland: Development of skills and knowledge to predict Cryptosporidiosis risk in Catchment waters,http://www.cryptonet.ie,CRYPTONET.IE,[Errno -2] Name or service not known,
Network for Ice sheet and Climate evolution,http://nice.ipsl.jussieu.fr/overview/nice_intro.shtml,NICE,timed out,
Control of neurogenesis in vertebrate brain,http://en.wikipedia.org/wiki/Stem_cell,NEUROGENESIS,301,https://en.wikipedia.org/wiki/Stem_cell
Modelling and analysis of evolutionary structures for distributed services,http://credo.cwi.nl,CREDO,502,
Bioavailability of trace metals in anaerobic granular sludge reactors,http://www.unesco-ihe.org/About/Academic-departments/Environmental-Resources/Research/Postdoctoral-and-visiting-researchers/Dr.-Jan-Bartacek,BIOTRAC,404,
Early stage training site for European long-wavelength Astronomy,http://www.jb.man.ac.uk/~estrela,ESTRELA,301,http://www.jb.man.ac.uk/~estrela/
Elucidating the ORIGINS of Solar System(s): Anatomy of primitive meteorites,http://origins-network.eu,ORIGINS,[Errno -2] Name or service not known,
"Energetic ultra-fast laser-driven radiation sources: Applications in Biology, Chemistry and Physics",http://unis.iesl.forth.gr/,MULTIRAD,200,
Stepping stones for the adaptation of human pathogenic fungi resulting from global change,http://www.scedosporium-ecmm.com,AHUPAF,200,
"The interface between risk management systems, corporate governance and internal control: implications for EU competitiveness",http://www.nottingham.ac.uk/business/rmgic/index.html,RMGIC,404,
"Political Responses to Economic Change: De-Industrialization, Globalization and Service Sector Development",http://www.tcd.ie/iiis/research/mariecurie%20(awren)%20-%202011.php,POLGLOBALSERV,200,
Training course on nanostructured materials for advanced membrane processes,http://www.nanomemcourse.eu,NANOMEMCOURSE,200,
Quantitative methods in Economic analysis,http://greqam.univ-mrs.fr/spip.php?rubrique30,QMEA,301,http://www.greqam.fr/
TRANSPORTNET-EST,http://www.transportnet.org,TRANSPORTNET-EST,200,
A European research network on key technologies for intervention autonomous underwater vehicles,http://www.freesubnet.eu,FREESUBNET,[Errno -2] Name or service not known,
Building and Promoting a Linux-based Operating System to Support Virtual Organizations for Next Generation Grids,http://www.xtreemos.org,XtreemOS,200,
High resolution mapping of genetic loci underlying variation in gene expression using a heterogeneous stock of mice,http://gscan.well.ox.ac.uk/,HS GENOMICS,200,
Versatile Infrared Laser source for Low-cost Analysis of Gas Emissions,http://www.neo.no/village/,VILLAGE,200,
Development of an astrophysics centre in Crete,http://astro.physics.uoc.gr,ASTROCENTER,200,
To spread bioinformatic knowledge applied to functional genomic,http://www.unicam.it/microarray/,INFONOMIC,404,
Automatic 3G/4G Radio Access Network Planning and Optimisation - A High End Computing Approach,http://www.cwind.org,RANPLAN-HEC,200,
Advanced Risk Assessment and Management for Trustable Grids,http://www.assessgrid.org,AssessGrid,[Errno -2] Name or service not known,
Synthetic routes to useful phosphorus compounds,http://www.celticcatalysts.com,PHOSCOM,403,
Targetting VAP-1 to treat chronic inflammatory liver disease,http://www.biotie.com,LEVITATES,200,
Electronic structure of nanosystems: Density functional theory approach,http://www.physik.fu-berlin.de/~ag-gross,NANO - DFT,301,http://users.physik.fu-berlin.de/~ag-gross/
Crust to core: the fate of subducted material,http://www.c2c-rtn.eu,C2C,[Errno -2] Name or service not known,
Training in industrial applications of ionic liquids for sustainable chemistry,http://www.qub.ac.uk/,IONIC LIQUIDS,200,
Grid-enabled automatic wireless network design,http://www.cwind.org/gawind.html,GAWIND,404,
Innovation of novel high resolution electronics for reflective electrochromic displays,http://www.ntera.com/,NANOMATRIX,403,
Calibrating eLearning in schools,http://calibrate.eun.org,CALIBRATE,200,
"Fullerene derivatives for photonic applications: design, synthesis and measurements",http://www.eie.gr/nhrf/institutes/iopc/researchgroups/ccg-group/ccg-en.html,FDPA,200,
