,title,projectUrl,acronym
10220,Proof and specification assisted design environments,http://www.dcs.gla.ac.uk/prosper/,PROSPER
10222,Verification of hybrid systems,http://www-verimag.imag.fr/VHS,VHS
10245,Harbours - silting and environmental sedimentology,http://hjs.geol.uib.no/Hsense,H-SENSE
10297,Thematic Network on 2/stroke Engine Wear Parts,http://www.chem-mats.mmu.ac.uk/Research/Engine_wear/2stroke_home.htm,
10333,Modelling agroecosystems under global environmental change,http://www.iacr.bbsrc.ac.uk/aen/magec/index.htm,MAGEC
10342,Contaminated Land Rehabilitation Network for Environmental Technologies,http://www.clarinet.at/,CLARINET
10348,Tracing the water masses of the North Atlantic and the Mediterranean,http://www.misu.su.se/~doos/tracmass/tracmass.html,TRACMASS
10461,OPTAS - TASK 4.3.2/45 PART A OF THE 3RD CALL. THE EUROPEAN COMMISSION FRAMEWORK 4 RTD PROGRAMME,http://www.redscientific.demon.co.uk/,OPTAS PART A
10503,Optimisation of Airport Systems Part B,http://www.red-scientific.co.uk/optas_b.htm,OPTAS PART B
10521,QUALITY OF FREIGHT VILLAGES STRUCTURE AND OPERATIONS,http://www.freight-village.com or http://www.logistic-platform.com,FV-2000
10527,Survey on Freight Transport including a cost-comparison for Europe,http://alfa.ist.utl.pt/~cesur/softice,SOFTICE
10531,Legal and regulatory measures for sustainable transport in cities%Lat,http://www.ils.nrw.de/netz/leda,LEDA
10543,impacts of Increased and Multiple Use of Inland Navigation and Identification of Tools to Reduce Negative Impacts,http://www.xs4all.nl/~savenyer/immunity.html,IMMUNITY
10556,THE SONIC SWORD FOR PHARMACEUTICAL & NEURO PHYSIOLOGICAL RESEARCH,http://www.research-instruments.com,
10557,A SKIN CANCER SCREENING TOOL,http://www.neuroinformatik.ruhr-uni-bochum.de/,
10607,Computer-based system for enhanced design and manufacturing of as-formed metal products,http://www.quantech.es/formas.htm,FORMAS
10633,"Diagnosis and Monitoring for Machine Tools, integrated in advanced CNCs",http://www.tekniker.es\diamond,DIAMOND
10637,Development of new technology for the production of near net shape adi-parts,http://indigo4.gi.rwth-aachen.de/flyer/squeeze/squeeze.html,ADITECH
10643,Ims rapid product development,http://ims-rpd.IPA.FhG.de/,IMS RPD
10668,AN INNOVATIVE DIAGNOSE TOOL FOR EUROPEAN FARM MACHINERY REPAIRERS,http://cemagref.fr,BED
10670,FOOD & ANIMAL MONITORING EXPERT,http://www.agr.kuleuven.ac.be/dp/ztc/laboztc.htm,FAME
10689,Long-term Changes in Baltic Algal Species and Ecosystems,http://www.bot.ku.dk/biobase,BIOBASE
10706,Development of a low cost European desalination and process heat collector,http://www.eurotrough.com,
10731,Predicting offshore wind energy resources,http://www.eru.rl.ac.uk/POWER_project/POWER_project.htm,
10787,ALLIANCE OF REMOTE INSTRUCTIONAL AUTHORING & DISTRIBUTION NETWORKS FOR EUROPE (2ND PHASE),http://ariadne.unil.ch/,ARIADNE II
10788,COAST EXTENDED RENEWAL,http://coast.selisa.fr:9010/,COASTER
10790,ELECTRA 98-99,http://www.unimaas.nl/~electra,ELECTRA 98-99
10791,MULTIMEDIA EDUCATIONAL TELEMATIC APPLICATIONS,http://www.metamedia.org.uk,META
11020,IMPLANTATION IN A PILOT SCALE OF A NEW ORGANISATION FOR HOT DIP GALVANIZATION INDUSTRIES,http://www.inasmet.es,INODGI
11021,A MODULAR SHOP CONTROL TOOLKIT FOR FLEXIBLE MANUFACTURING,http://www.mcs-international.com,MOSCOT
11022,"VALIDATION OF THE MICROGAP CHAMBER TECHNOLOGY FOR DIGITAL RADIOGRAPHY, SPECIFICALLY MAMMOGRAPHY APPLICATIONS",http://www.vub.ac.be,MICADO
11023,Regional transfer and optimisation of technology related to identification and production of antibody specificities using phage display libraries,http://www.affitech.com,ANTIBODY LIBRARIES
11024,GRANULATED RETREADED TYRES FOR SLIPPERY CONDITIONS INCREASED RUBBER RECYCLING AND LESS ROAD WEAR,http://www.vegag.is/,TYRES
11027,"TRANSFER OF DETENTE INSTANTANEE CONTROLEE ""D.I.C"" TO THE AGRO-FOOD AND PHARMACEUTICAL SECTOR",http://www.abcar-dic.com,DIC
11044,Public perceptions of agricultural biotechnologies in Europe - perception of biotechnology,http://www.pabe.net,PABE
11055,LABOUR POLICIES INFORMATION NETWORK,http://www.lapin.org,LAPIN
11063,TELEMATIC MULTIDISCIPLINARY ASSISTIVE TECHNOLOGY EDUCATION,http://www.telemate.org/,TELEMATE
11182,LATIN AMERICA BUSINESS OPPORTUNITIES RESEARCH FOR TELEMATICS APPLICATION PROJECTS,http://www.sadiel.es/europa/labortel/,LABORTEL
11193,VIDEO ENFORCEMENT FOR ROAD AUTHORITIES,http://www.edt.nl/VERA.htm,VERA
11228,INTEGRATION OF NAVIGATION AND ANTICOLLISION FOR RURAL TRAFFIC ENVIRONMENT,http://www.iao.fhg.de/Projects/IN-ARTE/,IN-ARTE
11233,PROTOCOLS FOR INTEGRATED SHIP CONTROL AND EVALUATION OF SITUATIONS,http://www.itk.ntnu.no/SINTEF/pisces/,PISCES
11236,SECURE DOCUMENT DELIVERY FOR BLIND AND PARTIALLY SIGHTED PEOPLE,http://www.arttic.com/projects/Sedodel/,SEDODEL
11282,"The future developments in farm animal breeding and reproduction and their ethical, legal and consumers' implications",http://www.faip.dk,
11357,"Transnational collaboration within the EU for research in high precision engineering, micro-engineering and nanotechnology - incorporating the formation of the European Society for Precision Engineering and Nanotechnology",http://www.euspen.org,
11364,Automated inspection and maintenance of steel structures,http://www.isw.uni-stuttgart.de/projekte/aims/index.html,AIMS
11366,Production improvement by new optimised method in wood quality control and cutting with an high-performance on-line system,http://ceo.ino.it,PINOCCHIO
11382,Industrial Optical Diagnostic for on-line Control in Thermal spraying,http://www.poeton.co.uk/pands/R&D/collab/inodcot.htm,INODCOT
11436,A network on process safety,http://www.safetynet.de,SAFETYNET
11563,European Network for Oceanographic Data & Information Management,http://www.sea-search.net/,EURONODIM
11726,First principles investigation of molecular processes on the surfaces of tin oxide,http://www.3ragrocarbon.com,
12110,Information system for the ESF/QUEEN Programme,http://www.pangaea.de/Projects/QUEEN/,QUEEN/PANGAEA
12154,Development and evaluation of industrial electrochemical reactors,http://www.elsyca.com,DESINER
12161,Nde and life assessment of reformer tubes,http://www.era.co.uk/nart/nart.htm,NART
12169,Catalases for low water textile processes,http://www.compete.tm.fr,
12181,Agile reconfigurable manufacturing machinery systems,http://www.mrg.dmu.ac.uk/armms/ARMMS.htm,ARMMS
12196,"Microencapsulation for low cost, high volume, pharmaceutical applications",http://www.microlithe.com/microcap,MICROCAP
12197,Warm forging of advanced metal alloys,http://manmec.bham.ac.uk/wafam,WAFAM
12596,Development of multi-sensor techniques for monitoring the quality of fish,http://www.mustec.difres.dk/,MUSTEC
12599,Extending the Quality of Public Transport,http://www.europrojects.ie/equip,EQUIP
12654,Mediterranean model networking and archiving program,http://www.met.ed.ac.uk/mednet/index.html,MEDNET
12657,Feasibility of a new generation of test apparatus for airborne particulate systems,http://www.nomoredust.org.uk,
12886,New ecological pest management of pernicious scale insects in Mediterranean forest and groves,http://www.pierroton.inra.fr/Phocus/,PHOCUS
12934,European farms for effective clover technology,http://www.greenmount.ac.uk/effect,EFFECT
12943,Reducing chemical input in apple production in response to consumer and grower's environmental concerns by increasing the durability of natural disease resistance,http://www.inra.fr/Internet/Projets/DARE/index.htm,DARE
13015,Biobased food packaging quality assurance and food safety,http://www.mli.kvl.dk/foodchem/special/biopack,FOOD BIOPACK
13116,Private Operation and Financing of Trans-European Networks,http://projects.nei.nl/profit/,PROFIT
13138,Verifying and strengthening rural access to transport services,http://www.bealtaine.ie/virgil,VIRGIL
13188,Development and demonstrations of JBIG CODEC and associated space colour converter,http://www.enbr.org,COLOR-JBI
13204,Geometric algorithms for industrial application,http://www.mpi-sb.mpg.de/GALIA,GALIA
13289,Active non-linear mirror for optical time-division multiplexing,http://www.rubicon-net.org/,ANLM-OTDM
13346,Successful market exploitation for improved AGV's through RETRARO technology,http://www.psi-k.org,SMART
13388,Modelling the effect of land degradation on climate,http://www.ceh.ac.uk,
13490,RE-START RENEWABLE ENERGIES STRATEGIES AND TECHNOLOGY APPLICATIONS FOR REGENERATING TOWNS,http://www.resetters.org,
13678,Smart polyurethane alloys for components having electrical and thermal functional gradients,http://www.nordestprojects.com/SPACE,SPACE
13686,Development of a low cost linear friction welding machine,http://www.linfric.com,
13709,Carrying capacity assessment and impact of aquaculture in Chinese bays,http://tejo.dcea.fct.unl.pt/china/,
13710,Prediction of the resilience and recovery of disturbed coastal communities in the tropics,http://www.imedea.uib.es/natural/goi/litoralecology/predict/,PREDICT
13711,"Occurence of toxic cyanobacteria waterblooms - impact on water environments and potential human health risk. Environmental, physiological and genetic mechanisms involved in toxins production",http://www.linecyano.org,
13713,Assessment of mangrove degradation and resilience in the Indian sub-continent: the cases of godavari estuary and south west Sri Lanka,http://www.unipv.it/webbio/labweb/ecoeto/cina/index.htm,
13733,Sustainable development of African continental fisheries - a regional study of policy options and policy formation mechanisms for the Lake Chad Basin,http://www.pbs.port.ac.uk/econ/cemare/afrconfish.htm,
13886,Development and application of super abrasive precision tools for advanced machining operation,http://www.t-tool.uni-bremen.de,
13923,Exposure to arsenic and cancer risk in central and East Europe,http://www.icconsultants.co.uk/expascan.html,
13981,"Measuring,monitoring and managing sustainability - the coastal dimension",http://www.teriin.org/teri-wr/coastin,
14051,HPCN-enabled simulation of cardiovascular and other biomedical flow problems,http://www.csi.ensmp.fr/WebCSI/MEDUSE/,BLOODSIM
14059,European footwear network for electronic trading,http://www.uni-konstanz.de/crimeandculture/crimeandculture.html,EFNET
14072,New interactive and embedded system for audio guiding device,http://www.ftu-namur.org/sprew/,GUIDE-MAN2
14073,Advanced simulation interoperable architecture,http://ecologic.eu/projekte/epigov/index.htm,ASIA
14094,Bayesian knowledge extractor,http://www.tresegy.eu,BAKE
14120,Static quality assurance for software and hardware,http://www.avanzi.org/evia,SQUASH
14125,Knowledge management with intranet technologies,http://www.csi.ensmp.fr/WebCSI/PICO/,KNOWNET
14144,Medical representative on-line simulation training,http://www.lse.ac.uk/ricafe,MOST
14146,A contactless optical measurement system to verify tiles outline of different materials,http://www.isit.fraunhofer.de/german/modulint/david.html,OUTLINE
14225,Step-compliant data interface for numeric controls,http://www.step-nc.org,STEP-NC
14226,Coping with the complexity of business innovation,http://www.harmony-net.info,HARMONY
14252,Advanced modelling of visual information processing,http://www.iv.optica.csic.es/projects/amovip.html,AMOVIP
14268,Industry NGO fieldtest of improved efficiency multisensor landmine detector,http://www.iesl.forth.gr/research/activity.aspx?id=47,INFIELD
14286,Control and automation: successful technology applications in Europe,http://www.fleming.gr/en/investigators/Talianidis/index.html,CASTLE
14560,Enhancing the European VLBI Network of Radio Telescopes,http://www.jive.nl/jive/european/rtdhome.htm,
14561,European Network on Developing Techniques for Cooling and Trapping of Radioactive Ions,http://www.phys.jyu.fi/research/igisol/exotraps/,EXOTRAPS
14562,A project to provide enhanced neutron scattering capability at the highest energy transfers,http://www.isis.rl.ac.uk/molecularSpectroscopy/evs/index.htm,VESUVIO
14566,Development of a Combined Synchrotron Radiation and VUV Free-Electron Laser Facility,http://www.elettra.trieste.it/projects/euprog/fel/index.html,
