acronym,title,projectUrl
IHIVARNA,Therapeutic TriMix mRNA based Vaccine in Chronic HIV 1 Infected Patients Receiving Antiretroviral Therapy,
NEOOPIOID,No Pain during infancy by adapting off patent medicines,
ESTEEM 2,Enabling Science and Technology through European Electron Microscopy,
NANOFLOC,Electro agglomeration and separation of Engineered NanoParticles from process and waste water in the coating industry to minimise health and environmental risks,
VINAT,THEORETICAL ANALYSIS DESIGN AND VIRTUAL TESTING OF BIOCOMPATIBILITY AND MECHANICAL PROPERTIES OF TITANIUM BASED NANOMATERIALS,
CLOSED,Clonidine for Sedation of Paediatric Patients in the Intensive Care Unit,
GENIAL,optimizinG Electrical Network In AirpLane composite structures,
ULTRAGASSING,DEVELOPMENT OF A DEGASSING SYSTEM FOR ALUMINIUM CASTING PROCESSING BASED ON ULTRASOUND,
TULCS,Tools for Ultra Large Container Ships,
MATCH,Monoblock Acetabular cup with Trabecular like Coating,
LIGHT-FOAM,Novel Injection Moulding Processing for the Production of Low Density Foams based on Innovative Granule Technology,
WINDSCANNER,WindScanner eu The European WindScanner Facility,
TARGETS,Targeted Advanced Research for Global Efficiency of Transportation Shipping,
INFUCOMP,Simulation Based Solutions for Industrial Manufacture of Large Infusion Composite Parts,
DIREKT,Disarming the intravascular innate immune response to improve treatment modalities for chronic kidney disease,
MIRA,Mediterranean Innovation and Research Coordination Action,
CENDARI,Collaborative EuropeaN Digital Archival Infrastructure,
THINK,A Think Tank Hosting an Interdisciplinary Network to provide Knowledge support to EU Energy Policy Making,
WBC-INCO.NET,Western Balkan Countries INCO NET,
HICOMP,Development and Manufacture of High Temperature Composite Aero Engine Parts,
BACCHUS,Impact of Biogenic versus Anthropogenic emissions on Clouds and Climate towards a Holistic UnderStanding,
WINDTRUST,Demonstration of more reliable innovative designs on a 2MW Wind turbine,
AEROBEAM,Direct Manufacturing of stator vanes through electron beam melting,
PLATINA II,Platform for the implementation of NAIADES PLATINA II,
INTESUSAL,Demonstration of integrated and sustainable enclosed raceway and photobioreactor microalgae cultivation with biodiesel production and validation,
LOCOLITE,An industry system enabling the use of a patented materials processing technology for Low Cost forming of Lightweight structures for transportation industries,
OH-NEXTGEN,Training of the One Health Next Scientific Generation in the Sahel and Maghreb,
DEWI,Dependable Embedded Wireless Infrastructure,
MAAT,Multibody Advanced Airship for Transport,
IDEA,Identification homing and monitoring of therapeutic cells for regenerative medicine Identify Enrich Accelerate,
POLLUX,Process Oriented Electrical Control Units for Electrical Vehicles Developed on a Multi system Real time Embedded Platform,
ANTIDOTE,Anti tick Vaccines to Prevent Tick borne Diseases in Europe,
TUMADOR,Development of very promising humanized therapeutic mAbs efficiently neutralizing a novel immunosuppressive pathway involved in a wide range of cancers,
HIMALAYA,HIgh performance MAss market GNSS receiver muLti stAndard readY for mArket,
OPTIMUS,Demonstration of methods and tools for the optimisation of operational reliability of large scale industrial wind turbines,
CASYM,Coordinating Action Systems Medicine Implementation of Systems Medicine across Europe,
DREAM,valiDation of Radical Engine Architecture systeMs,
ECOARTISNOW,Snow generation with reduced energy consumption and noise emission more consistent quality and extended operating temperature ranges,
SETNANOMETRO,Shape engineered TiO2 nanoparticles for metrology of functional properties setting design rules from material synthesis to nanostructured devices,
BERENICE,Benznidazol and Triazol REsearch group for Nanomedicine and Innovation on Chagas diseasE,
FORUM-AE,FORUM on Aviation and Emissions,
RIBLET SENSOR,Light Scattering on Micro Structured Surface Coatings,
CESAR,Cost Efficient Methods and Processes for Safety Relevant Embedded Systems,
EATS,ETCS Advanced Testing and Smart Train Positioning System,
COMPIPE,Composite Pipes and Fittings for Aero Engines Dressing,
IASS,IMPROVING THE AIRCRAFT SAFETY BY SELF HEALING STRUCTURE AND PROTECTING NANOFILLERS,
ENVIROMONITOR,Demonstration of an on site Automated Environmental Monitoring Instrument for real time detection of hazardous air born particles and Activation of alarms,
TARGETBINDER,Target binders,
DIMID,Development of an Innovative Microfluidic Impedance based Device for multi parametric cell analysis,
CHITOCLEAN,Enhanced chitin based biosorbents for drinking water purification,
NEXTWING,Numerical and EXperimental shock conTrol on laminar Wing,
ADAVES,Advanced avionics equipment simulation,
STEELCOAT,Development of green anticorrosion coatings for steel protection based on environmentally friendly nanoparticles and conducting polymers,
GLOBAL excursion,GLOBAL excursion Extended Curriculum for Science Infrastructure Online,
GPSME,A General Toolkit for GPUtilisation in SME Applications,
NANOANTENNA,Development of a high sensitive and specific nanobiosensor based on surface enhanced vibrational spectroscopy dedicated to the in vitro proteins detection and disease diagnosis,
EU-JORDANNET II,Enhancement of Jordan European S T Partnerships,
DT-FA-AFC,Development and Test of Fluidic Actuators for Active Flow Control Applications,
METRONOME,Methodology for evaluation of project impacts in the field of transport,
CLEANCOMPFIELD,Construction and Assembly of a Prototype Surface Pre treatment Tool for In filed use,
REPAIR,Future RepAIR and Maintenance for Aerospace industry,
POWERAMP,Clean Energy Production through Roadway Surface Power Harvesting Systems for Increased Safety in the Transportation Sector,
BE LOGIC,Benchmarking Logistics and Co modality,
HECTOS,Harmonized Evaluation Certification and Testing of Security Products,
CHEMOGUIDE,Chemotherapy guidance based on efficacy of treatment regimen in cancer cells from the individual patient,
TRANS REG NCP,Coordination action to improve trans national co operation of NCPs REGIONAL,
SAFELANE,An all encompassing intelligent safety and asset management system for highway maintenance,
HESVIC,Health system stewardship and regulation in Vietnam India and China,
ANCORA,ANotec COmoti Rotorcraft Acoustics initiative for preliminary acoustic flight tests for the tuning of simplified rotorcraft noise models,
OpenAIREplus,2nd Generation Open Access Infrastructure for Research in Europe,
ATTACK,Adoptive engineered T cell Trials to Achieve Cancer Killing,
DEMMEA,Understanding the Degradation Mechanisms of Membrane Electrode Assembly for High Temperature PEMFCs and Optimization of the Individual Components,
D3COS,Designing Dynamic Distributed Cooperative Human Machine Systems,
SEAKERS,SEA Kinetic Energy Recovery System,
GEO FAIR TRADE,GEOTRACEBILITY FAIR TRADE,
IFACOM,Intelligent Fault Correction and self Optimizing Manufacturing systems,
NEXT-BUILDINGS,Next Zero Energy Buildings at lowest Cost by using Competitive Sustainable Technology,
WESENSEIT,WeSenseIT Citizen Observatory of Water,
FASUDIR,Friendly and Affordable Sustainable Urban Districts Retrofitting,
SOLUTION,Sustainable Oriented and Long lasting Unique Team for energy self suffIcient cOmmuNities,
E-SCOP,Embedded systems Service based Control for Open manufacturing and Process automation,
COFI,Comparing policy framework structure effectiveness and cost effectiveness of functional and integrated systems of mental health care,
AQUA-PULSE,Photocatalysis with UV LED Sources for Efficient Water Purification,
CONCERTO,Guaranteed Component Assembly with Round Trip Analysis for Energy Efficient High integrity Multi core Systems,
B.BICE+,Brazilian Bureau to Enhance the Bilateral Cooperation between Brazil and Europe,
TRANSBIOBC,Translation of novel Biomarkers for Bladder Cancer for clinical outcome prediction,
COBRA,Local solutions for future challenges Community Owned Best practice for sustainable Resource Adaptive management in the Guiana Shield South America,
HIVOLA,High Voltage amplifier for MEMS based Active Flow Control AFC Actuators,
LRI-HIT,Investigations of liquid resin impregnation and out of autoclave curing of composites for the high temperature aerospace applications,
PACITA,Parliaments and Civil Society in Technology Assessment,
ECO-INNOVERA,ERA NET ON ECO INNOVATION Boosting eco innovation through joint cooperation in research and dissemination,
GENIUS,GEneric diagNosis InstrUment for SOFC Systems,
TRANSFORUM,Transforming European Transport through an Active Actors Forum,
MOBYPOST,Mobility with Hydrogen for Postal Delivery,
EPIONE,Natural sensory feedback for phantom limb pain modulation and therapy,
NEOVANC,Treatment of late onset bacterial sepsis caused by vancomycin susceptible bacteria in neonates and infants aged under three months,
DOTNAC,Development and Optimization of THz NDT on Aeronautics Composite Multi layered Structure,
INDICSER,Indicators for evaluating international performance in service sectors,
UV LED,Energy efficient UV LED curing without inerting,
KHCCBIO,Supporting the Establishment of a Cancer Biobank for Jordan and its Neighbouring Countries Through Knowledge Transfer Training,
HYTEC,Hydrogen Transport in European Cities,
SOLEGLASS,All Glass Mid Temperature Direct Flow Thermal Solar Vacuum Tube,
EXAIRDEC,Development of Novel Exhaust Air Decontamination Process and Equipment for Food Processing Industry s Applications based on Non Thermal Plasma Discharge,
SKIDSAFE,Enhanced Driver Safety due to Improved Skid Resistance,
FIBRE+,Innovative Paper Packaging Products for European SMEs Based on Functional Modification of Recovered Fibres,
ADDSAFE,Advanced Fault Diagnosis for Safer Flight Guidance and Control,
GREEN-OIL,Development of bio oil dewatering and fractionation processes and testing of upgraded bio oil as engine fuel and feedstock for the production of lubricants,
BEAUTY,Bio Ethanol engine for Advanced Urban Transport by Light Commercial Vehicle Heavy DutY BEAUTY,
GENE2FARM,Next generation European system for cattle improvement and management,
FOCUS,Fixed Dose Combination drugs for Secondary Cardiovascular Prevention,
THE ISSUE,Traffic Health Environment Intelligent Solutions Sustaining Urban Economies,
ADVANSYS,Design of Advanced Antenna and Multi Sensor Hybrid Receiver for Machine Control in Harsh Environment,
LINK2US,European Union United States Research Cooperation Network Link to the United States,
SILICON_LIGHT,Improved material quality and light trapping in thin film silicon solar cells,
HERMES,Establishing a CompreHEnsive transport Research information Management and Exchange System,
PLASTRONICSSPEC,Development of an automated digital radiography system for the inspection of plastic electronics,
LASIE,LArge Scale Information Exploitation of Forensic Data,
TRAINWHEELS,A novel technology for detecting train wheels surface cracks by non destructive testing based on thermography,
DRY CLOSET,Demonstration of a new biocide dry toilet with improved functionalities for three specific markets,
EMSAC,European Marine Science Applications Consortium,
ERICKA,Engine Representative Internal Cooling Knowledge and Applications,
ARANGE,Advanced multifunctional forest management in European mountain ranges,
LEAN PPD,Lean Product and Process Development,
SUPERFLEX,Develop and demonstrate a Mini factory concept for production of personalized skin care products for elderly population,
WOODWISDOM-NET+,WoodWisdom Net Pacing Innovation in the Forest Based Sector,
PACE-NET PLUS,Pacific Europe Network for Science Technology and Innovation,
SUSANA,SUpport to SAfety ANalysis of Hydrogen and Fuel Cell Technologies,
HYPERMEMBRANE,Development of an adaptable structure for architecture applications,
TICD,Tailored implementation for chronic diseases,
MON4STRAT,Therapeutic Beta Lactam Monitoring for Stratified Treatment of hospital acquired pneumonia improved dose dependent efficacy decreased treatment duration and prevention of emergence of resistance,
SO SMART,Socially sustainable manufacturing for the Factories of the Future SO SMART,
HYECON2,Demonstrating the hygienic energy optimized HYECON products for the foodstuff industry,
ECOGEL CRONOS,High productivity manufacturing process of composite parts based on zero emissions fast curing coatings and heated moulds,
HEFPA,Health Equity and Financial Protection in Asia,
STEP-WISE,Science Technology and Policy interfacing using WISE RTD,
ScalaLife,Scalable Software Services for Life Science,
HOSANNA,Holistic and sustainable abatement of noise by optimized combinations of natural and artificial means,
ROBUSTAFC,Performance Evaluation of a highly robust Fluid Actuator for AFC,
EQUITABLE,Enabling universal and equitable access to healthcare for vulnerable people in poor resource settings,
METALMORPHOSIS,Optimization of joining processes for new automotive metal composite hybrid parts,
CREDITS4HEALTH,Credits based people centric approach for the adoption of healthy life styles and balanced Mediterranean diet in the frame of social participation and innovation for health promotion,
BIOLYFE,Second generation BIOethanol process demonstration scale for the step of Lignocellulosic hYdrolysis and FErmentation,
A-PIMOD,Applying Pilot Models for Safer Aircraft,
BPI PLANTHEAL,Development of Benaki Phytopathological Institute as a Centre of Excellence in Plant Health and Crop Protection,
INSPIRE,Innovative methodology for small populations research,
PREDICTION-ADR,Personalisation of tREatment In Cardiovascular disease through next generation sequencing in Adverse Drug Reactions,
ANTIFLU,Innovative anti influenza drugs excluding viral escape,
BM4SIT,AN INNOVATIVE CAUSAL THERAPY FOR ALLERGY SAFE AND RAPID INDUCTION OF AN ANTI INFLAMMATORY IMMUNE RESPONSE USING A MUTANT HYPOALLERGEN AND VITAMIN D3,
ECO-SEE,Eco innovative Safe and Energy Efficient wall panels and materials for a healthier indoor environment,
BELLEROPHON,comBinig cELLular and humoral immunE RespOnses as a vaccine strategy against staPHhylOcoccus aureus pathogeN,
GRENADA,GRaphenE for NAnoscaleD Applications,
ITECH,Roadmap for Research and Innovation in Health Technology,
TRANSMANGO,Assessment of the impact of drivers of change on Europe s food and nutrition security,
PERMED,Personalized Medicine 2020 and beyond Preparing Europe for leading the global way PerMed,
BALTINFECT,Unlocking infectious diseases research potential at Riga Stradins University,
ACXIS,Automated Comparison of X ray Images for cargo Scanning,
WIRE 2012,Conference WIRE 2012 Delivering the Innovation Union at Regional Level,
SUPREMAE,A Supervised Power Regulation for Energy Management of Aeronautical Equipments,
DESIGN4CHILDREN,Development of innovative and cost effective design support tools for the European childcare products industry promoting the enhancement of children s comfort and extending products lifespan,
ECOSHOPPING,Energy efficient Cost competitive retrofitting solutions for Shopping buildings,
AERODAYSUK2015,Aerodays 2015 Aviation for Growth and Sustainability,
ITS TEST BEDS,Common building blocks for ITS test beds and field operational tests,
CANAL,CreAting NonconventionAl Laminates,
OPTICS,Observation Platform for Technological and Institutional Consolidation of research in Safety,
MAN-MADE,MANufacturing through ergonoMic and safe Anthropocentric aDaptive workplacEs for context aware factories in EUROPE,
AMETHYST,Ambulatory Magneto Enhancement of Transdermal High Yield Silver Therapy,
PULSARPLANE,PulsarPlane Worldwide Air Transport Operations,
ELISSA,Energy Efficient LIghtweight Sustainable SAfe Steel Construction,
CLINES,Cluster based Innovation through Embedded Systems technology,
PEMREL,Sample power electronic module construction for testing characterisation and manufacturability assessment,
GREENNETS,Power consumption and CO2 footprint reduction in mobile networks by advanced automated network management approaches,
INTRAPID,Innovative inspection techniques for laser powder deposition quality control,
PIGWAVES,In Line Service For Internal Inspection Of Unpiggable Buried Oil Pipelines Using Long Range Ultrasound Guided Waves In Fifty Metre Segments,
MAGNOLYA,Advanced environmentally friendly chemical surface treatments for cast magnesium helicopter transmission alloys preservation,
CORE-JETFUEL,Coordinating research and innovation of jet and other sustainable aviation fuel,
SOLNOWAT,Development of a competitive 0 GWP dry process to reduce the dramatic water consumption in the ever expanding solar cells manufacturing industry,
NANOCORE,Development of a low FST and high mechanical performance nanocomposite foam core material for ferries and cruise ship superstructures,
ALBICAN,High speed all electric bio cantilever,
FABIMED,Fabrication and Functionalization of BioMedical Microdevices,
DROUGHT-R&SPI,Fostering European Drought Research and Science Policy Interfacing,
GROUND-MED,Advanced ground source heat pump systems for heating and cooling in Mediterranean climate,
HYPER,Integrated hydrogen power packs for portable and other autonomous applications,
AEGIS,Advancing knowledge intensive entrepreneurship and innovation for growth and social well being in Europe,
FACTOR MARKETS,Comparative Analysis of Factor Markets for Agriculture across the Member States,
GIAVAP,Genetic Improvement of Algae for Value Added Products,
TEMPO,Thermal Exchange Modelling and Power Optimization,
OREAT II,Open Rotor Engines Advanced Technologies II,
IMPACTT,Immunoglobulin IgY pseudomonas A clinical trial for cystic fibrosis treatment,
HYPACTOR,Pre normative research on resistance to mechanical impact of composite overwrapped pressure vessels,
DENAMIC,Developmental neurotoxicity assessment of mixtures in children,
METAPRO,The development of tools and effective strategies for the optimisation of useful secondary METAbolite PROduction in planta,
NEARS,New European Aviation Research Strategy,
P5,Privacy Preserving Perimeter Protection Project,
BELERA,Reinforcing carbon nanotubes and photonics research cooperation between the Belarusian State University of Informatics and Radioelectronics and the European Research Area,
REFLEX,Reinforcing FLEXibility of SMEs by dynamic business process management,
EUROHEADPAIN,Mechanisms and Treatment of Migraine and its Chronification,
A-PARADDISE,Anti Parasitic Drug Discovery in Epigenetics,
µBGAS,A Novel System for the Production of World s First Micro Ball Grid Array BGA Spheres for enabling the EU Electronics Industry to produce smaller electronics goods,
HEPACUTE,Host and viral factors in acute hepatitis C,
CROPSUSTAIN,Integrated Approaches for Sustainable Crop Production in Slovenia Resisting Global Changes,
EISRI II,European Intersectoral Summit on Research and Innovation second edition The Role of the Media in Responsible Research and Innovation,
KACELLE,Demonstrating Industrial Scale Second Generation Bioethanol Production KAlundborg CELLulosic Ethanol plant,
E-CAERO,European Collaborative Dissemination of Aeronautical research and applications,
ACCESS2CANADA,Supporting EU Access to Canadian Research and Innovation Programmes,
SHIVA,Stratospheric ozone Halogen Impacts in a Varying Atmosphere,
ALL4RESTGO2MARKET,Validation and commercialization of improved solutions for rest systems from ALL4REST project ALL4RESTgo2MARKET,
GEONETCAB,GEO Network for Capacity Building,
PGR SECURE,Novel characterization of crop wild relative and landrace resources as a basis for improved crop breeding,
OPTS,OPtimization of a Thermal energy Storage system with integrated Steam Generator,
STABALID,STAtionary BAtteries LI ion safe Deployment,
JEDI ACE,Japanese European De Icing Aircraft Collaborative Exploration,
H2MOVES SCANDINAVIA,H2moves eu Scandinavia,
INTERACT,International Network for Terrestrial Research and Monitoring in the Arctic,
HYFACTS,Identification Preparation and Dissemination of Hydrogen Safety Facts to Regulators and Public Safety Officials,
DYNAPIT,Nose Fuselage Cockpit Dynamic Characterization for Internal Noise Attenuation,
SMYTE,Advanced concepts for trailing edge morphing wings Design and manufacturing of test rig and test samples Test execution,
NECOBELAC,Network of collaboration between Europe and Latin American Caribbean countries to spread know how in scientific writing and provide the best tools to exploit open access information in public health,
REALISEGRID,REseArch methodoLogIes and technologieS for the effective development of pan European key GRID infrastructures to support the achievement of a reliable competitive and sustainable electricity supply,
CS-GYRO,MEMS gyrometer for wing behaviour measurement,
TIMET,Linking the clock to metabolism,
ICAN,International Coherent Amplification Network,
OMSOP,Optimised Microturbine Solar Power system,
MG4U,Marine Genomics for Users,
SEE-DRUG,ESTABLISHMENT OF A CENTRE OF EXCELLENCE FOR STRUCTURE BASED DRUG TARGET CHARACTERIZATION STRENGTHENING THE RESEARCH CAPACITY OF SOUTH EASTERN EUROPE,
SPECCC,Specialised Cell Carrier Components,
POTRA,Parametric optimisation software package for trajectory shaping under constraints,
QUALMAT,Quality of maternal and prenatal care bridging the know do gap,
ONLY WATER,Autonomous and standardised container based water treatment unit for production of potable water,
CAPHAZ-NET,Social Capacity Building for Natural Hazards Toward More Resilient Societies,
CLEOPATRA,CLEaner OPerations Attained Through Radars Advance,
03K,Oral Off patent Oncology Drugs for Kids,
LOG4GREEN,Transport Clusters Development and Implementation Measures of a Six Region Strategic Joint Action Plan for Knowledge based Regional Innovation,
DESSI,Decision Support on Security Investment,
ANASTOMOSEAL,Development of a resorbable sealing patch for the prevention of anastomotic leakage after colorectal cancer surgical treatment,
STORAGE,Composite Structural Power Storage for Hybrid Vehicles,
CATO,CATO CBRN crisis management Architecture Technologies and Operational Procedures,
CEPHOS-LINK,Comparative Effectiveness research on Psychiatric HOSpitalisation by record LINKage of large administrative data sets,
STACKTEST,Development of PEM Fuel Cell Stack Reference Test Procedures for Industry,
UCONNECT,Implementation of Ubiquitous Connectivity for Public Transport,
APPLES,Advanced High Performance Polymer Lithium Batteries for Electrochemical Storage,
ARIADNE,Advanced Research Infrastructure for Archaeological Dataset Networking in Europe,
EDUCAIR,Assessing the EDUCational Gaps in Aeronautics and AIR Transport,
H2SENSE,Cost effective and reliable hydrogen sensors for facilitating the safe use of hydrogen,
MFC4SLUDGE,MFC4Sludge Microbial fuel cell technologies for combined wastewater sludge treatment and energy production,
ACOMIN,Advanced Computing for Innovation,
WHIST,Women s careers hitting the target gender management in scientific and technological research,
CART,Cooperative Autonomous Robotic Towing system,
BLUEGENICS,BlueGenics From gene to bioactive product Exploiting marine genomics for an innovative and sustainable European blue biotechnology industry,
WINGTECH_EVALUATION,WING BOX TECHNOLOGY EVALUATION TRADE OFF STUDY FOR THE RANKING OF NEW TECHNOLOGIES BEST FITTING WING,
INCAM,Improving National Assessment and Monitoring Capacities for Integrated Environmental and Coastal ecosystem Management,
FIRESMART,FIRE SMART FOREST AND LAND MANAGEMENT OPTIONS TO PREVENT UNWANTED FOREST FIRES,
MONITORING MEDICINES,Optimizing drug safety monitoring to enhance patient safety and achieve better health outcomes,
ADAPTAWHEAT,Genetics and physiology of wheat development to flowering tools to breed for improved adaptation and yield potential,
SWINGS,Safeguarding Water resources in INdia with Green and Sustainable technologies,
MINASYS-COE,Micro and Nano Systems Center of Excellence IMEL NCSR DEMOKRITOS,
OPTIJECT,A novel NIR based instrument for in line monitoring during injection moulding,
BOR4STORE,Fast reliable and cost effective boron hydride based high capacity solid state hydrogen storage materials,
DEFCODOOR,Development of a Ecological friendly final consolidation step using Thermoplastic Fibre Placement for a helicopter door,
PIROVAC,Improvement of current and development of new vaccines for theileriosis and babesios of small ruminants,
SPOTTRACK,Development of an automated spot weld inspection device for safe vehicle repair,
HEATPOWER,Waste Heat Power Generation in Cement Plant,
HYSENS,Hybrid Molecule Nanocrystal Assemblies for Photonic and Electronic Sensing Applications,
ROTOFAST,Development of an efficient heating and cooling technology system for rotational moulding which will dramatically reduce cycle time product cost and energy consumption,
WAKENET3-EUROPE,European Coordination Action for Aircraft Wake Turbulence,
HOT,Humidity Optimisation Tool,
FIRECOMP,Modelling the thermo mechanical behaviour of high pressure vessel in composite materials when exposed to fire conditions,
INTERACTION,INnovative TEchnologies and Researches for a new Airport Concept towards Turnaround coordinatION,
C3SOFC,Cost Competitive Component integration for StatiOnary Fuel Cell power,
INEMAD,Improved Nutrient and Energy Management through Anaerobic Digestion,
STRAINWISE,Hardware Software Development of Wireless Sensor Network Nodes for Measurement of Strain in Airborne Environment,
EUCYS 2013,European Union Contest for Young Scientists 2013,
Socientize,Society as infrastructure for e science via technology innovation and creativity,
EUROPLANET RI,European Planetology Network Research Infrastructure,
DELIBPROCESSSCP,Identifying research needs and designing elements of deliberative processes on sustainable consumption and production in the demand areas food housing and mobility,
CIRCLE-2,Climate Impact Research Response Coordination for a Larger Europe 2nd Generation ERA Net Science meets Policy,
GIFT CBRN,Generic Integrated Forensic Toolbox for CBRN incidents,
CHIPCAT,Design of Thin Film Nanocatalysts for On Chip Fuel Cell Technology,
INDO-MARECLIM,INDO EUROPEAN RESEARCH FACILITIES FOR STUDIES ON MARINE ECOSYSTEM AND CLIMATE IN INDIA,
NANOTRYP,Exploiting Nanobodies in development of new diagnostic tools and treatment methods for Trypanosomiasis,
ENVIMPACT,Increasing the impact of Central Eastern European environment research results through more effective dissemination and exploitation,
CAP2M-SCHED,Consolidation industrial Alignment and Performance verification for Movement to Market of a SCheduling solution featuring Heuristics enhancED simulation optimisation,
MIND THE GAP,Mind the Gap Learning Teaching Research and Policy in Inquiry Based Science Education,
PROACTIVE,PRedictive reasOning and multi source fusion empowering AntiCipation of attacks and Terrorist actions In Urban EnVironmEnts,
HETEMS,Hybrid WIPS Design code,
CLEANLE2,Demonstration of a Decontamination Device Protoype for buisness jets and Experimental Validation,
DIAGNO-RAIL,Combining innovative portable VISUAL ACOUSTIC MAGNETIC and NMR methods with in situ CHEMICAL diagnostic tools for effective failure assessment and maintenance strategy of RAIL and subway systems,
E-BIRD,Development of numerical models fo aircraft systems to be used within the JTI GRA Shared Simulation Environment,
LIROC,Laser Ignition Technology for Rocket Engines,
CEENGINE,Central and Eastern European Networking Engine,
IDEALVENT,Integrated Design of Optimal Ventilation Systems for Low Cabin and Ramp Noise,
TRANSMED,Translating basic research findings in major human diseases,
ADMAP-GAS,Unconventional Advanced Manufacturing Processes for Gas Engine Turbine Components,
CHEMXCHANGE,Development of a cost effective system for exchanging information and managing risks of chemicals for the construction industry addressing new challenges related to European chemical legislation,
ECRIN-IA,European Clinical Research Infrastructures Network Integrating Activity,
IM3I+,IM3I pushing multimedia research into practice,
OPTIC,Optimal Policies for Transport in Combination,
INCONET CA/SC,International Cooperation Network for Central Asian and South Caucasus countries,
COVER,Coordination of Vehicle and Road Safety Initiatives,
APIFRESH,Developing European standards for bee pollen and royal jelly quality safety and authenticity,
INTRAREGIO,Towards an Intermodal Transport Network through innovative research driven clusters in Regions of organised and competitive knowledge,
S-MC-S,Sustainable Mass Customization Mass Customization for Sustainability,
KARMA,Knowledge Based Process planning and Design for Additive Layer Manufacturing,
BILAT-UKR*AINA,Enhancing the BILATeral S T Partnership with UKRraine Advanced INnovative Approach,
SMART-FLEX,Demonstration at industrial scale of the FLeXible manufacturing of SMART multifunctional photovoltaic building elements,
WEZARD,Weather hazards for aeronautics,
OPTIBIRTH,Improving the organisation of maternal health service delivery and optimising childbirth by increasing vaginal birth after caesarean section VBAC through enhanced women centred care,
TRANSMEDRI,Upgrading the capacities for research in translational medicine at the Faculty of Medicine University of Rijeka,
BIOPREDYN,From Data to Models New Bioinformatics Methods and Tools for Data Driven Predictive Dynamic Modelling in Biotechnological Applications,
REMEDI,Resolution Enhanced Microscopy for Medical Diagnostics,
SCOUT,Multitech SeCurity system for intercOnnected space control groUnd staTions,
COMPASS,Fuctional laminates development Components compatibility and feasibility assessment Industrialization,
MONITOR,Monitoring System on the Development of Global Air Transport,
COROADO,Technologies for Water Recycling and Reuse in Latin American Context Assessment Decision Tools and Implementable Strategies under an Uncertain Future,
PROCEED,PROmotion and coordination of environmental research in Central and Eastern Europe for a sustainable Development with the support of the Enterprise Europe Network,
PARAPLANE,DEVELOPMENT OF A NEW STEERABLE PARACHUTE SYSTEM FOR RESCUE OF SMALL AND MEDIUM SIZE AIRPLANES,
NOVEL,Novel materials and system designs for low cost efficient and durable PEM electrolysers,
TREM-END,Development of a wrist orthotic device for tremor suppression through biomechanical loading by means of a novel rotary actuator,
OSCAR,Optimising Subsidiary Crop Applications in Rotations,
GENNESYS,International Congress on Nanotechnology and Research Infrastructures,
IRAFC,Development of an Internal Reforming Alcohol High Temperature PEM Fuel Cell Stack,
INDUSTRYTECH2014,SMART GROWTH THROUGH RESEARCH AND INNOVATION TOWARDS EUROPE 2020,
ITS-NANO,INTELLIGENT TESTING STRATEGY FOR ENGINEERED NANOMATERIALS,
ISINTHER,Industrialization setup of Thermoplastics in situ consolidation process,
E-FREIGHT,European e freight capabilities for co modal transport,
ARMONEA,Anotec Real time MOdel for Noise Exposure of Aircraft,
ECO-CEMENT,New microbial carbonate precipitation technology for the production of high strength economical and Ecological Cement,
GEA DISSEMINATION,Global Energy Assessment Dissemination within the EU,
BILAT-RUS-ADVANCED,Advancement of the bilateral Partnership in scientific Research and Innovation with the Russian Federation,
IMAPC,Development and validation of an integrated methodology in order to establish adapted production concepts for efficient turbofan engines,
HRC POWER,Hybrid Renewable Energy Converter for continuous and flexible power production,
LC-IMPACT,Development and application of environmental Life Cycle Impact assessment Methods for imProved sustAinability Characterisation of Technologies,
REFORCH,Resource efficient forging process chain for complicated high duty parts,
HP-SMART EMA,Development of high power density electrical actuators,
NEXPReS,NEXPReS Novel EXplorations Pushing Robust e VLBI Services,
TERASCREEN,Multi frequency multi mode Terahertz screening for border checks,
EVOLUNIMONT,Evaluation of Research Activities and Strategic Planning of Research at the University of Montenegro,
HYRESPONSE,European Hydrogen Emergency Response training programme for First Responders,
BIOSUPPORT,Strengthening the University of Plovdiv Research Potential in Plant Systems Biology and Food Biotechnology,
e-ScienceTalk,e ScienceTalk Supporting Grid and High Performance Computing reporting across Europe,
COSMA,Community Oriented Solutions to Minimise aircraft noise Annoyance,
ARCADE,Advancement of Research Capability for the Development of New Functional Compounds,
EWISA,EARLY WARNING FOR INCREASED SITUATIONAL AWARENESS,
SMARTEST,Smart Resilience Technology Systems and Tools,
DAFNE,Development of gamma TiAl forgings in a low cost near conventional hot die process and process evaluation,
EFFESUS,ENERGY EFFICIENCY FOR EU HISTORIC DISTRICTS SUSTAINABILITY,
WAVECOM,Microwave assisted curing for carbon fiber reinforced epoxy composites,
BIOCOG,Biomarker Development for Postoperative Cognitive Impairment in the Elderly,
DSD-LIFE,Clinical European study on the outcome of surgical and hormonal therapy and psychological intervention in disorders of sex development DSD,
NANOSENS,Upgrading the capacity of NIRDTP to develop sensing applications for biomedicine using magnetic nanomaterials and nanostructured materials,
ACOC-TH,Acoustic and thermal instrumentation tests and modelling of engine surface coolers in representative aerodynamic conditions,
2050AP,The 2050 Airport,
O2GEN,Optimization of Oxygen based CFBC Technology with CO2 capture,
RTD2FARM,Enhancing collaboration in research for Livestock,
N€UROMED,Mediterranean Neurosciences Network,
